pool_id,ticker,sigma_ada,declared_pledge_ada,active_pledge_ada,fixed_cost_ada,margin,declared_pledge_met,f_unsplit_ada,pi_unsplit_ada,f_half_ada,pi_half_ada,pi_split_sum_ada,delta_pi_ada,split_increases_pi,split_decreases_pi,f_unsplit_c50_ada,pi_unsplit_c50_ada,f_half_c50_ada,pi_half_c50_ada,pi_split_sum_c50_ada,delta_pi_c50_ada,split_increases_pi_c50,split_decreases_pi_c50
pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,,70016947.134638,0.0,0.0,340.0,0.05,True,20794.669028167747,1362.7334514083873,10397.334514083874,842.8667257041936,1685.7334514083873,323.0,True,False,20794.669028167747,1201.2334514083875,10397.334514083874,681.3667257041936,1362.7334514083873,161.49999999999977,True,False
pool106jtt06k5wjpqc5r5fkz06pgwhwaljzs624mnfua8fkhq0fl9am,,90.188364,0.0,0.0,345.0,0.06,True,0.026785474893179454,0.026785474893179454,0.013392737446589727,0.013392737446589727,0.026785474893179454,0.0,False,False,0.026785474893179454,0.026785474893179454,0.013392737446589727,0.013392737446589727,0.026785474893179454,0.0,False,False
pool106l8sgu50wpw3nmqkmhlgzl5cctw428ruem2rpwjklg46nprex0,,502.365742,100.0,502.365742,345.0,0.025,True,0.14920005800301178,0.14920005800301178,0.07460001744107435,0.07460001744107435,0.1492000348821487,-2.3120863085202004e-08,False,True,0.14920005800301178,0.14920005800301178,0.07460001744107435,0.07460001744107435,0.1492000348821487,-2.3120863085202004e-08,False,True
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,VOLT,4183332.400362,1000.0,2683.517769,340.0,0.0,True,1242.4327652431173,340.5788912113817,621.2151809689022,340.1803934908393,680.3607869816786,339.78189577029696,True,False,1242.4327652431173,170.68794255539882,621.2151809689022,170.28944483485648,340.57888966971296,169.89094711431414,True,False
pool106sjgd9m4shsvtc9ruk7femgndknefmct6eedskww37pzv8hz9n,,60886841.633738,100.0,1912.562755,170.0,0.03,True,18083.082192149348,707.9382667310181,9041.539346729249,436.4164909323703,872.8329818647406,164.89471513372257,True,False,18083.082192149348,625.4908566304925,9041.539346729249,353.9690808318448,707.9381616636896,82.44730503319704,True,False
pool1072lq3k32sfxs96s9qhrx3s9la2t68vrqwfsp7h9qnwk56yr2mv,lSPF0,7440989.98039,400.0,159626.707727,340.0,1.0,True,2209.9387320492247,2209.9387320492247,1104.968510913155,1104.968510913155,2209.93702182631,-0.0017102229148804327,False,True,2209.9387320492247,2209.9387320492247,1104.968510913155,1104.968510913155,2209.93702182631,-0.0017102229148804327,False,True
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,CCJ5,228950.904531,10000.0,10005.433537,170.0,0.048,True,67.99974412165398,67.99974412165398,33.999242863890956,33.999242863890956,67.99848572778191,-0.0012583938720638344,False,True,67.99974412165398,67.99974412165398,33.999242863890956,33.999242863890956,67.99848572778191,-0.0012583938720638344,False,True
pool107qfdeg9wlpt9yntg7650kzval6ahl696jr2ca20763ukzr0tzw,SRP,349059.504194,50000.0,92039.00197,340.0,0.01,True,103.686054268197,103.686054268197,51.83872613142351,51.83872613142351,103.67745226284703,-0.00860200534997091,False,True,103.686054268197,103.686054268197,51.83872613142351,51.83872613142351,103.67745226284703,-0.00860200534997091,False,True
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,WORLD,25216220.127326,1080.0,10161.909195,500.0,0.01,True,7489.117484708768,572.6795606204287,3744.5509180413646,533.7399586785857,1067.4799173571714,494.80035673674274,True,False,7489.117484708768,325.27930088733075,3744.5509180413646,286.33969894548784,572.6793978909757,247.40009700364493,True,False
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,BPE,421298.335901,1.0,6053.141439,170.0,0.0,True,125.12341439613324,125.12341439613324,62.56170707702333,62.56170707702333,125.12341415404666,-2.4208658544466743e-07,False,True,125.12341439613324,85.57648626082509,62.56170707702333,62.56170707702333,125.12341415404666,39.546927893221564,True,False
