pool_id,pool_ticker,margin,pledge_lovelace,epoch_stake_lovelace,f_lovelace,operator_reward_c340_lovelace,operator_reward_c170_lovelace,loss_pct
pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,ATAD2,0.01,1300000000000.0,59980523776819.0,18355104477.0,906700511.1962936,742048195.248105,18.159504038543837
pool19zz6frugmvm82ecgl5hh5vq3093d4kzr4h2r5vfmt6la7trk929,CVM,0.05,0.0,35010736098546.0,7659654099.0,705982704.95,544482704.95,22.8759145043699
pool1a0kp4vl4fh0p0rs8s08rm7qq3vkj3epwraayk3sdgm8sz0zwt7t,BLC2,0.01,1000000000.0,51361417153099.0,13256831814.0,469417292.25723946,301120569.0359837,35.85226322021167
pool1a23gmvalpdams9d42t7fur8vmknzjv7wd3nsvuvrc7dv66lnau0,AOS,0.025,350000000000.0,48497236542378.0,13274995215.0,754391759.5174155,589837961.695849,21.812777743865027
pool1a2gt2mvuf5zvtqlvw2xgks2efze3p4r985ft62q64lua7gx7lal,SALT,0.0,10000000000.0,2974683855982.0,1473066982.0,343809033.28507143,174380522.58689463,49.279831038556246
pool1a3ekt9me035qgju0en2w39vjns9ggtewnc9fugsmpgczvgtl6u9,SA8,0.01,168000000.0,7231744842891.0,1473011333.0,351356171.00335526,183060080.76519203,47.898999399260894
pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed,LEAD,0.01,25000000000.0,7960389439063.0,2323889677.0,366007096.18808395,198235650.7308244,45.83830401229299
pool1a5jd3x2udlvpm9mt4gpau4jlags6qtth6jdsguryh2zy27f5ttj,CRDN,0.02,20000000000.0,3437185035659.0,1767748469.0,376696477.5333528,211065875.44630548,43.96924632043641
pool1a600v0jd2z3yajazd80phln3exekumm7g56d9yvlrh6vx8dx2fc,POP3,0.05,50000000000.0,1430495846828.0,883971296.0,385261278.24114347,229406174.0427675,40.45439108490494
pool1a6ysvnx24xsjh2f6ehgmx7yu9q45fd7lsk88v2swxkek7pkxtgp,VIVI,0.96,15000000000.0,9024347355078.0,2356953176.0,2276409149.7274,2269620452.4838195,0.2982195553199779
pool1a8fp4uygrweyx2hgkawfec4dn9vnw73ruqj0p6p2ewsjyfu2lgu,,0.05,0.0,31642833426721.0,8543460340.0,750173017.0,588673017.0,21.528366968709566
pool1ahazpr2yz5gljk2m4q8g7wnmq7m2sr9unhdfmr5arhqrjnntwdz,ADV3,0.0,250000000000.0,74282147110501.0,21820579974.0,412293884.90226936,242866027.7609939,41.09395345056763
pool1alseugmsr68dn8mlen92jqgdc6nm4f3dvqyc8m55fgl967ytyua,,1.0,76800000000000.0,76824819233615.0,24408726442.0,24408726442.0,24408726442.0,0.0
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,0.99,400000000000.0,2648449481691.0,589963995.0,587841880.0837649,586398634.0844362,0.24551602194846617
pool1aqg6fvhcaulvss2ruvpx6ur9vj7pejvdcxv6xp0qlwuwx94evf0,SARGA,0.02,25000000000.0,16066580321068.0,3830084350.0,415123732.19357955,248782965.95190078,40.07016543301628
pool1aqg8vxzv75zhjzjjd9s20fu6r0xz70yl8lk3teacwy7qyc2p2j7,KILN7,0.03,100000000.0,65955029462936.0,20916755816.0,957332936.6954885,792433186.714329,17.224911382487125
pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk,MIN,1.0,30000000000000.0,35113937580679.0,12687104413.0,12687104413.0,12687104413.0,0.0
pool1asfgkqtmjuusclgx72xpzvpw336gkulchtstsx9lsj9uqzjckv0,BASHO,0.03,4000000.0,24288366153241.0,8248858357.0,577267014.1284709,412367041.2855054,28.565632334271392
pool1axzm26vduyuxgw0x9ddh4vkvn7q5hyd558l0t9c08p556lf2zaj,WAV1,0.05,1000000000.0,28829781990669.0,7954286936.0,720965253.0535243,559470854.8995615,22.399747764539413
pool1azwytj96wpa7hqmj5adks6tpw7rhnwdqpf9hkgyy0mwdxxzxz9w,XAT1,0.04,100000000000.0,741911895963.0,589401656.0,382247497.8025343,241044718.8860656,36.940144730368594
pool1c2wf97p3j9gfvfjshj99ufxerpy3aznm8tzr2fd0ua465s26th4,P2P,0.15,10000000000.0,76744352487519.0,6776109901.0,1306129331.5339394,1161648160.2809827,11.061781384487828
pool1c3ecg6h4m73a2mftmdm9mz3gxklxmnzuwzl9e38lzd4y26qcm8a,COSMC,0.025,300000000000.0,27602401293508.0,2064591097.0,401390103.9267976,237441577.62726498,40.8451839483896
pool1c3f370yr063cpzpdapsdyqye8dutrztqjfhrug8dr3uj7d50375,,1.0,76800000000000.0,76825585553792.0,32798779090.0,32798779090.0,32798779090.0,0.0
pool1c3fjkls7d2aujud8y5xy5e0azu0ueatwn34u7jy3ql85ze3xya8,MANDA,0.04,10000000000.0,2263956730490.0,294613427.0,294613427.0,175512943.33577728,40.42602025203105
pool1c3kxs76qj58284f923cx7ed8vw25en3nfghyurv0z9m2g3x9c4j,NAHA,0.045,1000000000.0,8236727969869.0,3535238623.0,484156207.09700227,321825917.5937667,33.52849496169161
pool1c7jrfce3zxkk9s9enzpvwj8fuayvx3pdzc2k2es6mrw6gsfcjep,EDEN,0.01,1000000000.0,27447420713771.0,10605714266.0,443027416.32721716,274733548.0509137,37.98723556918715
pool1c86ul4pnqvu7jzag8fjdy6dgrn6pt4ad4vmyq038hyg0wl2kaed,BAIDU,0.02,30000000.0,7388711802735.0,1178408257.0,356771501.2022818,190172177.63954625,46.69636532102862
pool1caulv7s08g0jnptzdc69qycptacu7fzahny2epzh7sh9vhqz6xz,NUFI1,0.03,1000000000.0,15305306201514.0,4713650039.0,471486688.7337098,306597462.7749363,34.972191134732334
pool1cd6mgg8y98sq4cc7668xwwg0g6ln4z7r0gx0r5pfvjg9w8u0rc8,,1.0,0.0,35201209359949.0,8248858264.0,8248858264.0,8248858264.0,0.0
pool1cduc7ut6grhqyavrmm3gzcdf4qfdsjk7vdwcxy9c0r5fyaxh2sq,POOLS,0.0189,10000000000.0,1790324478528.0,294613415.0,294613415.0,173038076.579077,41.26605654427617
pool1cf7mqj0xd8z4jqhr7nf565mxuvepk8euv5t6ehmuwe49kfz9llr,TOKAI,0.005,100000000000.0,43007158286808.0,11762807097.0,423541480.3901457,254784787.00871366,39.84419500682239
pool1chtam5czevzk2ttctvltpsc8twlwf6zzyh7kj3jkz72gks975sn,NUFIC,0.03,1000000000.0,220028283569.0,294603210.0,294603210.0,174287412.5594349,40.83994788806446
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,ISPF,0.0,168000000.0,2867847570208.0,883806797.0,340031856.48457927,170041815.17286405,49.99238691020246
pool1cmaafeyy52ppz62jqmsm20c5p8nua7xx95lkkf96ktmqqj3w5td,EDEN,0.01,1000000000.0,40558510741917.0,11784128327.0,454720625.06131536,286424774.6219605,37.01082404534906
pool1cmdq8atcy8x7lfhh09vdumveuh0ywsx0269ur774nvzkyhma37d,MOMO,0.0,40000000000.0,35747860623319.0,9428297376.0,350169332.89716536,180359554.0707246,48.49361805087283
pool1cn0dqtplwf67fds40hgkf0u5rm4q4azev5qutmgkw5hdyvue2ue,NEDS2,0.02,250000000000.0,22203754969848.0,6192229113.0,521619071.3332243,356894880.17981625,31.579403477787682
pool1cp4q7w2jvlthul9mlskj6xutx9rdr7n4vruqqe09pfg5ywmzdzq,UPBIT,1.0,200000000000.0,31687257992093.0,11793165941.0,11793165941.0,11793165941.0,0.0
pool1cq25dmlt5974x8tqg3e4dlzvrxefcce2atpnwlfp7ad5ugec9fp,BEAST,0.03,1000000000000.0,15427247646494.0,4138712965.0,692808373.2263818,538597253.3026328,22.258841821670508
pool1cyq3v3v43hu7spwlfxdm6vq9djpsjjueerhlu5qr2rvd57vqk84,SKY4,0.02,5000000.0,69501296235173.0,19738339359.0,727968154.8071955,561368166.7925835,22.88561483279946
pool1d0vm9y545l3y2g9pamx45k4e498nllhd8wy4289vw8mt70am2r8,PLANT,0.048,25000000000.0,308025147396.0,294628266.0,294628266.0,185611736.5470389,37.00138175234045
pool1d9g45764jtjzagrmy5ndtrx4pua7l9sr4nh08l3mqs43xe6wnh9,SS63,0.015,9000000000.0,5396484854648.0,2946123213.0,383373020.64438546,216202285.76614374,43.60524238175547
pool1ddg6t2h9kj6lqlec4ncjs945lzj43m3ggrgdhf5sgzhtygpkznz,FAIR,0.005,100000000000.0,56923198410051.0,18565763703.0,462986892.8871578,294134047.6583664,36.47032946782477
pool1ddgcpgjcyawxw95se9x8qnc8gxgwjr4fqrk4vk6v9x47s0ggpjp,1PCT8,0.01,50000000000.0,4560860486397.0,1767950947.0,369777368.2813619,203322414.85209084,45.0149110538902
pool1dhf4dt395f0c0ujnscazvzvw73ynzgwvtf5k4y9c907hwjdyaq4,JSP,0.0,10000000000.0,7300949821419.0,1178453757.0,341148417.3669297,171381263.78302377,49.763429915405155
pool1djg8jsygtculv3q2qdrxtnpxfq003pdxcvlw2pvfupq7jm5xpgp,ADAAP,0.02,10000000000.0,6090350456795.0,1473067237.0,364484566.40866625,198158113.8854196,45.63333206727843
pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z,TRUE,0.018,40000000000.0,661667759299.0,294644935.0,294644935.0,179643173.0040004,39.03062579236246
pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy,CHEF,0.01,5000000000.0,1243184628952.0,294607756.0,294607756.0,171742229.44109264,41.704783413409984
pool1dqlgn7smehsnj5ztz8almy2036lfhrdjv79nmg9tmje0zzt620h,POA,0.0,10000000000.0,1201084228385.0,294613383.0,294613383.0,171037507.44581467,41.945099131557555
pool1dqzprrl8305mlysnh85znqpe22lg0q2d9zest7jjhugajuf46kv,COIN,0.05,0.0,159749978650.0,294602075.0,294602075.0,176230103.75,40.18029107568234
pool1ds25hy480zcnzjwzr4eef28j85lvpm4mq9qm55vr4mqr5h3l68y,UPBIT,1.0,200000000000.0,29565147509420.0,8255213185.0,8255213185.0,8255213185.0,0.0
pool1du3r4a7xq60hg2x0wcz7lw5ya3qs74rk258c8kanp93rsqdqu45,,0.0,100000000000.0,50609235856811.0,10895082059.0,360856039.18000966,191191946.24740934,47.01711333919646
pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,1PCT3,0.01,50000000000.0,1644419818139.0,294657694.0,294657694.0,174998998.17996246,40.60939125520935
pool1dxwgzj66pual956mnv9delkelg873yvgr2dd8s279m0hxqvr475,APOP,0.01,250000000000.0,45032453524664.0,19709543001.0,640151141.780665,472785467.95449775,26.14471222540001
pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7,ETO5,1.0,0.0,50000214398811.0,17381522772.0,17381522772.0,17381522772.0,0.0
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1PCT8,0.01,50000000000.0,1983708562024.0,1178630515.0,369312872.33189726,205254926.91647497,44.422482319539974
pool1e98xlcgj80c3rdmm27v5hnvrdtut52e65uk0ema7ctfag596vr2,COSD,0.01,300000000000.0,13489396667928.0,5013944379.0,489647047.05319506,325089986.8779274,33.60728123770146
pool1e9wmzv9r2pkvhwddc3ay42axm9aggheae6u4e52tgx6326krg03,MUEN3,0.9999,10000000.0,6383010307071.0,2946020920.0,2945760318.3162746,2945743318.342908,0.0005770996798698864
pool1ea568m9q882n0tx5d4vxff2dmz2n7rq5h62hx5ystq625m4tcfu,NUFI6,0.03,1000000000.0,11990436881354.0,3535237306.0,436115606.85792935,271229359.4844293,37.80792174842163
pool1ecvcst7k9eul4ggnljh0jw2s5nc2tyfmyzsx3xg3kmmz6ptgfwj,NUFI2,0.03,1000000000.0,12443589684611.0,3829840525.0,444967255.0405141,280080506.8435854,37.055928572073434
pool1edqwpnln3zr9gj9sfsmyl72pen6hdwev07xgqj7uz5mkjrgfj6h,TBG,0.05,0.0,70202603633665.0,17970726929.0,1221536346.45,1060036346.45,13.221055637791496
pool1efacpnedlfrhe9sa6s4jzq839s5q4qdrl70em0za57xg6t38d3s,ADACH,0.04,150000000000.0,6888100512649.0,1768617790.0,427010849.7874761,267364804.89528066,37.386882551497585
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,KRONO,0.025,5000000000.0,2320710938324.0,883823084.0,354737958.725699,189345069.12075686,46.623961585354934
pool1ek9pyk0xwjelrw7uqktvjwqj8wlcqqftjxqeq3t2vffw7qm8efs,UPBIT,1.0,200000000000.0,35896455644803.0,14446637470.0,14446637470.0,14446637470.0,0.0
pool1enul577he3e0s500lv8z98m6k936uecz2rpckxxmmk8c7k0n2rd,PXLZ,0.0169,100000000000.0,5593097125020.0,884142241.0,358760404.8688006,194621498.87582898,45.751678213485555
pool1eqa7kxx4xg35cu4rqj4exkvzhenscgh8wxez0gl7hsagygp79kr,PILOT,0.0,1050000000000.0,77012797542518.0,23945536512.0,661840189.2739451,494157985.8700426,25.335754177734955
pool1es67mveksd22l9alfh5cht6w2krc7lcrq3zvxcpaj5hwxgmhg3m,ANEJO,0.01,25000000000.0,1338586616242.0,294630049.0,294630049.0,173550666.6590043,41.09539497140555
pool1etfar35l4tf6vam3gvqf5dnaq7levz32vgw4p00jzk7q7twg2te,POP2,0.05,50000000000.0,18070877362193.0,7366473523.0,709793033.5394077,548739885.1138029,22.690156259002386
pool1ev8fwfccn8gr0zcz3uyps0t0mcrefc6s95wjc6aed3ngc86y5rk,ZEIT,0.009,31000000000.0,6467205687053.0,1472289661.0,355569293.2563211,187906839.8618752,47.15324314396917
pool1evg78egp8gfqae273kvmmdee2dnt6vty60dpwdespg4hujznh3a,SQUID,0.0175,50000000000.0,13166931954975.0,5009200696.0,439131508.0840844,272740767.4566214,37.89086812591063
pool1ewrm7y47s9hv6hxku9n5gfnsuspymp0qqpwgvgm9rvm37cek2h6,A4G,0.03,25000000000.0,33421371005047.0,9428176502.0,619239527.2397696,454462876.45842904,26.609517566784625
pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd,DAN2,0.02,100000000000.0,1378273554412.0,589415635.0,362722623.9706155,208210209.88320124,42.59795333304918
pool1f8erepj5w5nth5xfxgxnwpz59jzywt6zdwfr50jzjwfwksmg9ek,NUFIE,0.03,1000000000.0,36654309567607.0,11784128812.0,683626715.650301,518731214.4391731,24.12069297997969
pool1fcp4d2pxh0e7q5ju63sjqcdpxpr3pvxg6ykl23t6c97d7dnvjvw,KILN1,0.05,100000000.0,10812155411503.0,4124430694.0,529254786.24904335,367756279.93826497,30.514321364074448
pool1ff2hr0sukqqd75jr2rh3wrmnesxqgpq42dgd6rm3ungnqp904ue,BD3,0.08,200000000.0,56761459222046.0,22389775452.0,2104053513.5099266,1947654064.5880778,7.433244825648343
pool1fgp4f4afdrq26axqlnm80fz49hdkyq4am3ca3r33w0w8sw2x8ap,UPBIT,1.0,200000000000.0,31035189563513.0,8844873822.0,8844873822.0,8844873822.0,0.0
pool1fh4sh2telea0tfdy39h0drx6uq566yt9gf24edpz7335sclx39z,CANUK,0.02,25000000000.0,3989532493666.0,589260326.0,346515931.7357228,180959913.70769885,47.77731782742056
pool1fkjfa9yuu844hyg7yagvjr9u7texse7dcdhe75c6lta0xqpgqgk,,1.0,76800000000000.0,76829401927715.0,29367496200.0,29367496200.0,29367496200.0,0.0
pool1fl20ddkpvnstlx63fal6e3ku46r76nk2s4mqtk5jnyxn2vt7hg6,KOH,0.05,0.0,70540482443232.0,16497716524.0,1147885826.2,986385826.2,14.069343510811963
pool1flkcdxj7cq6sfgl4fujx50p20ylqgj02kgwvfj4g5w24s6th8vz,U0001,0.2,50000000.0,16657704234062.0,4419032061.0,1155816207.144138,1019816615.3636564,11.766541335885735
pool1fm57fshvdlrgs5pnpk78tnxha0me28equyy96vj0xm85gy5chv0,BANDA,0.009,500000000000.0,13814063025497.0,3836506856.0,496885619.9547291,334513391.4680431,32.67798905137959
pool1fmcv9p7vv754rwc0p6ud2mgm76vnn0gq0gngrk7rq400vsvhsvs,JAZZ4,0.05,50000000000.0,10799076459225.0,2946588326.0,481794558.3380707,321042307.465553,33.36531060604453
pool1fmgus36uc0jf0wlspfvzwfn04mz34kwrensmqgfzkv7t58dejw4,GRAB,0.01,200000000000.0,4111701087203.0,884458485.0,371663120.133491,211549512.8906788,43.08030540810825
pool1fpu5xurq3jx5rn626ejcx0dzzzk5lmtvdl2qkj9l4kw2sjp50dz,MS6,0.025,100000000000.0,48149282315984.0,16209377683.0,768869174.9239434,603463416.8150525,21.512861160710838
pool1fpvs8h5q5kwpz4k2yd0vw90dgdxacr3ef508tzzewm0kysdt4eq,SBP2,1.0,0.0,70000006554332.0,20622145660.0,20622145660.0,20622145660.0,0.0
pool1fqas6yd8n3fdpz8e869qjvyensdmzletqjexcut8mxasu2sk72r,LAG,0.05,0.0,70048600588200.0,20622145656.0,1354107282.8000002,1192607282.8000002,11.92667686315467
pool1fqwnqk3phwa2s5thgym8dw34pv0z67m526uqprnjh93cvzxymef,NUFI9,0.03,1000000000.0,23602635327830.0,7926195609.0,567897638.9531683,403004625.46114546,29.035692734341644
pool1fs2m5rmlx66crcwwrrsf2pcxjhvk7kzdurcqusd3v5gm65cufnj,BIRD,0.0,125000000000.0,23591196265875.0,5894879766.0,369433012.337505,200333772.08535796,45.77263931618057
pool1ft4xjlz9uw0r0ewcgtkgeakqrfc5azxmxwsm5pt94dv67mw4rgd,1LOVE,0.01,712000000000.0,55298409180879.0,17724174568.0,735435045.5778372,569302008.4575114,22.589763449441513
pool1fu69ry8k9qxfque9hng3lxcq7g30pykg38mtahah8x4mzpgls3k,BFADA,0.02,250000000.0,385102561839.0,294602362.0,294602362.0,172571318.53475386,41.422289569167184
pool1fvgmxt3688a5zl6amhvaqk9tmvk3lhxkgdsta6yj3czuy5hjwfy,ETO12,1.0,0.0,50000075643364.0,13551695720.0,13551695720.0,13551695720.0,0.0
pool1fxmancs3dmc9l0s7u7zrj8334m9nvzam5t5hnuuf4c7cjr6867m,CONGE,0.01,100000000000.0,4902495577084.0,882691924.0,356385929.73398936,191518875.2074477,46.26082029938734
pool1fxra32qureulvqrhrdpnrl5yechhqreg2khrghv3tkl4z66t0rm,,0.05,0.0,35018155935408.0,9721868665.0,809093433.25,647593433.25,19.96061188524051
pool1g0nq3m3fnvd245k4favcvutn09vce0yshg535f68d2xa54vy0cc,1PCT3,0.01,50000000000.0,10666285527986.0,1473294006.0,356592320.4834671,189081254.9234763,46.975511231671966
pool1g2y0j7rsv7dpu8p6jt2dva3rxfqjl2zu0ag9dd0cfm8guzg0lh0,SOCIO,0.03,0.0,6284504944229.0,1767612474.0,382828374.22,217928374.22,43.07413219722238
pool1g5gmej3cj67td4pmvmacnls8nuq0gjld2pwfeg3jwpxujdx6lmu,SKY,0.01,5000000.0,10874643663351.0,4119474357.0,377796463.9388366,209496541.32068244,44.54777603355258
pool1g8y2gz4sk7xhyaj469jlj3njyu5dlvqa7t7v9c2gk0yc69879z8,1PCT0,0.01,50000000000.0,7797449134510.0,2357269633.0,372978787.79798555,205757986.88666663,44.833863582046334
pool1gas95lqlch5pj5e4lwg78gxlq7km9xfurfd557x4tgwk5kktd04,NEDS3,0.02,250000000000.0,10789584719794.0,1474406431.0,388447190.0494103,225707394.22609106,41.89496023967088
pool1gaztx97t53k47fr7282d70tje8323vvzx8pshgts30t9krw62tm,TW001,0.1,100000000.0,114176461996014.0,26501753040.0,2956195926.0943656,2803196060.097467,5.175565822493955
pool1gclysx2h7fndj0jdajlmwvqr8q9tzu3rurjknacu0ff954fsg9a,1PCT0,0.01,50000000000.0,64761837247187.0,21510110310.0,567882244.7242754,399712182.3597362,29.613544696434555
pool1gdgjzmp96kk0d0sj482655wqlq8jtc4t9xw8xzfwfx4tjyq73hw,LUNA9,0.02,250000000000.0,2869997046427.0,294863374.0,294863374.0,183156346.9616618,37.88433453872715
pool1gk20vlqg7qq868avysckjcjtwyphtjurfwlgra45670ny6r4fww,GCN,0.05,0.0,35010773902622.0,11194879066.0,882743953.3000001,721243953.3000001,18.29522585753859
pool1gntlh2yq89tpsd7kgaeuremj3s60rscqahyl52qzv0x87mt22rq,KOR,0.0,10000000000.0,2993490024348.0,1473067044.0,343785103.79117364,174353002.7940675,49.28430555269921
pool1gppqnqfguctp6gu0q8l5wjhye0ny28yzfx93hkr384cfsezru0f,CAPEX,0.0,150000000000.0,3050046916677.0,589529310.0,352271744.5083694,190632271.6401232,45.88488159725394
pool1grgycym8cf0xmgjjr7gx7udmkpu93hqaygysy5myx6ghx8dvl5r,THOR,0.03,100000000000.0,14529789385548.0,2944580247.0,435525428.478653,271760338.2534913,37.60172874342022
pool1gsrcrjm6ctkquef6m8jsyvplv0j357hupn92uklqdcm7729ytv6,YUMMI,0.01,1000000.0,496011032480.0,589203424.0,342492531.6309321,174192870.93790102,49.13965857637731
pool1gwnu7f7qgaruxph8gn3u28qphvquvnj63elyd3r0nndacj9g9pa,JAZZ2,0.05,50000000000.0,18624300931468.0,5893178913.0,631821946.953411,470755520.2740803,25.49237604929342
pool1h0524mtazrjnzqh5e4u060jsfk8lpsqqjfpa5gygjwuhqu34wvt,JAZZ,0.05,50000000000.0,19682050336738.0,4714543242.0,569284538.0054535,408194810.3023863,28.296873873908734
pool1h3aejp7fln74mwaraqjn65ve3j5zwqr7wk0pasct87wpkv0aspm,BEAST,0.03,1000000000000.0,3706225006981.0,1477243743.0,671758828.5584846,551351540.0612662,17.924184004488374
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA,0.25,0.0,1917057392983.0,589204126.0,402301031.5,274801031.5,31.69268533182968
pool1h59405hmvnxz2kyjpll3f65lnqhm7we3u96cws9vzzxzzws9gjc,LBA,0.05,1000000000.0,6369323408481.0,589206133.0,352497476.3478104,191022832.25920674,45.808737628883364
pool1haus36sw7cwyg8jdeg882mentse5txac7fmeew8ketuwky6q602,BD1,0.08,200000000.0,316604851258.0,294602306.0,294602306.0,180040599.11361316,38.88690093498006
pool1heks0vmxkfka2amg9c8yn8qdsxvgmzelfx6jhpfkj8ht5mn0r2m,ADA,0.029,25000000000.0,3969434030887.0,883890970.0,359098993.2427982,195068625.0814656,45.67831468422594
pool1hezakp5r240dy4fcsm7mfd3qqahcvyrhj8hl770yxmxxzdwvcre,HIT,0.9,500000000.0,3888464442170.0,883807945.0,829434143.0796299,812436329.0324981,2.0493265425534695
pool1hht4pctn70tqdsd0zwuxv8d8cz6l5scjzaquty7vamyzy78eqvc,ACL,0.01,750000000000.0,16793849264494.0,5316246756.0,609775351.9284322,448991496.56043565,26.3677196625795
pool1hjjj584gq0ynqf06g036a4a0stpm90asrdfskpasqjxf5948ygv,,0.01999,1000000000000.0,3320030176579.0,1772477542.0,791475453.7946653,675054532.6247146,14.709353349087452
pool1hjpax8lf2hmct63xxrspe9zzmmywcrzw89yg3nacu0axzy0latu,GG63,0.02,9000000000.0,5480986646416.0,1767673931.0,370850890.54302555,204524454.42791122,44.849949226646764
pool1hkklrx9ac7w57d79mnv76rxlgq4acg5ecwhyep7k3zn0u5cz2k9,AZUR3,0.02,500000000000.0,16984294133972.0,7674129991.0,698273594.8441517,536578126.01529914,23.15646331506228
pool1hmmt5a9vyjtkz0tk6ywyyuhumt57hts5m89m9avgyyupveaejfr,AOTA,0.0,5000000.0,11001559450620.0,2651418763.0,340001050.4959653,170001127.7577393,49.99982279179556
pool1hnaps49hfe3uljp4cleu4amhes6wvatufyvgt2tjdtj3xjrgknk,UPBIT,1.0,200000000000.0,35303421507039.0,9139708750.0,9139708750.0,9139708750.0,0.0
pool1hntu7agmt8u5j9c20ejen7dvq0jfkvkpnul3mrdd8tppqvwfvt2,BLOOM,0.04,1000000000000.0,28547821271305.0,12124370023.0,1207657064.094014,1050173787.5682513,13.040397080267722
pool1hnukelq3ap6pj3wnetj448efj4nalngy756jln9zd2mjsp73etg,UPBIT,1.0,200000000000.0,31639394783413.0,9139703827.0,9139703827.0,9139703827.0,0.0
pool1hsq2jrulgj97tna2femdhsfn2wurkkwt8uk9uvs42h9zs0a783p,JAZZ3,0.05,50000000000.0,23566023160212.0,5598520585.0,613525175.5755973,452367829.91082823,26.267438090633267
pool1hwlghkwnjsjk8370qt3dvp23d7urwm36f95fmxcz3np2kghknj9,PEGA,0.0,500000000.0,6370898528433.0,2356769899.0,340158279.86350745,170171621.78060445,49.972812112970516
pool1hyqdlnuff3rnvg9lx70ccca2xqxcezzz4998tp6chhxnx2st257,FCS,0.05,0.0,35010816820801.0,10311072828.0,838553641.4000001,677053641.4000001,19.259352297411652
pool1j099ctc7kcc9fa78dz5qwsy2g0n96lrgletwxvxmyzh4zd7ck0j,PRIDE,0.0199,10000000000.0,25079668566039.0,8541601952.0,506417020.9111669,339866455.9996376,32.8880266725365
pool1j276s043qh2knv3ukmap6sra6sk7p5khuetzwx9h43wqydzsx8c,UBE,0.05,0.0,70339688376803.0,22389758142.0,1442487907.1000001,1280987907.1000001,11.195934413390132
pool1j3umdcuxcewcxz98wm3sx5xqwgxx0v7z376xyjfq4jgejpvv8fz,MASTR,0.02,10000000000.0,2097701729781.0,589226596.0,346148863.6293775,180343066.1493773,47.90014207804215
pool1j6dh3ynys827j38976q0q3s3c9hpzgx40kjcq4472h6m7d3t0hm,KIND,0.03,100000000000.0,3012812183173.0,294712411.0,294712411.0,177756592.374105,39.68472797906532
pool1j6jnnxsngexalq60tqnvn2muge7vevd5ukc0unacr4432t4lr28,UPBIT,1.0,200000000000.0,29572781663600.0,10908674968.0,10908674968.0,10908674968.0,0.0
pool1j6xfryctrxm4aplw3vnrtgfsvqdr35exenxqse5kzxmfue7qqmr,,0.03,0.0,61473087543909.0,16203114446.0,815893433.38,650993433.38,20.210972812572976
pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x,TAX,0.9999,750000000.0,1788178154114.0,589205861.0,589180950.8661245,589163957.9962866,0.0028841512633597187
pool1jdhjfcu34lq88rypdtslzwyf27uh0h3apcr9mjd68zhc69r29fy,NUFI5,0.03,1000000000.0,18014505219017.0,5302856359.0,489152918.2408465,324262071.97546184,33.70946796318541
pool1jeu74g86ys4fekhykqcww99kdsq3nlym8a6kfw8s8ff3vskad70,KAIZN,0.025,5000000000.0,24279349498271.0,5597545581.0,472494291.1481706,306778425.09397745,35.072564718507024
pool1jezf7dcx26edfpxmpuh05yen64a9cj44xm2ggsapcxrtqewfek2,CURRY,0.0274,1000000000000.0,1374650639729.0,294926856.0,294926856.0,261811897.46619672,11.228193655515483
pool1jg3fmnmc9n52sgzslhhvhye5e3xeqmrwkekdhh82sma47r47zg0,NUFI3,0.03,1000000000.0,11498705609000.0,2945865336.0,418395783.8985993,253510124.6431672,39.409015482668714
pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,KIWI,0.02,175369000000.0,1902532454538.0,294784430.0,294784430.0,183767850.73285797,37.66025880917185
pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj,LOVE,0.03,10000000.0,22276868484126.0,8248858248.0,577269191.1881669,412369265.2111383,28.56551648592618
pool1jj2hvts3ryffy5txm7w0am3zt7s7sehdf8rrwfesjmr7shv0mgl,FIDA,0.01,100000000000.0,5769350669008.0,1473347034.0,370781301.26640344,205398440.64058083,44.60388376138643
pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6,STACK,0.02,50000000000.0,10648751060977.0,4419881925.0,440371127.82097757,274553379.18100095,37.65409177946513
