pool_id,pool_name.name,pool_name.ticker,pool_name.description,active_stake,live_stake,pledged,live_pledge,blocks.epoch,delegators,epochs.0.no,epochs.0.data.epoch_stake,epochs.0.data.delegators,epochs.0.data.block.minted,epochs.0.data.reward.member_lovelace,epochs.0.data.reward.leader_lovelace,pool_update.active.margin,pool_update.active.fixed_cost,pool_update.active.pledge,saturation
pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,,,,7625790,,,,0,1,445,7625790,1,0,0,0,0.075,340000000,,0.0
pool104re5tajgh4mpp7c744khap56lf609cfjlna5ysjkum8qn8fel9,,TOKYO,,1130673161280,,100000000000,,1,12,445,1130673161280,12,1,115282234,343316968,0.025,340000000,100000000000,0.015600000000000001
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,,SEAL,,2645076013193,,60000000000,,2,173,445,2645076013193,173,2,588294001,340000000,0,340000000,60000000000,0.0364
pool104ylwjrxvrp87r7769d6g6agu0ydxsn6hgmqjdsrf47e6j2ek46,,ELMPI,,96718388853,,100000000,,0,5,445,96718388853,5,0,0,0,0,340000000,100000000,0.0013
pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,,,,60240844523897,,,,58,3,445,60240844523897,3,58,25711782144,1693251692,0.05,340000000,,0.8295999999999999
pool106l8sgu50wpw3nmqkmhlgzl5cctw428ruem2rpwjklg46nprex0,,,,502365742,,100000000,,0,1,445,502365742,1,0,0,0,0.025,345000000,100000000,0.0
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,,VOLT,,11880310283554,,1000000000,,12,1715,445,11880310283554,1715,12,5261291373,340000000,0,340000000,1000000000,0.1636
pool1072lq3k32sfxs96s9qhrx3s9la2t68vrqwfsp7h9qnwk56yr2mv,,,,5944627542199,,,,7,29,445,5944627542199,29,7,,3307509547,1,340000000,,0.0819
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,,CCJ5,,264923848152,,10000000000,,0,7,445,264923848152,7,0,0,0,0.048,340000000,10000000000,0.0036
pool107qfdeg9wlpt9yntg7650kzval6ahl696jr2ca20763ukzr0tzw,,SRP,,333397461753,,50000000000,,0,8,445,333397461753,8,0,0,0,0,340000000,50000000000,0.0046
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,,,,911808264086,,,,0,12,445,911808264086,12,0,0,0,0,340000000,,0.0126
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,,AZUR,,60724835642939,,500000000000,,34,6980,445,60724835642939,6980,34,15143167127,655753137,0.02,340000000,500000000000,0.8362999999999999
pool109ee6weyn52awvu30gspwmp6xwws98z0dhzcw2dqupc6vv6mkg6,,,,2032319809,,2000000000,,0,3,445,2032319809,3,0,0,0,0.02,340000000,2000000000,0.0
pool109k0t72eh8txza4ptnagnfyqkjnmfe60afmtm4dvj9lz7dy78lh,,,,736080528646,,2000000000,,0,733,445,736080528646,733,0,0,0,0.02,340000000,2000000000,0.0101
pool10akpqvczl93ep4rc59c0aqyn3dm0env2ydysuwmdm670wl24pd8,,,,66623934883974,,1000000000000,,62,14625,445,66623934883974,14625,62,27675007744,1064972831,0.025,340000000,1000000000000,0.9176000000000001
pool10c9l3k0z50ytt4krkfet7w3gwpv9d9nq47kk9ecy2c5f2uyvkgk,,,,681361885818,,,,0,386,445,681361885818,386,0,0,0,0.025,340000000,,0.009399999999999999
pool10capak8jppvj8h46e35xdth6h22pahtr3lcgscrpa06jzv0xn8w,,SWAG,,15365151167705,,100000000000,,8,758,445,15365151167705,758,8,3278636559,426044365,0.025,340000000,100000000000,0.2116
pool10cpz0zepq23hm6lrk8vgnsdwl772lasq9caaemvw9kh9ktxqygk,,,,2239381794,,2000000000,,0,2,445,2239381794,2,0,0,0,0.03,340000000,2000000000,0.0
pool10cqp98vsdtam5p4xkfuleahy99vcdggsfdl4cszxcefmcheexma,,BNP,,2506975230,,2000000,,0,6,445,2506975230,6,0,0,0,0.06,345000000,2000000,0.0
pool10d303wup90j39mmvysf0lhr2xmr3mf38y5vs577nmlq6yy8n666,,CBCP,,6313352649,,2000000000,,0,6,445,6313352649,6,0,0,0,0.04,340000000,2000000000,0.0001
pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,,,,15175811780967,,,,16,8,445,15175811780967,8,16,6857871672,701000448,0.05,340000000,,0.209
pool10dzswwk8ycrxfv04nv44fjpqdx4j5euj406df0xsq7xyy0r0ta5,,,,88773483065,,,,0,4,445,88773483065,4,0,0,0,0.04,345000000,,0.0012
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,,F4ADA,,12739948288577,,300000000000,,15,448,445,12739948288577,448,15,6596994247,340000000,0,340000000,300000000000,0.17550000000000002
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,,CHIL,,7165701111658,,35000000000,,6,1246,445,7165701111658,1246,6,2402732095,412125835,0.029,340000000,35000000000,0.0987
pool10emzedn7jczjrk7x7687mzwpqs2qfk8dnmyuf3ca7ju8cx79z57,,,,39460040,,,,0,2,445,39460040,2,0,0,0,1,345000000,,0.0
pool10etudcty0dwyl0t40hdmdpry6484ezyk6w0fd97l04k5gwzeege,,,,1899607647747,,,,4,787,445,1899607647747,787,4,,1890003112,1,340000000,,0.0262
pool10ez5uusmzx7ep6pee6hmqr79z5ee0lhgzdelzgptexh9xq3ar4e,,SACT,,291471501,,100000000,,0,2,445,291471501,2,0,0,0,0.03,340000000,100000000,0.0
pool10f5k6djk7m95dls80f5n2temjlkacsqd47758z2xal8g79kg9ct,,,,46604948930,,30000000000,,0,9,445,46604948930,9,0,0,0,0,340000000,30000000000,0.0006
pool10fsg5ykzcjuzq5fzm9vj6d3yd0jjqgg6qnza6u8wtq0677vam2t,,,,97023027,,,,0,1,445,97023027,1,0,0,0,0.02,340000000,,0.0
pool10fxpa6wkv0wc6wcmahcnz4wvvfx9m7547sevxrge3nfuv7yh8m0,,GRANA,,11699269451216,,30000000000,,12,453,445,11699269451216,453,12,5316061441,340000000,0,340000000,30000000000,0.1611
pool10glz67jju4f3gjs84pse79vsl6d34k764hs4cq6fwplkxzf277w,,COVE,,545559713,,500000000,,0,1,445,545559713,1,0,0,0,0.03,340000000,500000000,0.0
pool10gtnlhevam52ynwuzua7dqgv7vje4q87q25dzzfrjgw3wwjk2xw,,,,95353937251,,100000000,,0,4,445,95353937251,4,0,0,0,0,340000000,100000000,0.0013
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,,,,28398421491779,,20000000000,,31,212,445,28398421491779,212,31,14026760407,610434946,0.0189,340000000,20000000000,0.3911
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,,DOS,,152647132311,,1000000000,,0,18,445,152647132311,18,0,0,0,0,340000000,1000000000,0.0021
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,,EARN,,7511565163053,,100000000000,,9,88,445,7511565163053,88,9,3642730259,535755256,0.05,340000000,100000000000,0.1035
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,,CCIO,,567757738912,,410000000000,,1,13,445,567757738912,13,1,19885057,341327274,0.01,340000000,410000000000,0.0078000000000000005
pool10kya8ug3wr6cwnzm0qdcppjtuwfwmnvusu2uenscz4dg7pl07qv,,WAV2,,26339566792209,,10000000,,25,3,445,26339566792209,3,25,,11812514829,1,340000000,10000000,0.3628
pool10le7rwlfg3t9646gm09jp05qg5kqvq3gvut4q2yaeu2ujncnh7w,,,,13265819457,,0,,0,41,445,13265819457,41,0,0,0,0.05,340000000,0,0.0002
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,,,3492410763334,,1200000000000,,0,70,445,3492410763334,70,0,0,0,0.005,340000000,1200000000000,0.0481
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,,JORGE,,6388785827746,,200000000000,,5,367,445,6388785827746,367,5,1898500463,340000000,0,340000000,200000000000,0.08800000000000001
pool10mucfueg7nwruvagk0fnjcftcqktjvt6262xtsva46q5zg4utmg,,RAMBO,,16717971555,,15000000000,,0,9,445,16717971555,9,0,0,0,0,340000000,15000000000,0.0002
pool10n23qyec2zcetv0e3x7fdjydscsrlet5sph2hgtfc7x5ze56jqn,,,,492423553496,,,,1,347,445,492423553496,347,1,120918885,341325467,0.01,340000000,,0.0068000000000000005
pool10nw2295p9xkwtzpm26ewn79v3m2ez2yztjzqusc8n6kqxrja8wp,,,,101294518657,,,,0,19,445,101294518657,19,0,0,0,0.025,345000000,,0.0014000000000000002
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,,,,84112790034,,0,,0,117,445,84112790034,117,0,0,0,0.02,340000000,0,0.0012
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,,OUROS,,6942563633105,,2500000000,,11,159,445,6942563633105,159,11,4454980225,481092522,0.029,340000000,2500000000,0.0956
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,,BBHMM,,5316990774636,,550000000000,,3,202,445,5316990774636,202,3,936433637,350804128,0.01,340000000,550000000000,0.0732
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,,SBPIO,,5893313,,100000000,,0,1,445,5893313,1,0,0,0,0.15,345000000,100000000,0.0
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,,,,247210196,,200000000,,0,1,445,247210196,1,0,0,0,0.015,340000000,200000000,0.0
pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l,,,,124122312269,,0,,0,2,445,124122312269,2,0,0,0,0.06,345000000,0,0.0017000000000000001
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,,KURIS,,2462593441409,,100000000,,2,41,445,2462593441409,41,2,601421440,340000000,0,340000000,100000000,0.0339
pool10q33p4hx4wqum6thmglw7z5l2vaay4w6m5cdq8fnurw7vjdppcf,,SPKL,,340497362312,,1000000000,,0,25,445,340497362312,25,0,0,0,0.01,340000000,1000000000,0.004699999999999999
pool10q39xyv0zwt7cyc0f2ec67ptfmq3y6k8f0t0fvrdddaqzs3hpxc,,DIDIT,,17546945081,,5000000000,,0,19,445,17546945081,19,0,0,0,0.25,340000000,5000000000,0.0002
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,,WAAUS,,4187992007400,,30000000000,,5,500,445,4187992007400,500,5,1968998373,356171572,0.008,340000000,30000000000,0.057699999999999994
pool10qrz84cvz95zg8saf43ruhs5ulczuuqm2d3jn6d8xkkkzgzfje7,,,,1853339746047,,44325545672,,0,9,445,1853339746047,9,0,0,0,0.015,340000000,44325545672,0.0255
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,,SPS2,,49979617373922,,10000000000,,48,460,445,49979617373922,460,48,21218318705,1457048219,0.05,340000000,10000000000,0.6883
pool10r8gk6z4epj36rluw3klk5k0uzfcdc0rw9cu0zuyxw56quaksrv,,SIMPL,,2332534283443,,0,,4,5,445,2332534283443,5,4,,1890002333,1,340000000,0,0.0321
pool10rdglgh4pzvkf936p2m669qzarr9dusrhmmz9nultm3uvq4eh5k,,,,55964211277276,,,,47,16,445,55964211277276,16,47,20769578002,1433376829,0.05,340000000,,0.7706999999999999
pool10retvgthe4vymhaq8vr2734zladmeeuwy07rq8r5f690ydmz3vc,,MORAL,,244005222,,59000000000,,0,2,445,244005222,2,0,0,0,0,340000000,59000000000,0.0
pool10s8x49tu6wcne63rqv6gmnhwpcg4kg8r4s3ncv6q7uxx76jvlwg,,,,5097623546,,5000000000,,0,1,445,5097623546,1,0,0,0,0,340000000,5000000000,0.0001
pool10scv5quxduhrcc26wpurhk743dngspe8dc3zpkkam0svyx6ejx3,,CDNTH,,9074584798136,,100000000,,10,18,445,9074584798136,18,10,3502789883,1216957743,0.2,340000000,100000000,0.125
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,,CASP,,4418752836811,,100000000000,,9,218,445,4418752836811,218,9,3813128677,340000000,0,340000000,100000000000,0.060899999999999996
pool10u90lv7ayyfdulnt004h2wg42yff22c8vjlnqjxv7pytypuaykv,,,,6192921948,,45000000000,,0,3,445,6192921948,3,0,0,0,0.025,340000000,45000000000,0.0001
pool10usr6ag036ujwhmm85km8w0skjn3fp3dwnktt8sje4lfvwhu40u,,WALDO,,2081122,,66000000000,,0,1,445,2081122,1,0,0,0,0.019,345000000,66000000000,0.0
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,,,,1000000,,100025042945,,0,1,445,1000000,1,0,0,0,0.03,340000000,100025042945,0.0
pool10vhns8fup6pe9xvjxf4w6h5y66tckgvtjy9ayld6mcg8vv4crdk,,,,10302716290459,,,,10,454,445,10302716290459,454,10,437091,4724956709,0.9999,340000000,,0.1419
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,,,,2915210,,10000000000,,0,1,445,2915210,1,0,0,0,0.02,340000000,10000000000,0.0
pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,,4TUN8,,1319533091614,,200000000000,,0,23,445,1319533091614,23,0,0,0,0.01,340000000,200000000000,0.0182
pool10wfvyl284h0eyzjtwndh8kvu36lqvptusq4nxtv52pmazpyvfud,,ACT,,2411915810451,,120000000000,,5,229,445,2411915810451,229,5,1847253894,380269985,0.0199,340000000,120000000000,0.0332
pool10wugf8sxugp74y0dafvc83jmcg2z9v7u5yfs79zy67rxc5lqhd6,,,,4579530164,,330000000000,,0,2,445,4579530164,2,0,0,0,0.01,340000000,330000000000,0.0001
pool10ww24pk8znf747x6d0wcueajegrjwzpv8x9a4aar4t05s7uzf76,,,,2621302,,,,0,1,445,2621302,1,0,0,0,0.018,340000000,,0.0
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,,,,32359623790034,,,,30,6,445,32359623790034,6,30,12988201184,1174801057,0.06,345000000,,0.4457
pool10xk8jp4m2cztf69x9gvg3j33x5drkrz2hulsjes29wktcfcxdls,,,,13865073314225,,,,16,4,445,13865073314225,4,16,6772952483,777900564,0.06,345000000,,0.191
pool10xmmn972gyza7nj8q4cyy0vrpn6kqzmdz2ut7ynnc8d0ycxlvw3,,MATE,,239991655889,,101000000000,,0,11,445,239991655889,11,0,0,0,0.015,340000000,101000000000,0.0033
pool10ya6hxrssmyhl560gqyalhqxudkgfjdlc0e4krww6wweyaeajs8,,NKR,,41123464092950,,40000000000,,52,377,445,41123464092950,377,52,23759476979,459569249,0.005,340000000,40000000000,0.5664
pool10ysem79xjxd223plxqws0fheawd78znr3qs4h2h422gmxa40amu,,LUCY,,9278841924,,3100000000,,0,11,445,9278841924,11,0,0,0,0.01,340000000,3100000000,0.0001
pool10zpgnaflyf6hmfk97h7s6nk7l6q04xhfzgrw7uns0js67dj65ux,,,,126967185,,,,0,2,445,126967185,2,0,0,0,0.01,340000000,,0.0
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,,XSP,,58193589711512,,20000000000,,54,1257,445,58193589711512,1257,54,24227530174,1271219292,0.037,340000000,20000000000,0.8015000000000001
pool120cmlx3qf0yx3zz32lxcv2e782lq43y2290tz69rr7f9xp7dre4,,latam,,10000000,,10000000,,0,1,445,10000000,1,0,0,0,0.04,340000000,10000000,0.0
pool120s8wucgh9dnshf3xkvffq30lcf4kta9uzf35s44eulezc8puwj,,REEF,,9802291,,1000000,,0,1,445,9802291,1,0,0,0,0.01,340000000,1000000,0.0
pool122gfj3ynz5ch8cfkx0tt5dsfpnf36sujcvrvxzqjm28yym8vv8x,,,,67456466,,500000000,,0,3,445,67456466,3,0,0,0,0.02,340000000,500000000,0.0
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,,,5865827814,,1000000,,0,1,445,5865827814,1,0,0,0,0.05,340000000,1000000,0.0001
pool122pmneflla304ptc7s5ws948u28zaek08k6hk3fmw8rgkzmgect,,PBDOT,,8049477571,,3100000000,,0,6,445,8049477571,6,0,0,0,0.01,340000000,3100000000,0.0001
pool1233gq8vt6nzytuw60sr9gy2jmehc88fpglrjrzsd8kys5gqelgg,,,,4999420542,,,,0,3,445,4999420542,3,0,0,0,0.01,345000000,,0.0001
pool123fz95jxlu2fgqteredsqxml553rt9lsu9ef352kagm7qlejem4,,,,9113466488,,7495000000,,0,6,445,9113466488,6,0,0,0,0.02,340000000,7495000000,0.0001
pool123gn9my6u32zea8l3uk889rjj2qf2tfagcz67q4v4r9ccjjtge7,,SNY,,1873672717,,100000000,,0,2,445,1873672717,2,0,0,0,0.15,345000000,100000000,0.0
pool123rnakf966gefhpzqgrgufww8g5wkjn4rghch936yw5257e46gf,,,,250000000,,,,0,1,445,250000000,1,0,0,0,0.025,430000000,,0.0
pool124hy9qgc0nhqsve268kj5r53pvz7ppg295q6r2d0sjxswchljf0,,,,32374042524012,,,,36,2,445,32374042524012,2,36,15649949347,1344901269,0.06,345000000,,0.4459
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,,SHARP,,1614223909698,,100000000000,,0,62,445,1614223909698,62,0,0,0,0.035,340000000,100000000000,0.0222
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,,DOLCA,,848639446688,,50000000000,,0,90,445,848639446688,90,0,0,0,0.02,340000000,50000000000,0.011699999999999999
pool1258yqnsegc3k7raqcdkxu4893aqexxljflmg9g96yfha2qytayv,,1PCT2,,562724059359,,50000000000,,0,155,445,562724059359,155,0,0,0,0.01,340000000,50000000000,0.0077
pool125kh7e0y9lwya4sz5etmsk7hvga9jtfpuhw00vz9zvk6sh8xh5r,,CHOCO,,3438000843082,,10000000000,,2,22,445,3438000843082,22,2,595330793,340000000,0,340000000,10000000000,0.0473
pool1263z8symvqmmsg876y2lzluv29am2v9fpzka9sf3nrhz7uwlzap,,,,539735087623,,,,0,34,445,539735087623,34,0,0,0,0.02,340000000,,0.0074
pool126f65lklaqw39jgx9wl8klqtx99evewxk0x5yc2jzzp5wfs8fde,,XPPX,,254033267983,,119000000000,,0,29,445,254033267983,29,0,0,0,0,340000000,119000000000,0.0034999999999999996
pool126kcx3ve6xedpdk8gm9gtgs5x2h77tuwe5hjjcrp2nshu2xv8l3,,ADAAF,,3333310692,,2500000000,,0,4,445,3333310692,4,0,0,0,0.0799,340000000,2500000000,0.0
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,,NAP,,31434191643099,,20000000000,,25,185,445,31434191643099,185,25,11083386972,684150122,0.03,340000000,20000000000,0.4329
pool126ugnr0nxjxz72jrlzrqetqx0exn43t5w67u9vuq23xex4ym7dv,,,,109611710,,,,0,1,445,109611710,1,0,0,0,0.15,345000000,,0.0
pool126ut5j5qz5wg09sjxrjugmjhqyslgam9cyj7a275y99l6n3gql0,,BIOME,,2869440505,,10000000000,,0,6,445,2869440505,6,0,0,0,0.02,340000000,10000000000,0.0
pool126vzyvxdwhvrvcjrqkhg0c4j8pega886ww7qg0dad6mjy73pe2k,,,,350605091,,,,0,2,445,350605091,2,0,0,0,0,340000000,,0.0
pool127cp6le6v4hs453tkwnjd6ua9fcmmh7y5zc44zx752yzklgcrcq,,,,1442483670,,,,0,2,445,1442483670,2,0,0,0,0.06,340000000,,0.0
pool127gdv243hfcrapslaqq0nnh64u2gts72gtrt4888g6g2z0zsu64,,TTS17,,1980800684566,,28000000000,,2,934,445,1980800684566,934,2,567192268,346053718,0.01,340000000,28000000000,0.0273
pool127jufnlxk4n6he84qjf8ppzmxs9sjnqlhulnuzsk0uc0whtl9sn,,WILDR,,39373042877,,6000000000,,0,16,445,39373042877,16,0,0,0,0,340000000,6000000000,0.0005
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,,ARTZ,,2883572449322,,1500000000000,,3,152,445,2883572449322,152,3,215764738,361637927,0.02,340000000,1500000000000,0.0397
pool127xz8pls3lr6nct6w274ph2g4u83vqajgykf3l9ll772gvmju8z,,,,2162167160,,2000000000,,0,2,445,2162167160,2,0,0,0,0,340000000,2000000000,0.0
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,,BTCAO,,3797663692861,,1000000,,2,7367,445,3797663692861,7367,2,242636451,700000000,0,700000000,1000000,0.052300000000000006
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,,BIZ,,13456933998,,10000000000,,0,1,445,13456933998,1,0,0,0,0.01,340000000,10000000000,0.0002
pool129hymvzfw4ns3keud8zd9pdrpxa54jghsqh2j4jjxh4dcljet2f,,,,97052335,,,,0,1,445,97052335,1,0,0,0,0.035,340000000,,0.0
pool12a4mx8ztxg7dwatm6lmfm36q7eyygkt3y3h29tklvcp6vyxp0nt,,,,93639176088,,50000000000,,0,18,445,93639176088,18,0,0,0,0.03,340000000,50000000000,0.0013
pool12ahcpgfgzkm29zajw8fgfqjma6ngsks7zdk4tr7q280pwfvtlek,,,,32398407017420,,,,35,4,445,32398407017420,4,35,15205566749,1316551233,0.06,345000000,,0.4462
pool12ame5t8hdltyl30npznvhn23kxnvthk82j9p7dr4uew3y92uqes,,,,93546330342,,30000000000,,0,94,445,93546330342,94,0,0,0,0.01,340000000,30000000000,0.0013
pool12cmz6vtm43tztqck4xnayhpmeml4ljxutvuexhwgsvrpwllnscv,,,,3296924076,,,,0,5,445,3296924076,5,0,0,0,0.6,340000000,,0.0
pool12d3th585ga2w593eu5zqnkahsnlczjpqxemjc0qhku7awnhvn8a,,H3ART,,82824959988,,10000000000,,0,7,445,82824959988,7,0,0,0,0,340000000,10000000000,0.0011
pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,,,,1650180321844,,10000000000,,1,27,445,1650180321844,27,1,63670965,340000000,0,340000000,10000000000,0.0227
pool12e8xz54gjtcz6dzkhua9uq9dp23cqcmf6xc4929t4ep4ketccsm,,SOCK,,27533903712,,12600000000,,0,32,445,27533903712,32,0,0,0,0,340000000,12600000000,0.0004
pool12eht6dqxpzqj87xuextrpufz2gxmt4reuesuw26r2utzw0kw906,,CAN1,,59479427363443,,40000000000,,63,359,445,59479427363443,359,63,29373444658,340000000,0,340000000,40000000000,0.8192
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,,FREE1,,525213921424,,300000000000,,0,17,445,525213921424,17,0,0,0,0,340000000,300000000000,0.0072
pool12f68ksfmsthe4r9xx2up9x4zx43tstu3psmjvk57papsv8vu9re,,,,1093094791,,1000000000,,0,1,445,1093094791,1,0,0,0,0,340000000,1000000000,0.0
pool12fclephansjkz0qn339w7mu9jwef2ty439as08avaw7fuyk56j6,,,,4560650395426,,225000000000,,2,99,445,4560650395426,99,2,551689722,352116773,0.02,340000000,225000000000,0.06280000000000001
pool12fr472y9lwzjy055gpuvpxdy5slpe0ej20pykdeatl59zg9ren2,,CARDX,,279093718245,,49000000000,,0,14,445,279093718245,14,0,0,0,0,340000000,49000000000,0.0038
pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6,,ZETE2,,463649146540,,1000000000,,1,111,445,463649146540,111,1,128039359,340000000,0,340000000,1000000000,0.0064
pool12g6gfm5c4q7rzwwxdmh0xdxk07tyvujp6d9tke2m46k7q7cz7p0,,NDE,,65320386447495,,2000000000,,54,9,445,65320386447495,9,54,24410598784,1095257268,0.03,340000000,2000000000,0.8996
pool12gqhv4vf0y7vngzd3umchjz3yhkqaaalwzltsngpdykgyud5rhz,,,,290347090842,,40000000000,,0,163,445,290347090842,163,0,0,0,0,340000000,40000000000,0.004
pool12h408zlkavwxw4wkw96mt8unjs8sn27k0yk4yhz4pzvsx0wvmq5,,,,679701145,,0,,0,5,445,679701145,5,0,0,0,0.075,340000000,0,0.0
pool12jnulzs7j8lsku4r2a7q6tee6tt66872vwhqh8jxvgzn6837jtl,,1JPN,,49532311445019,,100000000000,,47,681,445,49532311445019,681,47,21611303019,558755291,0.01,340000000,100000000000,0.6822
pool12jqfrwhuv2jn0uymwmud2d63gp5drj08fjfart9dxgpu2tmj8a0,,IOGP,,2925923,,64000000000000,,0,1,445,2925923,1,0,0,0,1,500000000,64000000000000,0.0
pool12jzydsj2yjjn59zefvgz2q47rvfk950xckm5x4ejcdvucueg5c8,,ZILLA,,24404162,,20000000,,0,1,445,24404162,1,0,0,0,0.02,340000000,20000000,0.0
pool12k9dcw2nalx5k4navgrcuulym35c4jr2aqqr2vft6cnlvxh5rye,,,,10373236257,,10000000000,,0,3,445,10373236257,3,0,0,0,0.01,340000000,10000000000,0.0001
