pool_id,pool_ticker,sigma_ada,f_ada_a0_0.3,fixed_cost_ada,margin,desirability_ada
pool18ufrgfgmslekdxnk9v9345qvhrr7vfgzkvneqtwm7unnwaht6ww,OGAM,69651264.686225,20729.897783658,340.0,0.0,20389.897783658
pool18v6rlcg506atlkkhy8sdgtnm5efzjjjshk9axyvp8fa35txspr8,,101.227512,0.0300640444,340.0,0.075,0.0
pool18v9r8afalh50l4lstct2awdc3zspnvurcs7t45nv29uc2mnxc6c,LONDN,6060859.387932,1802.3591679198,340.0,0.0,1462.3591679198
pool18vej0s9gska8c847aj95g9v24duuxg2g63d5cuqngnxew643jw9,ADV2,69695840.683399,20719.6867561636,340.0,0.0,20379.6867561636
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,SODM,2471595.506204,734.0718235829,170.0,0.0,564.0718235829
pool18vyjg6jlyt2jywae7ndzv0f7xkrsexxgyhunxrlgm3zaku0327k,,141360.254622,41.9832601806,345.0,0.06,0.0
pool18w4dzpe8wtkx29scf74qmshrf58xg760mcxu5p7s0azxufwwgec,IOGP,0.0,0.0,500.0,1.0,0.0
pool18xjkr4xpscwxsatewj9lqc6z74vw90qycjd0wrypeqej673j5u8,TAM,5442360.419804,1616.3679775179,340.0,0.03,1238.076938192363
pool18xmqj9h97tx245mzkz0fqlvas5zse0fzh9xmn9p6z77aj5jegsx,BNP,32112725.377434,9538.2368810306,345.0,0.06,8641.642668168763
pool18xwr0zysfyyxsva6sta7alezd44nsa5nasewmjxweg9sgqntlxn,HUM,45.953397,0.0136479204,350.0,0.03,0.0
pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,TQWS,88261.029338,26.2131293767,340.0,0.0,0.0
pool18y056s0echkc44dwnnd0hwanmrlnecxvkluwn339ukhnwnaz5v6,,100.0,0.0296994797,340.0,0.15,0.0
pool18yp9wal36lzzw34ujcds8vtfpsndkzq484zcm360evp5khex0l5,AROCK,8710.551502,2.5870081708,340.0,0.0,0.0
pool18ytpk5m7fun45j9julxq0x06dcwzmfdads3ha5rmp3qqqd5lreq,,1031.989817,0.3064956434,340.0,0.05,0.0
pool18zn7wa345uytjgds9hypn3jugnzqtfm4cny7anskkcmgwwxtwca,1PCT7,352434.780865,104.6892903656,340.0,0.01,0.0
pool19042p8xye9udlgxgxn6n358hx0u0mjuegcwpxradk3vpkqgf54t,,2920.621038,0.8674092538,340.0,0.035,0.0
pool19066qvd5dv6vq7fh5a5l7muzk6nc5fw8zq3w4tclyrhvjvlyeuc,ETO2,72220363.472387,21449.0722169649,340.0,1.0,0.0
pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,307,2019763.670456,600.1637513233,340.0,0.03,252.35883878360093
pool190fke89hjqyyvsc0snhnzrgg3wjjchf0y7n79jlal0yuj8060xt,EMMY,6016.53104,1.7868816597,340.0,0.05,0.0
pool190gglea2zvf8vch44jnmpkzljyzvk3u84gpaj4l4ypwc2lpf27m,,653.014581,0.1939419342,345.0,0.05,0.0
pool190vx20f4ptv93u8em69pl74y6kux0mgl6kpzwmq6xvx8qvza429,,0.68645,0.0002038721,340.0,0.01,0.0
pool192ez0m2xn67tz4kx9casumhdkq9fz96rc6ja4ndl49v8ycnuwe3,,2832.231589,0.8411583941,340.0,0.0,0.0
pool192pfftt48zc4x5aellvpufk6l6zxllpldw0rx82vrhqrqfhhqs2,EMUR5,52687543.26576,15648.0352072871,170.0,0.015,15245.864679177792
pool192ve6p5958dam7hr3e656cuq5cucz5gnpfazlqr9kpc962gj07z,,862.976284,0.2562994692,340.0,0.0,0.0
pool192xshj2cu50qfy2pm5cck8lnm9lxv2tjquznqjdkkzw6y5hnzl6,STEEL,11625.848783,3.4528351419,340.0,0.0,0.0
pool1935erruagz8y3lkq5fycd7jk7ye9ldp86638nntmmwp9558jmhf,CASBA,12003.172185,3.5648921361,340.0,0.01,0.0
pool193cdhdpaedcev7x6qps3eps7s4sh2v8k6v9yr4tc2ulujq4982d,14ALL,887.126951,0.2634723105,340.0,0.01,0.0
pool193eeqrm9vfx5y7d7u7766zskcr0ss0pnypy8sn30mlar29s49zv,,19335.41357,5.7426072205,340.0,0.015,0.0
pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap,ALLEY,1962556.637911,582.891947398,170.0,0.01,408.76302792402
pool193spq4aagtqthqxnwzat2n53ugjkyx8d42wqu6wm8lckj056y0t,,69.054961,0.0205089644,340.0,0.05,0.0
pool193uec04jldvah7r52q86wl033g4v42x0aste8jfg9999qepaxfp,0AAAA,42118409.551902,12511.9939921478,170.0,0.01,12218.574052226322
pool194lhpd5e6a8n8n0zce5hg9f5279pqecd86yl0ytf8nztk2x9unv,ARTMS,144083.220374,42.793107495,170.0,0.0,0.0
pool194rde70lnsrdu692j6hzrth2ka08l2t4g9mj0xl8tyfmuny7faj,COW,9.618398,0.0028566142,345.0,0.05,0.0
pool194usk2h8vcq6yw89xs5asrvw22g08kcfy72xyfrnnkg6qrhtlfw,AUTO,200831.619675,59.6462731742,170.0,0.0,0.0
pool194x3sx05hac6fhy37a7umfj55uaac4qf2ysp5fl2gyq2x7n4n98,ECX,421.986517,0.1253278126,340.0,0.0,0.0
pool195gdnmj6smzuakm4etxsxw3fgh8asqc4awtcskpyfnkpcvh2v8t,SUNNY,30238080.275151,9000.528078499,340.0,0.02,8487.317516929019
pool196e8g7evuyf84jz4gr6f4xacudmupxs3ad323krx9e4xse6cf8y,,0.0,0.0,345.0,0.02,0.0
pool196fz9gd7n0jnn2rwpcqqdyf9j5q3na6qwhhy0k6j9ysx5f3u7r4,,22.424605,0.006659991,340.0,0.02,0.0
pool196tul7axlt0qzqvs7rx4glfdkpsjlsh68tdkl7y87q3uztcvd5k,ARM,5.879394,0.0017461494,340.0,0.015,0.0
pool197na7w0h8hjc8wdvwys7nsalhtpctefa3m23udeqxpfk6nzq8l9,,78580631.443634,23032.2110801312,340.0,0.03,22011.444747727266
pool197rexraxmzk5mv36h2yfy8p4lwxzlqyenjk50r0q8dchz4gp26j,AADA,44600.133991,13.2460090734,340.0,0.023,0.0
pool1980svf2cxnfy66s5jgjv7y22xud75z9kfe6n0c3y54s62w56435,HYPE,1213236.681932,360.3592333625,340.0,0.0,20.359233362499992
pool198wj6nckft025tvkthdpamw6xxwdftactw34fag60d2xxa2qz7y,,0.0,0.0,340.0,0.02,0.0
pool199a44nvtjr0c5xlanz4p5c0nywu8l6k5hz3t2he0hq7wvljnsrt,ALoop,918190.240234,272.72385121,170.0,0.0,102.72385121000002
pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn,GENE,4608870.711703,1374.0792804775,170.0,0.018,1182.4058534289052
pool19asxjgd6ah9ddzauwede4wpt9vsp6s4ax5nz297wt47evc9sn7z,,30088506.927409,9169.2111221765,500.0,0.0215,8482.823083049707
pool19at4pzt6ghethuls7ehr0v5x65cg7mj0zun79eenefa074yfcz8,,100007.457236,29.7031931323,170.0,0.0,0.0
pool19c39hucr2p6ra4v6c5qwqt4zgc6ugchu7cs4yal7ndetsnrmzju,FAIL,0.0,0.0,340.0,0.0,0.0
pool19ccud9eawdghzqg8425g8upxqws9r64f35f3cvv3vpxdcl879cn,,0.0,0.0,340.0,0.05,0.0
pool19cfmy93acrj292lwhak0laxrlt88ndausl3fhdgq8pckxnxc6le,,0.0,0.0,340.0,0.0,0.0
pool19clgr0yxjs8pqmlsmfzu6hg5muy5ws2rze5hlesg0v7tvyhcgxh,ACUDA,57013.365555,16.9336069802,340.0,0.01,0.0
pool19d5anp46tkzvf8xmqmxrtedr6lvw55snk65zfep2srsd2qe2wcc,ADAC2,38.907291,0.0115552631,340.0,0.0,0.0
pool19ddv2pe786q8zqjzvw50u60y2aau7wl76sg3pnkc4j92wcx2kp2,NEXUS,4067.003192,1.2078829931,170.0,0.0,0.0
pool19dn4vmk5ayatdjshpnyvxy6w4fef0zfl585sfpls6l2wvn0xxjn,MJ23,38760.991338,11.5118425903,340.0,0.015,0.0
pool19egsg4esywdpq8lk5e0r4c8se3mx6k68de2pt2d0fnrs7jntp6m,UPBIT,29572552.127621,9169.5258440997,340.0,1.0,0.0
pool19ejln2jcpg5dphc8m5nh8sya49sycsqj0v2cjxw6nku966cc8nu,POP,13600011.035604,4039.9860838221,340.0,0.05,3514.986779630995
pool19f6742plmyxw4w4tzhew003q67cf2w7c66v28mtk6f7fxf80ak7,,516.461389,0.1533863456,340.0,0.03,0.0
pool19f6guwy97mmnxg9dz65rxyj8hq07qxud886hamyu4fgfz7dj9gl,BERRY,32183455.492377,9563.8580459254,340.0,0.015,9085.500175236519
pool19gspsgyjq9hdkm9crrr7n00fn5p62udpcujw5mjv86u0xua9yxr,,0.0,0.0,340.0,0.01,0.0
pool19gz6ffzagyh9daymscvyc64maq2xf4s05w5upthferlnwd7vgr8,SAK01,10137.954961,3.0109491274,340.0,0.02,0.0
pool19gzu2dyp0g9e0nsvtg34fdhrtgr8c5jq37nscalqkh3hsjmas69,,1495.728437,0.4442240138,340.0,0.0,0.0
pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,WAV11,58971605.546304,20552.4640324678,340.0,1.0,0.0
pool19ht066hngsjfnv3mfsc8u9fgzl4w5qcrmh8l6zppwph6s2t7jn4,4GOOD,3366748.450739,1002.7326481497,170.0,0.02,816.0779951867061
pool19k9grwq9cdswn4k7vxzmwcls24jj3466g4s4xr5vucehcqpslfy,ADV4,41479930.267317,12331.4252858601,340.0,0.0,11991.4252858601
pool19kfm6lz5uw7nylq27swr367mqdycmug7tve94l6h3xsz64seqtc,KILN8,39351082.251739,11687.2473653975,340.0,0.05,10779.884997127623
pool19klg32x4wrwh8yfdra6u52qa37meves4r68pxajxwllvzazd37c,TEACH,3045.807206,0.9045889118,340.0,0.03,0.0
pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht,ETO10,50008175.819413,14852.1680453655,340.0,1.0,0.0
pool19l2vz7pdk09k49lezr9zcmc4j98zc30htuw2rnqk3cceckuce96,,1257.550057,0.3734858244,340.0,0.01,0.0
pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq,MS5,28279057.385084,8402.0502136429,340.0,0.025,7860.498958301828
pool19m3xzv58uymw76tg4th6q5fwkg9zktc8alvyysr37u04yw86axc,ADAIT,14341.115118,4.259265036,340.0,0.015,0.0
pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,WRM01,4908136.538828,1457.7177528053,340.0,0.01,1106.540575277247
pool19m98gdj84d4kxem5h6ch8fvj92pvauhg0y4ktmzr3mln6c45yly,HOSKY,2535408.312077,753.0851025362,170.0,0.0269,567.4001132779762
pool19mc6suzenqdvmq3ssf3nfzv4xva3wgl83z6syumccdppyar0vga,BNP,9105.83169,2.7043848201,345.0,0.06,0.0
pool19n2rjlddd0afs02cgd86mehptwaajv5kndtfcuqzdmgzq06lq0n,NAO,3374.64346,1.002254135,340.0,0.05,0.0
pool19n5ml38q5uedy8kgwwwtlsa3p9tmfcef0lfjp42k7j9d5mpgs2m,SLR,211968.917589,62.9538322077,170.0,0.0,0.0
pool19nfs9chtv37vfawvpyf0x2shfhns9hpwy3qfckvpm4dmq0nrl8m,,2620.34261,0.778229986,340.0,0.0,0.0
pool19nhmxfd2tts089nx742g8jtc2ynwstkhp2594y0wwp6d5we25f6,,7497.583789,2.2267434284,340.0,1.0,0.0
pool19peeq2czwunkwe3s70yuvwpsrqcyndlqnxvt67usz98px57z7fk,PREEB,692332.179684,205.6337760144,170.0,0.0,35.63377601440001
pool19pyfv4xnln8x4l7auw0n0skk3hd97shun707hrw5d4s553ys74x,TITAN,65530744.200463,19481.1068266991,170.0,0.005,19214.551292565604
pool19q034g07ka2ltwc3wwjeu79w29nlafc0w2ppne5ppu5wud60rgq,HEDGE,3690124.654855,1096.2267289985,170.0,0.0,926.2267289985
pool19qgfp80d2sv3p2azmygfq87g7va4s3ewd6aaulas6eqsyz4r2yl,P2P2,19085462.148894,5668.3002192642,340.0,0.15,4529.0551863745695
pool19r33az023gn3n8p2x35hq00j2dxc8vwln0nanpcfuvc8759cvkz,,5564.407628,1.6526001186,340.0,0.0499,0.0
pool19r4ef6n0xkw3pvztuwd44ymrzrkylyralnf5rudnc7hnvvddyqz,IOGP,0.0,0.0,500.0,1.0,0.0
pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct,BLOOM,16557280.895228,4935.5508419354,340.0,0.04,4411.7288082579835
pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x,MBCG,1478946.61488,439.3121447336,340.0,0.0,99.31214473360001
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,XRAY4,2078421.703979,617.2822026444,340.0,0.01,274.50938061795597
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,DGK,2218520.820751,659.0165958226,340.0,0.05,303.06576603147005
pool19sk7acvpdxszed5hmckt0wmqxljalartue7d7d4a7qhwuw0n0ws,ELON,59.603626,0.0177019668,345.0,0.02,0.0
pool19sydze39a8dccylczqe2m4nnslpreytxlj5fu400nqxkg8wvgx8,BNP,44914.06328,13.339244034,345.0,0.06,0.0
pool19t833uyjq92aajf5f7qd9w3jcnyq78p4hsx0fn63aejfjtyn99j,OCT,1084.589756,0.3221176112,340.0,0.02,0.0
pool19tkfl9x2dkk07z43rvamftvnyu5vtcfatdpsag8phzqvgpdklqq,TIDE,33.692007,0.0100063508,345.0,0.05,0.0
pool19tz0rwsnzmsw602rauwhzrsgk4qx55qzhkmxfqe04s6vuu37ptw,,76829401.182537,29540.5163339473,340.0,1.0,0.0
pool19u2lzwnmkz3gqqmx9sahhys8nqvwzkl8dqu7m474m0zsj3acjfj,,532.61831,0.1581848671,340.0,0.0,0.0
pool19upjnw6s32kyfrv863nxu08yw6fyvjz7j3p4c3zl95arytp068x,,0.0,0.0,340.0,0.01,0.0
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,ELEMT,190819.952135,56.6816594923,170.0,0.019,0.0
pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y,JAPAN,3235225.509302,961.0428652698,340.0,0.05,589.99072200631
pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,ONLY,5381102.130214,1598.1695372006,170.0,0.02,1399.606146456588
pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,ATAD2,59980523.776819,17906.5196635013,340.0,0.01,17390.854466866287
pool19x60wat4eu8sh42s05th8l4p6e9rmmnc6g2a64lj4npag7zj5cx,SNODE,2000.0,0.5939895949,340.0,0.008,0.0
pool19xhza3f7nye6j5p6stsnkpvadejztnqvck0ge3l2uy9gvsvy05f,ARUBA,174.968922,0.0519648595,340.0,0.01,0.0
pool19xyfanyp28j6j07dxgwdjp0wur6seqmyyu64qgzstzl7s47pvpj,VLHLA,201940.874744,59.9840133468,170.0,0.01,0.0
pool19yf67fkanhu30qqdcug4gwfy7gpzy8jhq56llg5ua3g3kufg3s5,DSC,35490.0,10.540346022,340.0,0.0,0.0
pool19yzav2l45q4gcwa53mh9ga6pf5c45t75qtqu6usfzup27qk27j0,,0.0,0.0,340.0,0.01,0.0
pool19yzqr3meksnvzdxh5xf6aknfhldyqdj7eaquxgcjva4mzt5kg3v,gjp7a,86322745.389197,23025.388322022,170.0,0.1,20569.8494898198
pool19z9ac79g48kekg2xghx3afj6qp5skr9ar590w0huhc8nxn9s5j9,TOAD,1040.652302,0.3090683348,340.0,1.0,0.0
pool19zhl50qqzpfvvhdytqg6qx0cthummjyunfyvkfqx9uxrsp7k8ek,BKV,513705.423282,152.5797745537,170.0,0.0,0.0
pool19zz6frugmvm82ecgl5hh5vq3093d4kzr4h2r5vfmt6la7trk929,CVM,35010736.098546,10398.0064740872,340.0,0.05,9555.10615038284
pool1a0kp4vl4fh0p0rs8s08rm7qq3vkj3epwraayk3sdgm8sz0zwt7t,BLC2,51361417.153099,15254.627347873,340.0,0.01,14765.481074394269
pool1a0wm2emve4y6e3tn8lnhk9vfhk9u7wgjqmrs5zfsn792gjtquu3,,2.015999,0.0005987412,340.0,0.075,0.0
pool1a23gmvalpdams9d42t7fur8vmknzjv7wd3nsvuvrc7dv66lnau0,AOS,48497236.542378,14424.6823342218,340.0,0.025,13732.565275866255
pool1a26gnntcj3j5v7ng599qncn7uuav2sp560xwlkvp3pqlj822jtl,NASA1,1685.271127,0.500517535,340.0,0.05,0.0
pool1a2ffl2d20yransp2p4hqys5vy6hys8kmtchdvlfqale7ywxssjh,ZUND,746608.319851,221.8631511337,170.0,0.0,51.8631511337
pool1a2gt2mvuf5zvtqlvw2xgks2efze3p4r985ft62q64lua7gx7lal,SALT,2974683.855982,883.8055894097,340.0,0.0,543.8055894097
pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl,OCEAN,36682461.1297,10895.136528671,500.0,0.039,9989.726204052831
pool1a3ekt9me035qgju0en2w39vjns9ggtewnc9fugsmpgczvgtl6u9,SA8,7231744.842891,2147.8323625468,340.0,0.01,1789.754038921332
pool1a3kdettzvvlqvkl9m9hwe63ggeq5fgvz0twqew5c62dzx99vsed,LEAD,7960389.439063,2365.481721822,340.0,0.01,2005.22690460378
pool1a40qpxlsqwjk4a9yk636dcawly4dcrd6l26tghjxlr37cmlrwv4,RPO,4306.185517,1.278915626,345.0,0.15,0.0
pool1a44j6jas4sjhh3qc96r8rmhsdjxjuntuzxr3440jzwjjcysl9ca,MELD,184188.249802,54.7082584742,340.0,0.05,0.0
pool1a44zldps27avv82mamm2lj33mrrkqdzt39nyrgn5dkk3jtm0wrp,ADD,719786.826334,213.7765550612,340.0,0.01,0.0
pool1a4qtpgce7cu6wzc79fx7qrc3938hkl2gf8c2h5jugvm2gnu86l7,,20728203.293906,6298.9799874837,500.0,0.0215,5674.3019177528
pool1a58fg4u3mcr2zwyqlc4dqd6mnwqjmcussmpmcml9lrmszwedmfy,,4988.631386,1.4816000109,340.0,0.0075,0.0
pool1a5jd3x2udlvpm9mt4gpau4jlags6qtth6jdsguryh2zy27f5ttj,CRDN,3437185.035659,1020.9086337711,340.0,0.02,667.290461095678
pool1a600v0jd2z3yajazd80phln3exekumm7g56d9yvlrh6vx8dx2fc,POP3,1430495.846828,424.9334228147,340.0,0.05,80.686751673965
pool1a6wdglfp93m2z4nhptx9xhjazgyqusjpu387gdrp899cj98yuqq,HYVEN,913.900616,0.2714237294,340.0,0.05,0.0
pool1a6ysvnx24xsjh2f6ehgmx7yu9q45fd7lsk88v2swxkek7pkxtgp,VIVI,9024347.355078,2680.3846864224,340.0,0.96,93.61538745689609
pool1a7tdlv4re0fj309jgdx8fxrjy5sz9rw94cj2dfrkw2u7qmwnhm3,,0.0,0.0,345.0,0.039,0.0
pool1a8902n5s5z8cgehphzj8ujwv6wf7dycnrdx4ekfz9cwmwj2fenu,,799.909887,0.2375690748,340.0,0.0,0.0
pool1a8fp4uygrweyx2hgkawfec4dn9vnw73ruqj0p6p2ewsjyfu2lgu,,31642833.426721,9397.9153017783,340.0,0.05,8605.019536689384
pool1a8n7f97dmgtgrnl53exccknjdchqxrr9508hlxlgqp6xvjmzhej,HAPPY,55772438.400716,16573.8173756357,170.0,0.01,16239.779201879343
pool1a93dsl464yupklfzt0eavrvxqs9ftddx4ehh3teaj9x47kt273f,,0.0,0.0,340.0,1.0,0.0
pool1a9fmzl8m8ql8kk5s8cgxf0ny4c06v2540977gps5mjunwvk5zc0,HPAY,419.610317,0.1246221215,345.0,0.15,0.0
pool1a9j9dtdppvfq94w84ns59fnrptz3cj2mkwpmku57e2yf5k6a4ae,ayame,3.622402,0.0010758345,345.0,0.05,0.0
pool1a9xyvnnfjnujzy0n2mpf4rztdwrssraw5p5f06mqlgn4s06z0nw,LAGO,232361.508308,69.0164937824,170.0,0.01,0.0
pool1aaa4rk9exk0scgjh7a247p4hdgkuq887kau8vnf9c6xqcjwca7e,CYPAY,47.821475,0.0142027293,340.0,0.03,0.0
pool1aasrxs9vpr97rjlqqwpp5gnju9tp9dgtsmqqvmsy8hryuuepvra,NEP,1299.987829,0.3860896234,340.0,0.0,0.0
pool1aavk93lvhqfhskga397sadl0w30tul9sp587gh7r8mt625zxze8,,3487.585371,1.0357947573,340.0,0.01,0.0
pool1aawkmkg7vg0x0vxaqh4gr0lwp4fekwsqrjduylx0et3tuz9hfn4,CHAIN,571584.319303,169.7641460923,170.0,0.03,0.0
pool1aczlsvfl50xtyfuff4vk3d0v2h9r78hr269ycxwgx00dcng4u9d,MYTHX,197.61919,0.0586918713,170.0,1.0,0.0
pool1adllnm43t3nuspvnr5r08jh6gpyvedu76hrhc6xymjzavd5d8f6,HOC,0.0,0.0,340.0,0.035,0.0
pool1adryduxm4puhn67tuxys7rhvdleee6gw5pc9ufnwwzp8k2wjc2z,,9308.804645,2.7646665824,340.0,0.03,0.0
pool1af7dmzgcyp9kc5lyrtrtpsce58l6j5cjvc8wavkwmzlr53ym50v,SHARE,2025036.735687,602.4019071972,200.0,0.02,394.353869053256
pool1afv4cmmjdkujtd5r9t63090a3frwwqy8f3e46gz003vyzjcj63r,,527213.835495,156.5797674296,340.0,0.02,0.0
pool1ag6ae29hrcjhcjaqp56hwhwj9geszjerwqrkjz6xndmcq3u9k80,,1967.312227,0.5842815364,345.0,0.045,0.0
pool1aga0u8m7rqpdvkqa7qfr8rhyweyqlg3jxt3skfq660vdczwzyca,,44.304481,0.0131582004,340.0,0.018,0.0
pool1agk62kg0s9606v78exurl53mqsdu44d6qeuzypur5e7ku6gpgzp,,7524.334329,2.2346956539,340.0,0.0,0.0
pool1agwy5atgc4ptg3whplaxyz28g4dgvsna8auktszctkq8xmtl7dh,8964,3368216.761057,1000.7821549369,170.0,0.0,830.7821549369
pool1ah5jv4mrq0z7g4wuhjjnc24kfwqekwcap0wqmsr57thfg8mpr4n,HWSP,1544.341958,0.4586621468,345.0,0.02,0.0
pool1ah6f5h5xss3qcc5wv5smvkwsqrqz2v2v4u0pvmrrttzs6z52kx8,FGMTE,1004589.024912,298.3577252528,170.0,0.1,115.52195272751999
pool1ah9fqr5pwdtjtw82nkkcskak4vtc2xjz70mkyselzvalgzd3jlt,SYLV1,24613.859387,7.3102059259,340.0,0.03,0.0
pool1ahazpr2yz5gljk2m4q8g7wnmq7m2sr9unhdfmr5arhqrjnntwdz,ADV3,74282147.110501,22083.1423812261,340.0,0.0,21743.1423812261
pool1aj697twgk5kt7c6kjtkpwejqqhljvf3hzsmsamswzy42v24cw5h,KYLEK,37932.825619,11.2662547517,340.0,0.05,0.0
pool1ajjz83zx620n7fyr0gvfaz0k0udc6x09rdnkqrgaxu9qwcz97qe,,205.61853,0.0610676337,345.0,0.01,0.0
pool1ajpxqyq3p3aczgaxuc66lwtgzhrapzu6duk90dz0wz5twh9jzyw,STBL4,6.135954,0.0018223464,340.0,1.0,0.0
pool1ajrl335z92udy65gxlgsrvthf9esfksp6m2yf3y7qcn7jqp0zsc,,0.0,0.0,340.0,0.03,0.0
pool1ajy6eslg9ju7mpqzlaeehz02algkfs7fk3qsym7wun7ks6z06tu,,0.0,0.0,340.0,0.0,0.0
pool1ak3vhtv7alve9wfj5kx5xswrtfvy5a23txuupgy6nqpduq350w5,HEAP,1102.568441,0.3274574089,170.0,0.0,0.0
pool1aksxtgqz36vtvnf3rrgrzz9qxrvjv4p2ukqcdyv5q66s5eqhql9,,6.444552,0.0019139984,345.0,0.03,0.0
pool1al5vg7cqtfs5mqgd5uyyx09z9hvsxqnh26lr42t920y5qnvq7aq,ROUTE,1252.315408,0.3719315898,345.0,0.15,0.0
pool1al783um2muyhrpcj779y46z0qtnd0nteu0y5jt7252nl26dt0h0,GOLGI,108000.371031,32.0767765485,340.0,0.005,0.0
pool1alseugmsr68dn8mlen92jqgdc6nm4f3dvqyc8m55fgl967ytyua,,76824819.233615,29537.9528270721,340.0,1.0,0.0
pool1alukhlxd53jat03vgt5h4dxxqyaapzefhk9yrl40e4r3x5cr5au,,3.991496,0.0011854535,340.0,0.075,0.0
pool1am69d5jfzgjepwhseryw59j0lspn0c0307shw3v2cvfq77gvnrh,BIDA,126923.599625,37.695663655,340.0,0.01,0.0
pool1anxttanf5g4cjgagns6cf084wq6x9k2pfygjdjyk3swf77wj2ax,FGMTM,2858604.422914,848.9906736668,170.0,0.1,611.09160630012
pool1ap0mx7frdu2mhk6f8rp3psy6wkd8t560dgh0cwnlxxfswtqjg9v,,244.646977,0.0726588794,340.0,0.0,0.0
pool1ap29p59japhsunqkknkrdm4wh4f8krrvhft66zhns43evawjd03,SNOW,6304.620604,1.8724398614,340.0,0.02,0.0
pool1ap4k28jflxcyekms0rjp39ruuydrvwrek2ca267w8mwyvknpx87,,127355.289384,37.8242964985,340.0,0.015,0.0
pool1ap5sw2p7erpvegveucua66gy50cadjvq72apar0hvzrdv8s27nl,ELEV8,6737.303755,2.0009441872,340.0,0.0,0.0
pool1ap6fj6xllhlc3xuuq7uvz0ed2wjws08f7h680xcgq47qk2pvnme,,0.0,0.0,340.0,0.008,0.0
pool1apts5675m9f6tkp4ed2jeu35azt7a0hxd3dypzjvwr2hxu6lg9a,ANON,3943.453987,1.1711853355,340.0,0.007,0.0
pool1apupv5qtfp2aa2xlrzzjzx0uj686g3n695a329nq8j5jvvzumz0,RIDGE,2751157.784657,817.1151874662,170.0,0.01,640.644035591538
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,2648449.481691,788.2023204915,340.0,0.99,4.482023204915004
pool1aq6sd3kr3cnjk995tfthhyf0suth3rm547kp6pv35z7wgqu6twn,BNP,11670.859974,3.4661848539,345.0,0.06,0.0
pool1aqg6fvhcaulvss2ruvpx6ur9vj7pejvdcxv6xp0qlwuwx94evf0,SARGA,16066580.321068,4772.1519320464,340.0,0.02,4343.508893405472
pool1aqg8vxzv75zhjzjjd9s20fu6r0xz70yl8lk3teacwy7qyc2p2j7,KILN7,65955029.462936,19588.5470318964,340.0,0.03,18671.090620939507
pool1aqr4843pgkyaq6p2557vgnxsxwnj5s5em2xusf5k4ya4uzk3w5l,,831.024711,0.2468100374,340.0,0.01,0.0
pool1aqslsnawz622pd8367tgsu2atfm3lgk9xcdw5rh3c6rgzca33yq,,20.0159,0.0059446183,345.0,0.01,0.0
pool1ar6nsa2uzng70uf8fdrttu5jhgxzgu2f4za8h845zr435nfcruw,1STEP,4066303.931467,1207.8536464243,170.0,0.015,1022.2858417279355
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,LATIN,2520227.202168,748.643507951,170.0,0.018,568.2279248078819
pool1arx4x8ecnxu46xrpfj88hwm25j9gcy8080szvf62a0avke556v5,SPG01,131012.917179,38.9119656114,340.0,0.0,0.0
pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk,MIN,35113937.580679,11070.4460953902,340.0,1.0,0.0
pool1asfgkqtmjuusclgx72xpzvpw336gkulchtstsx9lsj9uqzjckv0,BASHO,24288366.153241,7213.6556178827,340.0,0.03,6667.445949346219
pool1ast5kjj9zer9sp02f5w44nyqsc54589l2glyp5fhsg3awqs5axk,,67679.828832,20.1012625782,340.0,0.0,0.0
pool1aum2mx8ds554pfm45el2wn3lr7lsnphlggxzhk3qlpl56qnffm2,AMM,1384.519322,0.4111954619,340.0,0.02,0.0
