pool_id,sigma_ada,s_k500,s_k1000,excess_k500_ada,excess_k1000_ada,oversaturated_k500,oversaturated_k1000
pool12fvqhdv6wx77zkjdq06k5ylzswd06w7yavt8fd6sm5pwk30k9l4,0.0,0.0,0.0,0.0,0.0,False,False
pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6,102085.687836,0.0013167603908997552,0.0026335207817995104,0.0,0.0,False,False
pool12g6gfm5c4q7rzwwxdmh0xdxk07tyvujp6d9tke2m46k7q7cz7p0,114243.911768,0.0014735842125021155,0.002947168425004231,0.0,0.0,False,False
pool12h408zlkavwxw4wkw96mt8unjs8sn27k0yk4yhz4pzvsx0wvmq5,579.88263,7.479662377173211e-06,1.4959324754346423e-05,0.0,0.0,False,False
pool12hhrd4azpps5jxppcqs2pgtylatg7xkhaqmnetgv2988k3t4drf,6208.049253,8.007501868663036e-05,0.00016015003737326073,0.0,0.0,False,False
pool12hszgt63rau649xhfuy4mjmdukzpy0atyskd7hujl7zdxjv7e8c,7.304864,9.422237122565133e-08,1.8844474245130266e-07,0.0,0.0,False,False
pool12jqfrwhuv2jn0uymwmud2d63gp5drj08fjfart9dxgpu2tmj8a0,2.925923,3.774025130155351e-08,7.548050260310703e-08,0.0,0.0,False,False
pool12jzydsj2yjjn59zefvgz2q47rvfk950xckm5x4ejcdvucueg5c8,51.006764,6.579148157484092e-07,1.3158296314968185e-06,0.0,0.0,False,False
pool12kdg7dmdfh0t9hmy43pvl38ftu5dvppyn86wgkc4jq8557xkyz7,184656.933092,0.002381812186946216,0.004763624373892432,0.0,0.0,False,False
pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,7464030.535472,0.09627539348478491,0.19255078696956981,0.0,0.0,False,False
pool12l453n0jtxqq88cgwgr67z06ldyhqqvwxgkn0sgungjfvhtp2el,39421087.918967,0.5084760482905565,1.016952096581113,0.0,657130.3525323644,False,True
pool12lsfsh2s8yt8dvrt9m8kgrgr6ktntngvn2vad60xlqz7kxz9fxr,4122221.288075,0.05317080023382848,0.10634160046765696,0.0,0.0,False,False
pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh,363054.558046,0.004682888188387216,0.009365776376774432,0.0,0.0,False,False
pool12m7z9p7jqymxrvvp6z7vmfdu6j6u6y43p0m6y4xalz43sc8s4t9,28840311.622564,0.3719990608948629,0.7439981217897258,0.0,0.0,False,False
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,1014.271248,1.3082658630271647e-05,2.6165317260543294e-05,0.0,0.0,False,False
pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,13287132.57218,0.17138513978362735,0.3427702795672547,0.0,0.0,False,False
pool12mvua605f7w2gs90d580ywzyyf96je0y5q6zwcz2l76tcdqa8y9,507.423329,6.545040301036927e-06,1.3090080602073854e-05,0.0,0.0,False,False
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,1419735.920231,0.018312577060763485,0.03662515412152697,0.0,0.0,False,False
pool12ndf7w5f4fdn746s5zlay4aexvcsjncnnmjwfp8falascjqav3y,528154.948533,0.006812448749948129,0.013624897499896258,0.0,0.0,False,False
pool12nhydvz643puda5jjc7hxyphk9685n8tlsgeenfvtttckd803e5,581.187987,7.49649962860404e-06,1.499299925720808e-05,0.0,0.0,False,False
pool12p0qtp89dfzr6spqq4xl6ha2s9m8lqydnvfafyd0h38fy0hfv3f,45059.513161,0.0005812037262162395,0.001162407452432479,0.0,0.0,False,False
pool12pk63q22re4up2dg86tyjwthuauqu0ryq3jlxs9v29zk68cpugl,189140.724848,0.002439646732713577,0.004879293465427154,0.0,0.0,False,False
pool12plmfgtqk4nj0wse5wnr49xth22fjacxm0gxg3wc88ewzztpwf5,3707.804452,4.7825411603620094e-05,9.565082320724019e-05,0.0,0.0,False,False
pool12pupdkq80hxxcje94kjgc75x9vsqsgaz65upnmx7k7zmvc3rpd5,0.0,0.0,0.0,0.0,0.0,False,False
pool12pvaxxcv3sgad5jqgfnggn337y76kp02uauptkufjjjes7nxwfm,812448.451732,0.010479431187329177,0.020958862374658355,0.0,0.0,False,False
pool12pwp8hln0cjsxv0h2a0463qsakkhwetfhyqw7vzmpwd2jdj86n6,823870.099593,0.010626754223701629,0.021253508447403258,0.0,0.0,False,False
pool12qj3qpa2ca3jq8nj6p5psjrx7xu7dvjm25xra5s0sxxps4qx7c8,24.517029,3.1623485499361237e-07,6.324697099872247e-07,0.0,0.0,False,False
pool12ql6www8aa8usn98azlkz76d2htxtm9swalvyac27rlq6mdkxc7,1.48148,1.9108988000786588e-08,3.8217976001573176e-08,0.0,0.0,False,False
pool12qrgswlflndwp3met59zmuclqp4wryn4e9428gm7n8vwymnhvng,15586.226058,0.00020104018057609234,0.0004020803611521847,0.0,0.0,False,False
pool12qtv7kyrx8g0d5890alk6dkc6n6nyfx80synspvqafjrqd3ergz,7432589.983611,0.09586985501767772,0.19173971003535545,0.0,0.0,False,False
pool12r08n33avu33ncstukwxyr440mgaazmuclay38v0yt34xytu2dq,301142.139289,0.0038843059144940905,0.007768611828988181,0.0,0.0,False,False
pool12rruj0mjqzaf8ryg7ny0x77y80lpdxd7zh4kgg5zyy0r2rzue0q,6058.690105,7.814849779742517e-05,0.00015629699559485035,0.0,0.0,False,False
pool12rs385dd534g8gtdtmnvlhq63whdvc6vnuzxa5cpx843zdy73qy,8659698.887615,0.11169781713817266,0.22339563427634532,0.0,0.0,False,False
pool12rt30v5khmh2y9nap3ffe6envd89lq9qf8f4usr0enwwzzwktsu,559.966054,7.2227668323121576e-06,1.4445533664624315e-05,0.0,0.0,False,False
pool12rv575nj9cfvy0r4th7jtz5x3nt6waht0qe5fdr58ucx77tk7pu,6160.723066,7.946457808702322e-05,0.00015892915617404644,0.0,0.0,False,False
pool12t3wyzzmg5ms5tzz7w6evedrf7mh07m875r6dfk8xpmgzjc3d9g,347.887492,4.487254576674501e-06,8.974509153349003e-06,0.0,0.0,False,False
pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,56274024.656517,0.7258549976492102,1.4517099952984205,0.0,17510067.090082362,False,True
pool12te7g032e9dqjqe5xsr05mrk7xs9ve4w6t275cda7e9quafr3zq,134.520635,1.7351251451745502e-06,3.4702502903491003e-06,0.0,0.0,False,False
pool12tlu3dm864fzxgcjp9jrsykcmcvxskjtqwy07z982avqx3n9dp2,41.825743,5.394926837425978e-07,1.0789853674851956e-06,0.0,0.0,False,False
