epoch,rank,pool_id,ticker,active_stake_lovelace,declared_pledge_lovelace,active_pledge_lovelace,n_owners
285,116,pool1uhy50u9y76nd6z2xmzt3mta0yc7g3gdssef8lheyyg7zzymgzm8,NUFIA,57274136109613.0,30000000000.0,120011224488.0,4
285,117,pool1zk6uxgptztrxxamzd0ugrtu84xg8mjymd2xcdvxqazpruqt9r3x,OCEA1,57246750729541.0,170000000000.0,1038990651702.0,6
285,118,pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m,CNODE,57183047010808.0,500000000000.0,2563835990470.0,5
285,119,pool1vnsfv2qpt5gxte9prupjey8kw7ap7t6c8lc02ks4s3gtqplhgd3,1PCT4,57182284595686.0,225000000000.0,480727966554.0,4
285,120,pool1hht4pctn70tqdsd0zwuxv8d8cz6l5scjzaquty7vamyzy78eqvc,ACL,57012925201008.0,750000000000.0,4556983571994.0,24
285,121,pool17rjst78s67lvellg8s586rf076jxa3wnsdz730f4xk2zwuhrtej,NORTH,56906669021388.0,110000000000.0,351645980346.0,6
285,122,pool14mm59ntjqzphjr6chrww639cdr3yjce4qcwzc5jkk38y22u7uc6,ZZZ2,56798525356113.0,50000000000.0,59006732984.0,1
285,123,pool1xt7mjrtnsew3v33lu8sf93upf20sxhmcrfnpm82ra46yxk7uy45,ETO3,56683561086424.0,0.0,0.0,3
285,124,pool1z5uqdk7dzdxaae5633fqfcu2eqzy3a3rgtuvy087fdld7yws0xt,OCTAS,56596839820355.0,470000000000.0,559878809175.0,2
285,125,pool1835qw65tsy3x7mta5dfdmfq4mvqzn9cpvf9keaca0nqgvguk7j5,MS10,56593228941504.0,30000000000.0,35353634407.0,1
285,126,pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,56444287841298.0,10000000000000.0,30002107944180.0,3
285,127,pool1smy2r8jdvgna5ykhe8rrch7h4qalyfafyzyh0rmanmq0jxptww7,ZZZ3,56436484547895.0,50000000000.0,58303730121.0,1
285,128,pool1g3ssnndd8e7lcmstkjl9ane9mup0eshv3aklg63u5tznwl4ch87,VRSTK,56236632498636.0,1000000000.0,8333321136.0,1
285,129,pool16nz6k74zsm9x5fyh2wa0pt9cn75hfscfvqsxup0vl0vqqthwnkz,,56088080082531.0,450000000.0,81734369042.0,1
285,130,pool1f9sru9g2f2am9p5tekwt0e7yrvqcatt4f7eq95uc95jcypw03hl,NUFII,55918699928916.0,1000000000.0,8043710144.0,8
285,131,pool1vx9tzlkgafernd9vpjpxkenutx2gncj4yn88fpq69823qlwcqrt,CRDNS,55913391106612.0,500000000000.0,1003675805358.0,2
285,132,pool1m62sl6rauje9cknrkhwl39tc4hujudkd7gp478dpz7tagmjr8wm,,55881167494128.0,135000000000.0,294221997078.0,2
285,133,pool1q0a7a94cfk4ph7gugj636tsuhhd98l2sfjv2adhaff2mvs7kmtl,NUFI8,55545509374969.0,30000000000.0,120020003584.0,8
285,134,pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,TAPSY,55284648313951.0,50000000000.0,101451886226.0,2
285,135,pool1pvu2zdexh8wr4ggmuz90jvqrua6an43qj9m9urs785p8kwjzqwl,KTN3,54669744551064.0,50000000000.0,58559884584.0,1
285,136,pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,1PCT3,54628553558952.0,225000000000.0,481276143252.0,4
285,137,pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,NORTH,54610925802291.0,300000000000.0,930025884672.0,6
285,138,pool15zrkyr0f80hxlt4scv72tej8l8zwrcphmrega9wutqchjekceal,ZETE,54299401755326.0,400000000000.0,1681797565128.0,4
285,139,pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,CCJ2,54166821364266.0,100000000000.0,306388004967.0,6
285,140,pool1a6v2wt0m8wjra80zuw00sfdxn4w52cna96gcaglzvred6gnsusx,MS1,54063062222410.0,100000000000.0,115522845954.0,1
285,141,pool14enw2643rn9nn6yzv60jyz3hj4kxs0jvap87lkgsqykh508jxm6,STSH2,54039098553086.0,1000000000.0,8710575234.0,1
285,142,pool1uk2f28awascuhrhuwrp7x6y87x8ch33vwx8jtmrysp7l5ngq78j,POWER,54011414330389.0,129000000000.0,265888185302.0,2
285,143,pool1lqpymyzg9glc88r7urptuv0d8t2tu9ty7xtshvxmgpu0j4lp8p3,VINCE,53967836987061.0,200000000000.0,416616665622.0,2
285,144,pool1whk6lawmfz4zq5fw8zghglp23452gnm9zgs59nqafhpexwcvute,WA1,53806769590449.0,158900000000.0,332146227525.0,1
285,145,pool1rvng7n968748udkc5rxy4h9zp9hms4s3jsfwuues76ft28uc056,DIGI,53512203484350.0,250000000000.0,251464177714.0,1
285,146,pool15wkxegrfflzcyhurrjxsm9ljqtz09xr5rtnqsarnp7hmsz5um3t,STSH1,53486309598281.0,1000000000.0,8667156990.0,1
285,147,pool1zmtm8yef7725p9n7x433m50kvv9xpzjujnny9m5t960g5qm30ua,1PCT1,53351497376234.0,225000000000.0,481098809730.0,4
285,148,pool1wdujj7tmux5nuwnpeksgncendr3mj8ecsjcddpzx9gewc3flp4r,ETO6,53318562928299.0,0.0,0.0,3
285,149,pool173mzegwuu0pjcrt60ekelzj5haqr8r5e4e0n45qh9jdz7xm5kh8,ROCKY,53194303385039.0,151000000000.0,367771373848.0,2
285,150,pool15t2zmpej2qep4n9z6lx854r9lyrq3y4ahdj9kn0dk2qj237xhln,NUFIG,53046223249941.0,1000000000.0,4044602364.0,8
285,151,pool18p3wzqhpgs932rx2lew3dtrge4uvumjx4lz0kzthlntt6shz4rg,NUFIF,53039355494871.0,1000000000.0,4044826620.0,8
285,152,pool1u7mqtde27swkarngjsn5mmw3sy20zavlafgqkmg8qv2n2nwga0l,CFLOW,53038555934803.0,100000000000.0,205006079700.0,2
285,153,pool17ahr5ygy48vpdfnatqn2z4wfu2te4quapk2yx3k50ce6kd7feg0,ST3AK,53035822601452.0,1612388000000.0,5208636400768.0,10
285,154,pool1vquhv3kh6xkklckaenl8alyuhfsld57ef5573aqauueyqacx4ak,KIWI,53007917644898.0,501369000000.0,1504887502368.0,6
285,155,pool1p9sjhjx0v3k76wvgdqu7jcks2ra48wqlhc6g0mkewd25k3zcymy,WA2,53003649804002.0,158900000000.0,298358807354.0,1
285,156,pool1f8erepj5w5nth5xfxgxnwpz59jzywt6zdwfr50jzjwfwksmg9ek,NUFIE,52999360535333.0,1000000000.0,4044491400.0,8
285,157,pool12z39rkzfylvn9wfe8j6x9ucq6g2l4mw4azj70y0gd8ejczznyj3,BRAVO,52931619640972.0,310000000000.0,1581226476370.0,5
285,158,pool1spus7k8cy5qcs82xhw60dwwk2d4vrfs0m5vr2zst04gtq700gjn,ZZZ4,52922143156433.0,50000000000.0,58037319979.0,1
285,159,pool1mut4phum9hegtl8m2r68gpjh5x8w8t6zwf75zrphhp3qwwrrpgt,,52763086729992.0,30000000000.0,35024855028.0,1
285,160,pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,BLOOM,52748189535659.0,1000000000000.0,3011752055907.0,6
285,161,pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf,ETO9,52746878910795.0,0.0,0.0,3
285,162,pool1zmfpd5r5vfwjmwm4cgy53exe58h7plnecny3t4948yw7zumzp4c,ALPS,52706065382573.0,100000000000.0,307051147269.0,3
285,163,pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AZUR,52485175280788.0,2000000000000.0,4140377853310.0,6
285,164,pool1jeu74g86ys4fekhykqcww99kdsq3nlym8a6kfw8s8ff3vskad70,KAIZN,52438250359531.0,50000000000.0,176149535283.0,3
285,165,pool15a04yc72q4tfkwaweu86l0764urswee8c3zxperyrdq4kx8nvua,1PCT4,52273864234078.0,225000000000.0,477449113462.0,4
285,166,pool1z7n2ruhmxmv77f6cqhd3wsy6774h2wuay77agxuf2y9mj8q55vw,1PCT2,52170535697636.0,225000000000.0,480777188642.0,4
285,167,pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7,ETO5,52170157652980.0,0.0,0.0,3
285,168,pool15d62znf04qymt6ve536tt5y9ky979ly4um5zmgz9m850vu7wuv7,NUFID,51831926185492.0,1000000000.0,4044119376.0,8
285,169,pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,VOLT,51538786066053.0,150000000000.0,335640496166.0,2
285,170,pool1jx4ss2zjage3cw0wht3450328y82yeprmq4fr3e2qtac2rhezkv,ZZZ5,51527709096563.0,50000000000.0,58331839566.0,1
285,171,pool1kchver88u3kygsak8wgll7htr8uxn5v35lfrsyy842nkscrzyvj,STKH1,51516032648370.0,100000000000.0,119256927424.0,1
285,172,pool1ppqdq5yfkkllrcj0u47pakg9e4ha568pz3a9kkrr6w2kyw8gxv7,COOL3,51250334858290.0,300000000000.0,1225950362552.0,4
285,173,pool1ng3vqzrhn3z45yjdscv3q37n26g2pj3vp99rfkgv6225y8lqg8j,EVE2,51218666767638.0,1000000000.0,10335052448.0,2
285,174,pool1sskadl6p2w0ttfr60y2ssfzcmrnaty4wt68v5glzd3e5vwkh7z5,ETO8,51200038284075.0,0.0,0.0,3
285,175,pool14skj6e4rpjanzclx3fc880xnl8xafgg63tmw93t9xspvwx985qu,EVRST,51040821297210.0,1000000000.0,13928916581.0,1
285,176,pool1ppznyu6qrvlw9uuqa3tslryjd40nh56jyvmaqw6kdf4kzq3y8kh,DIGI3,51030748531636.0,250000000000.0,251254663775.0,1
285,177,pool1ydmetputlff49n9ry5qjupemx3xwxdapm46je574afxdcy0907y,MS2,51027972675477.0,100000000000.0,112076167335.0,1
285,178,pool1c55n72ag3tz8g7rntzuu9a86u7eugsy008xl3xsje8kwgvz2vdz,,51014616548663.0,30000000000.0,35744126435.0,1
285,179,pool1jjry6f6q0swaq457ft9eclaxaskvrxnpj0v3w8edsyfryml3vj6,STACK,50918495987914.0,500000000000.0,1724552059350.0,18
285,180,pool1hqlvn3qndgkne52uhe5347nlysmmec73ys9vduk96rs4jzjjyxm,ETO7,50699990247526.0,0.0,0.0,3
285,181,pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,SPS2,50641753021276.0,10000000000.0,31661625701.0,1
285,182,pool17xextu09ghdfcmsq83whq0a45geg83jxe4qt94sevu087tzdzkl,ONYX,50430356677191.0,500000000000.0,501310419365.0,1
285,183,pool1zgxvcqf0dvh0ze56ev2ayjvuex3zdd3hgxzdrcezkx497mv3l7s,RSTK,50355806400773.0,1000000000.0,14547903723.0,1
285,184,pool1qqqyv9pn9typyqwcxqk5ewpxy5p27g5j2ms58hpp2c2kuzs5z77,ANGEL,50265268398507.0,250000000000.0,502628959274.0,4
285,185,pool1mp2fsmtyedzql9252ahwu7259hwcdtayjqy0jg3a5f2fupfusp8,,50141576883288.0,1000000000.0,141578059305.0,1
285,186,pool1hs92p06tqy5vl8c7lx0dnxwf8exe92450rq99vk3u5sckuc7m26,,50134308614429.0,1000000000.0,134308475902.0,1
285,187,pool1ad7ez845cr9qv6ad4k459kqdtdv6tn5evwy4yw3xakmy5mkxlm5,,50133586932104.0,1000000000.0,133588108121.0,1
285,188,pool15xsnapsr0fyfjywqnqug0dn4hpv70ayehz8frk9qrgzass43wsx,,50128484481636.0,1000000000.0,128485657653.0,1
285,189,pool1zc6vprnqdu8k30kcmz96p2u8nqyeffv89nng4lwsqe8yq7wez50,,50124105429557.0,1000000000.0,124106605574.0,1
285,190,pool1gkpzl9jq38vx5j8evv8qrpljddxmh2gp8trmrczvgs7gyzmugtu,,50110348351670.0,1000000000.0,110349527687.0,1
285,191,pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,ATAD2,50046715268338.0,900000000000.0,2700093388482.0,9
285,192,pool1xlphlhnjvfeh40vcqf9fdewztsj6kyxq6604kaccpv00umjfu0d,FISH,49770514666417.0,5000000000000.0,5229914419360.0,1
285,193,pool1w7c2j0px43jmudhf48ezp7dy8j7904c9l3wc7809lhh2z026hch,STAT,49621086922276.0,200000000000.0,418557168868.0,2
285,194,pool1qqvukkkfr3ux4qylfkrky23f6trl2l6xjluv36z90ax7gfa8yxt,STAKE,49603918021006.0,50000000000.0,50038080087.0,1
285,195,pool1ju8f57hyvaa32tp85r468kuedvmjmcy56f8u9968drea57p50l5,AICHI,49545000167628.0,100000000000.0,240342366504.0,2
