pool_id,pool_ticker,epoch_stake_ada,declared_pledge_ada,active_pledge_ada,margin,declared_fixed_cost_ada,T_ada,R_ada,a0,opex_epoch_ada_Cstar,ada_usd,z0_k150_ada,f_ada_k150,Pi_ada_k150,coverage_ratio_k150,category_k150,viable_k150,z0_k500_ada,f_ada_k500,Pi_ada_k500,coverage_ratio_k500,category_k500,viable_k500
pool102s2nqtea2hf5q0s4amj0evysmfnhrn4apyyhd4azcmsclzm96m,YULI,6481.489374,1.0,1.0,0.005,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,4.621632446896886,4.621632446896886,0.004573129557649092,losing,False,64070000.0,4.6216324620431175,4.6216324620431175,0.0045731295726363684,losing,False
pool1030as3pp5684ghgf4kzcpv4p2jnmkmme7j363t95690zwxp7wa0,888,142795.784978,50000.0,50000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,101.82532515772544,101.82532515772544,0.1007566935593685,losing,False,64070000.0,101.8361862248069,101.8361862248069,0.10076744064223771,losing,False
pool103gv6hc8ux9tvu7597f4806fayzeyvrn2pp338ndztgl6jg29mf,KIBC2,1024684.657505,17000.0,17000.0,0.03,500.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,730.669572440307,510.6321962808076,0.5052732376991499,losing,False,64070000.0,730.7096242965856,510.63404238123974,0.5052750644252147,losing,False
pool104re5tajgh4mpp7c744khap56lf609cfjlna5ysjkum8qn8fel9,TOKYO,3411244.365039,100000.0,100000.0,0.01,500.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,2432.722989332217,575.4180740160363,0.5693792036740388,losing,False,64070000.0,2433.4985126502006,575.448336229152,0.5694091482927142,losing,False
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,VOLT,22133533.507169,1000.0,1000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,15782.360234292672,340.6976906886237,0.33712215270538476,losing,False,64070000.0,15782.411963607035,340.6976930257704,0.3371221550180037,losing,False
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AZUR,17645327.936427,500000.0,500000.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,12590.625432453835,925.2049087863498,0.9154951121424151,losing,False,64070000.0,12610.870698134819,926.172012786184,0.9164520666250097,losing,False
pool1092quwhywgsjcnmjpd6w9lp90uxwwcedpv05fk645jdjqv5dmj6,,1022.027119,1000.0,1000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,0.7287574751131645,0.7287574751131645,0.0007211093456891883,losing,False,64070000.0,0.7287575266435203,0.7287575266435203,0.0007211093966787458,losing,False
pool10akpqvczl93ep4rc59c0aqyn3dm0env2ydysuwmdm670wl24pd8,,11077384.870745,1000000.0,1000000.0,0.05,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,7908.885444452752,1367.5542612796962,1.3532021176080953,edge,True,64070000.0,7932.963668170974,1370.8231284817807,1.3564366788575342,edge,True
pool10capak8jppvj8h46e35xdth6h22pahtr3lcgscrpa06jzv0xn8w,SWAG,36642001.490819,100000.0,100000.0,0.025,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,26131.2772385044,1053.409446612492,1.0423541750588377,edge,True,64070000.0,26139.835229172422,1053.6461681726587,1.0425884122847897,edge,True
pool10cz0gm5zu74clhrxp9mm7ulslves04wyfxaqzr4sjr2zv7qjpnv,,342279.771204,100000.0,100000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,244.08721312944147,244.08721312944147,0.24152557820904252,losing,False,64070000.0,244.14400119082077,244.14400119082077,0.24158177029376568,losing,False
pool10dwjth7esfw5gc036vu6l6csnvn6elqax0d3kh8t65rxyewk2g3,IOG2,113741616.917436,3300000.0,3300000.0,0.07,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,81474.41104505268,8208.594352236976,8.122447185122045,strong,True,64070000.0,46391.09766637856,4806.137146306125,4.755697925880123,comfortable,True
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,F4ADA,19818306.088752,300000.0,300000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,14137.335903623956,956.5117986198383,0.946473443911684,losing,False,64070000.0,14151.1059715397,957.1270919922076,0.9470822799323194,losing,False
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,CHIL,135339.694205,35000.0,35000.0,0.029,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,96.50762165380856,96.50762165380856,0.09549479803825134,losing,False,64070000.0,96.51583752065517,96.51583752065517,0.09550292768160781,losing,False
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,CSN1,284497.362542,20000.0,20000.0,0.05,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,202.8664259222555,202.8664259222555,0.20073739296654966,losing,False,64070000.0,202.87879500921335,202.87879500921335,0.20074963224299971,losing,False
pool10j307gzqx5cuqxzgnycg9rwyyutjy2eqyhnkmu2umj6cctcvrqq,,521761.404149,108146.0,108146.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,372.0873175236687,346.6507698985027,0.34301275582160684,losing,False,64070000.0,372.19215206925986,346.6724990579947,0.34303425693894524,losing,False
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,DOS,5503.59544,1000.0,1000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,3.9243487094813947,3.9243487094813947,0.0038831636405662977,losing,False,64070000.0,3.92435923556751,3.92435923556751,0.0038831740561837426,losing,False
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,EARN,8071148.443623,100000.0,100000.0,0.05,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,5755.939164764739,674.5442953423101,0.6674651198289725,losing,False,64070000.0,5757.806012942058,674.6596111516262,0.6675792254273962,losing,False
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,CCIO,395319.421889,410000.0,410000.0,0.0025,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool10k5ushs6d60827ezmncrd88gg8jnzzxc26jahaf5x4arqzyf5me,,359758.829734,50000.0,50000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,256.54190759766595,256.54190759766595,0.2538495637398194,losing,False,64070000.0,256.57814874082817,256.57814874082817,0.2538854245411493,losing,False
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,4919741.218816,1200000.0,1200000.0,0.005,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,3512.5302850132625,1125.8220846201048,1.1140068603437319,edge,True,64070000.0,3523.298798853876,1128.489399108627,1.1166461820265274,edge,True
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,1030494.919572,200000.0,200000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,734.9619797006222,416.6548135656338,0.41228212436779355,losing,False,64070000.0,735.3521417740911,416.7305368061969,0.41235705291167907,losing,False
pool10mrxnxzfz5rwgnv4cza7a6fmz49qrxauzyffw490hr2jghzmtsp,,272093.587525,500.0,500.0,0.0199,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,194.01673904238672,194.01673904238672,0.1919805813612822,losing,False,64070000.0,194.01705643053813,194.01705643053813,0.19198089541852348,losing,False
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,OUROS,2333969.45978,2500.0,2500.0,0.029,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1664.2450810372327,379.7804196884001,0.37579471813244986,losing,False,64070000.0,1664.258704533338,379.78082893922567,0.3757951230882893,losing,False
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,891406.400367,550000.0,550000.0,0.1,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,635.8075526085445,533.8433614985314,0.5282408074798062,losing,False,64070000.0,636.2592051333833,534.1393304245172,0.5285336702851294,losing,False
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,1012.599649,100.0,100.0,0.15,345.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,0.7220352775960207,0.7220352775960207,0.0007144576959720744,losing,False,64070000.0,0.722035490889734,0.722035490889734,0.000714457907027323,losing,False
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,2803264.796837,30000.0,30000.0,0.008,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1998.9540900764093,370.8834094519354,0.3669910798175073,losing,False,64070000.0,1999.1486603573483,370.88703160982953,0.36699466396175034,losing,False
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,SPS2,78481917.798721,10000.0,10000.0,0.05,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,55962.39548137837,3127.8526976759626,3.095026657370518,comfortable,True,64070000.0,45687.31633535004,2612.8549729612982,2.585433706378496,comfortable,True
pool10qv6jzdvmkulfs2zcmxjkrz345wwrwsj8d0lhvqf6tgjxlc7q43,,32785.134909,0.0,0.0,0.015,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,23.377473033643042,23.377473033643042,0.02313213223718802,losing,False,64070000.0,23.377473033643042,23.377473033643042,0.02313213223718802,losing,False
pool10r8gk6z4epj36rluw3klk5k0uzfcdc0rw9cu0zuyxw56quaksrv,SIMPL,2506609.846492,0.0,0.0,0.04,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1787.3406424856526,397.8936256994261,0.39371783052716824,losing,False,64070000.0,1787.3406424856526,397.8936256994261,0.39371783052716824,losing,False
pool10s3paykwusv3zpfn9wkrzfvw6pch5tlcklwftj00a79yc3h0tgx,GOD,185195.927683,100000.0,100000.0,0.025,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,132.0626819621121,132.0626819621121,0.13067671678409892,losing,False,64070000.0,132.08268181915432,132.08268181915432,0.13069650674758898,losing,False
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,CASP,5847087.284221,100000.0,100000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,4169.847284881701,518.4305033802357,0.512989703494686,losing,False,64070000.0,4171.193269712691,518.4932120819335,0.5130517540840721,losing,False
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,,618275.240075,100025.042945,100025.042945,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,440.9137228566642,358.8635342472562,0.3550973502296688,losing,False,64070000.0,441.03517222261706,358.88623645473706,0.3551198141830981,losing,False
pool10v7h74a4tvwjdyxrpvxgy0p2as7256jyzmhfgtqv9mwxzwgtwdm,PANJ,115141.598183,1000.0,1000.0,0.03,345.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,82.1019453506932,82.1019453506932,0.08124030574431411,losing,False,64070000.0,82.10221212845077,82.10221212845077,0.08124056972230512,losing,False
pool10w6dqsuflhrczmvle5awchzcteskxke3ce0anmnvza2n2uv3u2f,,1785899.493674,25000.0,25000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1273.4815058911317,353.0673857795148,0.3493620309062665,losing,False,64070000.0,1273.584448393983,353.06882682509456,0.3493634568284294,losing,False
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,,2.91521,10000.0,10000.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool10y2jjrllhxhsmjvyznls8r7wyztjawz3gre3qqr938tvw5tg0vu,,82158.66126,1.0,1.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,58.58331515532034,58.58331515532034,0.05796849775488969,losing,False,64070000.0,58.58331534733963,58.58331534733963,0.05796849794489378,losing,False
pool10zfvfwgsmqu8l53y2p48hjrw5etpxzd5c0jrz727g784y89xkpr,ORCA,155969.506533,125000.0,125000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,111.21810035317014,111.21810035317014,0.1100508939026871,losing,False,64070000.0,111.22726368163535,111.22726368163535,0.11005996106428685,losing,False
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,XSP,15115542.914917,20000.0,20000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,10778.4553127535,353.811551952199,0.3500983872390575,losing,False,64070000.0,10779.161227000292,353.81248597653513,0.35009931146103923,losing,False
pool122e6s7cucm4jt32g0redkcgw4grwg4xe2f4r3qaxhdfvw5kxmkg,,1022.225664,1000.0,1000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,0.7288990480216159,0.7288990480216159,0.0007212494328249872,losing,False,64070000.0,0.7288991000160215,0.7288991000160215,0.0007212494842737244,losing,False
pool122fqhp7fkuw3f44z7l3zvfwd56myazkf4ysqrr7p3s236ehx59e,,1338.53755,1.0,1.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,0.9544455318063616,0.9544455318063616,0.0009444288620572693,losing,False,64070000.0,0.954445534932461,0.954445534932461,0.0009444288651505611,losing,False
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,5601.668535,1.0,1.0,0.04,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,3.9942753222689253,3.9942753222689253,0.003952356390850811,losing,False,64070000.0,3.994275335358835,3.994275335358835,0.003952356403803345,losing,False
pool122j50n88wmlsz4jgh9cgpan0lzckm4ppdmtr732ljez4cpmaf9e,,24964.382521,50.0,50.0,0.0049,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,17.800879017618886,17.800879017618886,0.017614063195844774,losing,False,64070000.0,17.800881929122635,17.800881929122635,0.01761406607679301,losing,False
pool122y8c6dqkf864l0uxxnz8uz60dcrxvdm5w6j302z7ft0265f3xu,,1000996.418357,1000000.0,1000000.0,0.015,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,713.767183141711,713.4007062507239,0.7059137423170582,losing,False,64070000.0,713.8169811495421,713.4504554318524,0.7059629693928375,losing,False
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,529129.196595,100000.0,100000.0,0.04,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,377.3391046615796,348.2680042864966,0.3446130177347642,losing,False,64070000.0,377.4396518689506,348.29026847170064,0.3446350482628522,losing,False
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,DOLCA,1107444.528489,50000.0,50000.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,789.7173899969256,368.8925472518926,0.3650211112237618,losing,False,64070000.0,789.8410945140474,368.9004947733488,0.3650289753379463,losing,False
pool125mzd9dmxlkvg0g3fuwl96rxd4jmzha77d9evnetldzl66lvpvz,,14014.705118,15000.0,15000.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool126kcx3ve6xedpdk8gm9gtgs5x2h77tuwe5hjjcrp2nshu2xv8l3,ADAAF,2650.054926,2500.0,2500.0,1.0,4500.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1.8896246748099614,1.8896246748099614,0.0018697935312962136,losing,False,64070000.0,1.889625552368157,1.889625552368157,0.0018697943996446532,losing,False
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,NAP,58135217.738303,20000.0,20000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,41454.53902988828,1587.1562890661605,1.5704994764372802,edge,True,64070000.0,41457.2566760218,1587.2387253416691,1.5705810475644701,edge,True
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,ARTZ,1728174.372407,1500000.0,1500000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1232.6374872066606,1118.3164489874325,1.106579994500308,edge,True,64070000.0,1233.6218176207617,1119.1747151520442,1.1074292533738368,edge,True
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,BIZ,226292.180612,10000.0,10000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,161.36003073195482,161.36003073195482,0.15966659712607223,losing,False,64070000.0,161.36508699642036,161.36508699642036,0.15967160032629302,losing,False
pool129h7fcs8yjks48u2e69ehe72w7zp0f08rn6squtazateyfu8ms8,FABLE,10007.55,25000.0,25000.0,0.0174,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool12akphrukmx74qj4f6w38rln95dn8aw6lmdascktv2c09w0srxw0,THC2,95498.398622,33500.0,33500.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,68.09730876756103,68.09730876756103,0.06738264435770656,losing,False,64070000.0,68.10216809901448,68.10216809901448,0.06738745269167849,losing,False
pool12cc8t9yr58xureweksj73v87xkm6svcs8j3xnt93zd5zw5q6ugr,,972517.853621,900000.0,900000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,693.5238847419427,667.1626274860585,0.6601609207508224,losing,False,64070000.0,693.7137810327389,667.3383637577169,0.6603348127137829,losing,False
pool12crd62rxj8yryvshmgwkxza7um3uhaypwdjeel98lnkf529qdw5,0PCT1,673230.841156,1.0,1.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,480.0479211182798,340.0002080236266,0.3364319899484161,losing,False,64070000.0,480.04792269175596,340.00020802362894,0.33643198994841844,losing,False
pool12ehtdu5hfffpeqg968gtpqcnjv7hwfj3tshxcw8lg37tqcquhaq,,974915.730964,10000.0,10000.0,0.03,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,695.174295743899,354.18906319183213,0.350471936591618,losing,False,64070000.0,695.19685242444,354.1899643216983,0.35047282826434917,losing,False
pool12ep0z3h2qhfcmsl7h7ldpgf4cfjlur9v9lqwl8xjwd3qked73f5,,1687656.716665,25000.0,25000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1203.426935883333,352.7903223350653,0.3490878751741276,losing,False,64070000.0,1203.524135137013,352.7917621902906,0.3490892999184285,losing,False
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,FREE1,528950.144002,300000.0,300000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,377.2374420451037,361.1196324270003,0.3573297712171217,losing,False,64070000.0,377.400230606403,361.2119597832617,0.3574211296206188,losing,False
pool12f3wfgks8s7ga6kltjl98ayljysu3gtgcdx7wsrw4702sfkl3v5,SIMON,107708.212328,400.0,400.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,76.80149084779487,76.80149084779487,0.0759954782002168,losing,False,64070000.0,76.801591169122,76.801591169122,0.07599557746869644,losing,False
pool12fclephansjkz0qn339w7mu9jwef2ty439as08avaw7fuyk56j6,RDLRT,22572812.113497,225000.0,225000.0,0.04,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,16100.607624182476,1121.2380905827777,1.109470974189855,edge,True,64070000.0,16112.413883882335,1121.8233154678062,1.1100500572844858,edge,True
pool12fkrc4rwjv064vvcup7ypd7ffwemv7uctmc3dj3zazu0qjyh7hm,LABA,3568.202452,3400.0,3400.0,0.04,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,2.544310877992538,2.544310877992538,0.0025176089647302477,losing,False,64070000.0,2.544312216568814,2.544312216568814,0.0025176102892584965,losing,False
pool12fr472y9lwzjy055gpuvpxdy5slpe0ej20pykdeatl59zg9ren2,CARDX,63317.938787,49000.0,49000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,45.14962258025141,45.14962258025141,0.04467578846021879,losing,False,64070000.0,45.15126952347983,45.15126952347983,0.04467741811918544,losing,False
pool12jnulzs7j8lsku4r2a7q6tee6tt66872vwhqh8jxvgzn6837jtl,1JPN,1712520.141224,100000.0,100000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1221.2757743293553,399.7589040445266,0.39556353323746263,losing,False,64070000.0,1221.6534654294771,399.784515103934,0.39558887551513705,losing,False
pool12jz7ey8jtd9ek3x2ysxaxsgfyu62ppaljrc3rzs4z6ydvx9rcs8,,1401066.96107,0.0,0.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,999.0321891812878,353.1806437836258,0.3494741002956417,losing,False,64070000.0,999.0321891812878,353.1806437836258,0.3494741002956417,losing,False
pool12ka4j3et90wd8ffwy47pvypk37ye857tm09ed682zwq7vtetztu,,8.645414,500.0,500.0,1.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,,1014.271248,500.0,500.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,0.7232273790616645,0.7232273790616645,0.0007156372866277339,losing,False,64070000.0,0.7232279800523178,0.7232279800523178,0.0007156378813111391,losing,False
pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,1PCT3,35727092.164433,50000.0,50000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,25477.025652710163,626.1976856411861,0.6196258958368558,losing,False,64070000.0,25481.199121978138,626.2452026888309,0.6196729142048402,losing,False
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,MANT,57761329.141937,100000.0,100000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,41192.55105034249,818.5447190996397,0.8099542947612627,losing,False,64070000.0,41206.05507571196,818.7029045705833,0.81011082011482,losing,False
pool12pvaxxcv3sgad5jqgfnggn337y76kp02uauptkufjjjes7nxwfm,SVRN,101363.854586,144777.0,144777.0,0.034,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool12r08n33avu33ncstukwxyr440mgaazmuclay38v0yt34xytu2dq,FALCO,9686.182687,42000.0,42000.0,0.05,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool12rkpcc250wh03m74lvaqhnj8t89umae2v22gqg5rf470yhg6l4v,GOSLO,71074.591972,26000.0,26000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,50.68098245473986,50.68098245473986,0.05014909808115189,losing,False,64070000.0,50.683723795627756,50.683723795627756,0.05015181065234531,losing,False
pool12rv575nj9cfvy0r4th7jtz5x3nt6waht0qe5fdr58ucx77tk7pu,4BIZ,5647.630894,5000.0,5000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,4.0270520663288325,4.0270520663288325,0.003984789151089999,losing,False,64070000.0,4.027059641254716,4.027059641254716,0.00398479664651891,losing,False
pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,NORTH,15300372.422605,10000.0,10000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,10910.09891468372,346.9083932225514,0.34326767545259956,losing,False,64070000.0,10910.456354567514,346.908626837704,0.3432679066160189,losing,False
pool12v7aukl49ehf9ysagq960ek26jeywnq3yzv5hgl4ecvhvyax5p6,WIN,16600.593743,35000.0,35000.0,0.0,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,,0.0,0.0,no_rewards,False,64070000.0,,0.0,0.0,no_rewards,False
pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,BLOOM,172280664.808829,1000000.0,1000000.0,0.05,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,123017.2567370328,7150.336856902024,7.075295840412798,strong,True,64070000.0,45899.092480553154,2869.179205175823,2.8390678791844723,comfortable,True
pool12x3493966tlzlav2vacw5vgdr6avnl5lreclgw53mrhn6s75vcv,ABI,140272.947657,95000.0,95000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,100.02607836979321,100.02607836979321,0.09897632942138458,losing,False,64070000.0,100.03619055874617,100.03619055874617,0.098986335485416,losing,False
pool12yx6zskxnvkwajm22u823y5e77p5ysaz6p3tyx6x3d75xm0x45j,,46247.467274,25000.0,25000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,32.9773346635256,32.9773346635256,0.032631245694043326,losing,False,64070000.0,32.978577526331776,32.978577526331776,0.032632475513311804,losing,False
pool12z39rkzfylvn9wfe8j6x9ucq6g2l4mw4azj70y0gd8ejczznyj3,BRAVO,660173.43922,310000.0,310000.0,0.01,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,470.84634870967847,402.13603096155595,0.3979157127955426,losing,False,64070000.0,471.103069672112,402.2579420567264,0.39803634446392716,losing,False
pool130f7tnlumxe5yuzsqqphy00cal8yugh5x66zgnz48zqyypns0k3,2PCT,2671481.874977,400000.0,400000.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,1905.8148298558986,601.0761984152041,0.5947680524048496,losing,False,64070000.0,1907.9586671304635,601.4336512091055,0.5951217538201043,losing,False
pool130sxcuaxh2yc4chs68c4jsep4v7zfhgdqutm60ngdvt9sa2ga06,,3207538.805907,600.0,600.0,0.02,340.0,32040000000.0,29700000.0,0.3,1010.6060606060606,0.11,213580000.0,2287.1406608741995,379.2997593926902,0.3753191022476395,losing,False,64070000.0,2287.1451580927246,379.29985016148237,0.3753191920638356,losing,False
