pool_id,ticker,sigma_ada,fixed_cost_ada,margin,pledge_met,f_ada_rho_0p003,f_ada_rho_0p0042,member_apr_rho_0p003,member_apr_rho_0p0042,f_gt_c_rho_0p003,f_gt_c_rho_0p0042
pool1258yqnsegc3k7raqcdkxu4893aqexxljflmg9g96yfha2qytayv,1PCT2,560337.048234,340.0,0.01,True,166.4465339486959,233.02514752817424,0.0,0.0,False,False
pool125kh7e0y9lwya4sz5etmsk7hvga9jtfpuhw00vz9zvk6sh8xh5r,CHOCO,7757931.71301,170.0,0.0,True,2304.154411364696,3225.816175910574,0.020081805021351054,0.028754388294933986,True,True
pool1263z8symvqmmsg876y2lzluv29am2v9fpzka9sf3nrhz7uwlzap,LION,297273.492819,170.0,0.005,True,88.28902126414872,123.60462976980818,0.0,0.0,False,False
pool126f65lklaqw39jgx9wl8klqtx99evewxk0x5yc2jzzp5wfs8fde,XPPX,536845.683641,340.0,0.0,True,159.4976322934556,223.2966852108378,0.0,0.0,False,False
pool126kcx3ve6xedpdk8gm9gtgs5x2h77tuwe5hjjcrp2nshu2xv8l3,ADAAF,2939.165647,340.0,0.0799,True,0.8729181678712763,1.2220854350197867,0.0,0.0,False,False
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,NAP,18131001.028506,340.0,0.03,True,5385.229363400585,7539.321108760818,0.019703969497366084,0.028116700611833776,True,True
pool126ugnr0nxjxz72jrlzrqetqx0exn43t5w67u9vuq23xex4ym7dv,,109.61171,345.0,0.15,True,0.032554108707734696,0.045575752190828565,0.0,0.0,False,False
pool126ut5j5qz5wg09sjxrjugmjhqyslgam9cyj7a275y99l6n3gql0,BIOME,5516.81282,340.0,0.02,False,0.0,0.0,0.0,0.0,False,False
pool127cp6le6v4hs453tkwnjd6ua9fcmmh7y5zc44zx752yzklgcrcq,IPMCo,1442.48367,340.0,0.06,True,0.42841043089512443,0.5997746032531741,0.0,0.0,False,False
pool127gdv243hfcrapslaqq0nnh64u2gts72gtrt4888g6g2z0zsu64,TTS17,1165746.560976,340.0,0.01,True,346.2572885679914,484.7602039951879,0.00038791814614501634,0.008974351967183384,True,True
pool127jufnlxk4n6he84qjf8ppzmxs9sjnqlhulnuzsk0uc0whtl9sn,WILDR,31110.339119,340.0,0.0,True,9.239782027343873,12.935694838281421,0.0,0.0,False,False
