a0,sum_f_ada,sum_f_baseline_a0_0.3,savings_vs_baseline_ada,savings_vs_baseline_pct_of_R,unallocated_pct_of_R
0.409000,6069699.8401404396,6512525.2186889034,442825.3785484638,2.95877676,59.44476602
0.410000,6065954.1638302570,6512525.2186889034,446571.0548586464,2.98380383,59.46979309
0.411000,6062213.7967706975,6512525.2186889034,450311.4219182059,3.00879542,59.49478468
0.412000,6058478.7276814580,6512525.2186889034,454046.4910074454,3.03375161,59.51974087
0.413000,6054748.9453142360,6512525.2186889034,457776.2733746674,3.05867248,59.54466174
0.414000,6051024.4384524468,6512525.2186889034,461500.7802364565,3.08355810,59.56954736
0.415000,6047305.1959113339,6512525.2186889034,465220.0227775695,3.10840855,59.59439781
0.416000,6043591.2065376462,6512525.2186889034,468934.0121512571,3.13322390,59.61921315
0.417000,6039882.4592096405,6512525.2186889034,472642.7594792629,3.15800422,59.64399348
0.418000,6036178.9428370018,6512525.2186889034,476346.2758519016,3.18274959,59.66873885
0.419000,6032480.6463605678,6512525.2186889034,480044.5723283356,3.20746008,59.69344934
0.420000,6028787.5587524110,6512525.2186889034,483737.6599364923,3.23213577,59.71812503
0.421000,6025099.6690156013,6512525.2186889034,487425.5496733021,3.25677673,59.74276599
0.422000,6021416.9661842203,6512525.2186889034,491108.2525046831,3.28138304,59.76737229
0.423000,6017739.4393230630,6512525.2186889034,494785.7793658404,3.30595476,59.79194401
0.424000,6014067.0775277484,6512525.2186889034,498458.1411611550,3.33049196,59.81648122
0.425000,6010399.8699243991,6512525.2186889034,502125.3487645043,3.35499474,59.84098399
0.426000,6006737.8056697296,6512525.2186889034,505787.4130191738,3.37946314,59.86545240
0.427000,6003080.8739508269,6512525.2186889034,509444.3447380764,3.40389725,59.88988651
0.428000,5999429.0639850153,6512525.2186889034,513096.1547038881,3.42829714,59.91428640
0.429000,5995782.3650198560,6512525.2186889034,516742.8536690474,3.45266288,59.93865214
0.430000,5992140.7663329672,6512525.2186889034,520384.4523559362,3.47699454,59.96298380
0.431000,5988504.2572319414,6512525.2186889034,524020.9614569619,3.50129220,59.98728146
0.432000,5984872.8270542445,6512525.2186889034,527652.3916346589,3.52555592,60.01154518
0.433000,5981246.4651671108,6512525.2186889034,531278.7535217926,3.54978578,60.03577503
0.434000,5977625.1609673984,6512525.2186889034,534900.0577215049,3.57398184,60.05997110
0.435000,5974008.9038815144,6512525.2186889034,538516.3148073889,3.59814418,60.08413344
0.436000,5970397.6833654502,6512525.2186889034,542127.5353234531,3.62227287,60.10826212
0.437000,5966791.4889043458,6512525.2186889034,545733.7297845576,3.64636797,60.13235723
0.438000,5963190.3100127494,6512525.2186889034,549334.9086761540,3.67042957,60.15641882
0.439000,5959594.1362342583,6512525.2186889034,552931.0824546451,3.69445772,60.18044698
0.440000,5956002.9571415763,6512525.2186889034,556522.2615473270,3.71845250,60.20444176
0.441000,5952416.7623363268,6512525.2186889034,560108.4563525766,3.74241397,60.22840323
0.442000,5948835.5414489713,6512525.2186889034,563689.6772399321,3.76634222,60.25233147
0.443000,5945259.2841387419,6512525.2186889034,567265.9345501615,3.79023730,60.27622655
0.444000,5941687.9800934717,6512525.2186889034,570837.2385954317,3.81409928,60.30008854
0.445000,5938121.6190295797,6512525.2186889034,574403.5996593237,3.83792823,60.32391749
0.446000,5934560.1906919219,6512525.2186889034,577965.0279969815,3.86172423,60.34771349
0.447000,5931003.6848536804,6512525.2186889034,581521.5338352229,3.88548734,60.37147659
0.448000,5927452.0913163479,6512525.2186889034,585073.1273725554,3.90921762,60.39520688
0.449000,5923905.3999094944,6512525.2186889034,588619.8187794089,3.93291515,60.41890441
0.450000,5920363.6004907517,6512525.2186889034,592161.6181981517,3.95658000,60.44256926
0.451000,5916826.6829458121,6512525.2186889034,595698.5357430913,3.98021222,60.46620148
0.452000,5913294.6371881329,6512525.2186889034,599230.5815007705,4.00381190,60.48980116
0.453000,5909767.4531589197,6512525.2186889034,602757.7655299837,4.02737909,60.51336835
0.454000,5906245.1208271906,6512525.2186889034,606280.0978617128,4.05091386,60.53690312
0.455000,5902727.6301893163,6512525.2186889034,609797.5884995870,4.07441629,60.56040554
0.456000,5899214.9712694054,6512525.2186889034,613310.2474194979,4.09788643,60.58387568
0.457000,5895707.1341187414,6512525.2186889034,616818.0845701620,4.12132435,60.60731361
0.458000,5892204.1088160649,6512525.2186889034,620321.1098728385,4.14473012,60.63071938
0.459000,5888705.8854671549,6512525.2186889034,623819.3332217485,4.16810381,60.65409307
0.460000,5885212.4542050427,6512525.2186889034,627312.7644838607,4.19144548,60.67743473
0.461000,5881723.8051896719,6512525.2186889034,630801.4134992315,4.21475519,60.70074445
0.462000,5878239.9286080003,6512525.2186889034,634285.2900809031,4.23803302,60.72402228
0.463000,5874760.8146737432,6512525.2186889034,637764.4040151602,4.26127903,60.74726828
0.464000,5871286.4536273628,6512525.2186889034,641238.7650615405,4.28449328,60.77048253
0.465000,5867816.8357359888,6512525.2186889034,644708.3829529146,4.30767583,60.79366509
0.466000,5864351.9512932962,6512525.2186889034,648173.2673956072,4.33082676,60.81681602
0.467000,5860891.7906194665,6512525.2186889034,651633.4280694369,4.35394613,60.83993539
0.468000,5857436.3440609928,6512525.2186889034,655088.8746279106,4.37703400,60.86302326
0.469000,5853985.6019906830,6512525.2186889034,658539.6166982204,4.40009044,60.88607970
0.470000,5850539.5548075475,6512525.2186889034,661985.6638813559,4.42311551,60.90910477
0.471000,5847098.1929366821,6512525.2186889034,665427.0257522212,4.44610927,60.93209853
0.472000,5843661.5068292469,6512525.2186889034,668863.7118596565,4.46907179,60.95506105
0.473000,5840229.4869622597,6512525.2186889034,672295.7317266436,4.49200313,60.97799239
0.474000,5836802.1238386668,6512525.2186889034,675723.0948502365,4.51490336,61.00089262
0.475000,5833379.4079870777,6512525.2186889034,679145.8107018257,4.53777254,61.02376180
0.476000,5829961.3299618838,6512525.2186889034,682563.8887270195,4.56061073,61.04659999
0.477000,5826547.8803429222,6512525.2186889034,685977.3383459812,4.58341799,61.06940725
0.478000,5823139.0497356327,6512525.2186889034,689386.1689532707,4.60619440,61.09218365
0.479000,5819734.8287708266,6512525.2186889034,692790.3899180768,4.62894000,61.11492925
0.480000,5816335.2081046058,6512525.2186889034,696190.0105842976,4.65165486,61.13764412
0.481000,5812940.1784183495,6512525.2186889034,699585.0402705539,4.67433905,61.16032831
0.482000,5809549.7304186160,6512525.2186889034,702975.4882702874,4.69699263,61.18298189
0.483000,5806163.8548369259,6512525.2186889034,706361.3638519775,4.71961565,61.20560491
0.484000,5802782.5424298495,6512525.2186889034,709742.6762590539,4.74220819,61.22819745
0.485000,5799405.7839789279,6512525.2186889034,713119.4347099755,4.76477030,61.25075956
0.486000,5796033.5702903597,6512525.2186889034,716491.6483985437,4.78730204,61.27329130
0.487000,5792665.8921951884,6512525.2186889034,719859.3264937149,4.80980348,61.29579274
0.488000,5789302.7405490624,6512525.2186889034,723222.4781398410,4.83227467,61.31826393
0.489000,5785944.1062322110,6512525.2186889034,726581.1124566924,4.85471569,61.34070494
0.490000,5782589.9801493622,6512525.2186889034,729935.2385395411,4.87712657,61.36311583
0.491000,5779240.3532295972,6512525.2186889034,733284.8654593062,4.89950740,61.38549666
0.492000,5775895.2164263306,6512525.2186889034,736630.0022625728,4.92185823,61.40784749
0.493000,5772554.5607172586,6512525.2186889034,739970.6579716448,4.94417911,61.43016837
0.494000,5769218.3771041762,6512525.2186889034,743306.8415847272,4.96647012,61.45245938
0.495000,5765886.6566129997,6512525.2186889034,746638.5620759036,4.98873130,61.47472056
0.496000,5762559.3902935712,6512525.2186889034,749965.8283953322,5.01096272,61.49695198
0.497000,5759236.5692197429,6512525.2186889034,753288.6494691605,5.03316445,61.51915370
0.498000,5755918.1844891487,6512525.2186889034,756607.0341997547,5.05533653,61.54132578
0.499000,5752604.2272231570,6512525.2186889034,759920.9914657464,5.07747902,61.56346828
0.500000,5749294.6885668617,6512525.2186889034,763230.5301220417,5.09959200,61.58558125
0.501000,5745989.5596889202,6512525.2186889034,766535.6589999832,5.12167551,61.60766476
0.502000,5742688.8317815112,6512525.2186889034,769836.3869073922,5.14372961,61.62971887
0.503000,5739392.4960602829,6512525.2186889034,773132.7226286205,5.16575437,61.65174363
0.504000,5736100.5437642196,6512525.2186889034,776424.6749246838,5.18774984,61.67373909
0.505000,5732812.9661555933,6512525.2186889034,779712.2525333101,5.20971608,61.69570533
0.506000,5729529.7545198770,6512525.2186889034,782995.4641690264,5.23165314,61.71764240
0.507000,5726250.9001656901,6512525.2186889034,786274.3185232133,5.25356110,61.73955036
0.508000,5722976.3944247365,6512525.2186889034,789548.8242641669,5.27544000,61.76142925
0.509000,5719706.2286515897,6512525.2186889034,792818.9900373137,5.29728990,61.78327916
0.510000,5716440.3942238502,6512525.2186889034,796084.8244650532,5.31911086,61.80510012
0.511000,5713178.8825419042,6512525.2186889034,799346.3361469992,5.34090294,61.82689219
0.512000,5709921.6850288026,6512525.2186889034,802603.5336601008,5.36266619,61.84865544
0.513000,5706668.7931304248,6512525.2186889034,805856.4255584786,5.38440067,61.87038993
0.514000,5703420.1983151436,6512525.2186889034,809105.0203737598,5.40610644,61.89209570
0.515000,5700175.8920738483,6512525.2186889034,812349.3266150551,5.42778356,61.91377282
0.516000,5696935.8659199877,6512525.2186889034,815589.3527689157,5.44943208,61.93542134
0.517000,5693700.1113892104,6512525.2186889034,818825.1072996929,5.47105206,61.95704132
0.518000,5690468.6200396605,6512525.2186889034,822056.5986492429,5.49264355,61.97863281
0.519000,5687241.3834515996,6512525.2186889034,825283.8352373037,5.51420662,62.00019588
0.520000,5684018.3932274748,6512525.2186889034,828506.8254614286,5.53574131,62.02173057
0.521000,5680799.6409917977,6512525.2186889034,831725.5776971057,5.55724769,62.04323695
0.522000,5677585.1183911394,6512525.2186889034,834940.1002977639,5.57872581,62.06471506
0.523000,5674374.8170939311,6512525.2186889034,838150.4015949722,5.60017572,62.08616497
0.524000,5671168.7287905766,6512525.2186889034,841356.4898983268,5.62159748,62.10758673
0.525000,5667966.8451931989,6512525.2186889034,844558.3734957045,5.64299114,62.12898040
0.526000,5664769.1580356471,6512525.2186889034,847756.0606532563,5.66435677,62.15034603
0.527000,5661575.6590734757,6512525.2186889034,850949.5596154276,5.68569442,62.17168367
0.528000,5658386.3400837462,6512525.2186889034,854138.8786051571,5.70700413,62.19299339
0.529000,5655201.1928650895,6512525.2186889034,857324.0258238139,5.72828597,62.21427523
0.530000,5652020.2092375932,6512525.2186889034,860505.0094513102,5.74954000,62.23552925
0.531000,5648843.3810426211,6512525.2186889034,863681.8376462823,5.77076625,62.25675551
0.532000,5645670.7001429871,6512525.2186889034,866854.5185459163,5.79196480,62.27795406
0.533000,5642502.1584225884,6512525.2186889034,870023.0602663150,5.81313569,62.29912495
0.534000,5639337.7477865526,6512525.2186889034,873187.4709023507,5.83427898,62.32026824
0.535000,5636177.4601611560,6512525.2186889034,876347.7585277474,5.85539472,62.34138398
0.536000,5633021.2874935837,6512525.2186889034,879503.9311953196,5.87648297,62.36247222
0.537000,5629869.2217520503,6512525.2186889034,882655.9969368530,5.89754377,62.38353303
0.538000,5626721.2549256887,6512525.2186889034,885803.9637632146,5.91857719,62.40456645
0.539000,5623577.3790243473,6512525.2186889034,888947.8396645561,5.93958327,62.42557253
0.540000,5620437.5860787164,6512525.2186889034,892087.6326101869,5.96056207,62.44655133
0.541000,5617301.8681401704,6512525.2186889034,895223.3505487330,5.98151365,62.46750291
0.542000,5614170.2172806608,6512525.2186889034,898355.0014082426,6.00243805,62.48842731
0.543000,5611042.6255927039,6512525.2186889034,901482.5930961994,6.02333533,62.50932459
0.544000,5607919.0851893304,6512525.2186889034,904606.1334995730,6.04420554,62.53019480
0.545000,5604799.5882039536,6512525.2186889034,907725.6304849498,6.06504873,62.55103799
0.546000,5601684.1267903363,6512525.2186889034,910841.0918985670,6.08586496,62.57185422
0.547000,5598572.6931225937,6512525.2186889034,913952.5255663097,6.10665428,62.59264354
0.548000,5595465.2793949768,6512525.2186889034,917059.9392939266,6.12741674,62.61340600
0.549000,5592361.8778219325,6512525.2186889034,920163.3408669708,6.14815239,62.63414165
0.550000,5589262.4806380207,6512525.2186889034,923262.7380508827,6.16886129,62.65485054
0.551000,5586167.0800978411,6512525.2186889034,926358.1385910623,6.18954348,62.67553274
0.552000,5583075.6684758412,6512525.2186889034,929449.5502130622,6.21019902,62.69618827
0.553000,5579988.2380665075,6512525.2186889034,932536.9806223959,6.23082796,62.71681721
0.554000,5576904.7811840801,6512525.2186889034,935620.4375048233,6.25143034,62.73741960
0.555000,5573825.2901625978,6512525.2186889034,938699.9285263056,6.27200623,62.75799549
0.556000,5570749.7573557924,6512525.2186889034,941775.4613331109,6.29255568,62.77854494
0.557000,5567678.1751370551,6512525.2186889034,944847.0435518483,6.31307872,62.79906798
0.558000,5564610.5358993364,6512525.2186889034,947914.6827895669,6.33357543,62.81956468
0.559000,5561546.8320551217,6512525.2186889034,950978.3866337817,6.35404583,62.84003509
0.560000,5558487.0560363512,6512525.2186889034,954038.1626525521,6.37449000,62.86047925
0.561000,5555431.2002943344,6512525.2186889034,957094.0183945689,6.39490797,62.88089722
0.562000,5552379.2572997836,6512525.2186889034,960145.9613891197,6.41529979,62.90128905
0.563000,5549331.2195425490,6512525.2186889034,963193.9991463544,6.43566552,62.92165478
0.564000,5546287.0795318317,6512525.2186889034,966238.1391570717,6.45600521,62.94199447
0.565000,5543246.8297959063,6512525.2186889034,969278.3888929971,6.47631891,62.96230817
0.566000,5540210.4628820773,6512525.2186889034,972314.7558068261,6.49660666,62.98259592
0.567000,5537177.9713567970,6512525.2186889034,975347.2473321063,6.51686852,63.00285778
0.568000,5534149.3478054125,6512525.2186889034,978375.8708834909,6.53710454,63.02309379
0.569000,5531124.5848321654,6512525.2186889034,981400.6338567380,6.55731476,63.04330401
0.570000,5528103.6750601474,6512525.2186889034,984421.5436287560,6.57749923,63.06348849
0.571000,5525086.6111312527,6512525.2186889034,987438.6075576507,6.59765801,63.08364727
0.572000,5522073.3857061053,6512525.2186889034,990451.8329827981,6.61779114,63.10378040
0.573000,5519063.9914639210,6512525.2186889034,993461.2272249823,6.63789867,63.12388793
0.574000,5516058.4211026346,6512525.2186889034,996466.7975862687,6.65798066,63.14396991
0.575000,5513056.6673385957,6512525.2186889034,999468.5513503077,6.67803714,63.16402640
0.576000,5510058.7229067767,6512525.2186889034,1002466.4957821267,6.69806817,63.18405743
0.577000,5507064.5805604551,6512525.2186889034,1005460.6381284483,6.71807379,63.20406305
0.578000,5504074.2330713738,6512525.2186889034,1008450.9856175296,6.73805406,63.22404332
0.579000,5501087.6732295128,6512525.2186889034,1011437.5454593906,6.75800903,63.24399828
0.580000,5498104.8938431460,6512525.2186889034,1014420.3248457573,6.77793873,63.26392799
0.581000,5495125.8877387363,6512525.2186889034,1017399.3309501670,6.79784322,63.28383248
0.582000,5492150.6477608932,6512525.2186889034,1020374.5709280102,6.81772255,63.30371181
0.583000,5489179.1667722687,6512525.2186889034,1023346.0519166347,6.83757676,63.32356602
0.584000,5486211.4376535919,6512525.2186889034,1026313.7810353115,6.85740591,63.34339516
0.585000,5483247.4533035075,6512525.2186889034,1029277.7653853958,6.87721003,63.36319929
0.586000,5480287.2066386044,6512525.2186889034,1032238.0120502990,6.89698918,63.38297843
0.587000,5477330.6905933237,6512525.2186889034,1035194.5280955797,6.91674340,63.40273266
0.588000,5474377.8981198939,6512525.2186889034,1038147.3205690095,6.93647274,63.42246200
0.589000,5471428.8221882433,6512525.2186889034,1041096.3965006601,6.95617725,63.44216651
0.590000,5468483.4557861183,6512525.2186889034,1044041.7629027851,6.97585698,63.46184623
0.591000,5465541.7919187136,6512525.2186889034,1046983.4267701898,6.99551196,63.48150122
0.592000,5462603.8236089479,6512525.2186889034,1049921.3950799555,7.01514226,63.50113151
0.593000,5459669.5438971845,6512525.2186889034,1052855.6747917188,7.03474791,63.52073716
0.594000,5456738.9458412966,6512525.2186889034,1055786.2728476068,7.05432895,63.54031821
0.595000,5453812.0225164769,6512525.2186889034,1058713.1961724265,7.07388545,63.55987471
0.596000,5450888.7670153892,6512525.2186889034,1061636.4516735142,7.09341744,63.57940670
0.597000,5447969.1724479282,6512525.2186889034,1064556.0462409751,7.11292497,63.59891423
0.598000,5445053.2319412474,6512525.2186889034,1067471.9867476560,7.13240808,63.61839734
0.599000,5442140.9386397004,6512525.2186889034,1070384.2800492030,7.15186683,63.63785608
0.600000,5439232.2857047739,6512525.2186889034,1073292.9329841295,7.17130125,63.65729050
