pool_id,ticker,sigma_ada,declared_pledge_ada,active_pledge_ada,fixed_cost_ada,margin,declared_pledge_met,f_ada_a0_0p3,pi_ada_a0_0p3,U_ada_a0_0p3,coverage_ratio_a0_0p3,category_a0_0p3,f_ada_a0_0p6,pi_ada_a0_0p6,U_ada_a0_0p6,coverage_ratio_a0_0p6,category_a0_0p6,delta_U_ada,delta_r
pool190gglea2zvf8vch44jnmpkzljyzvk3u84gpaj4l4ypwc2lpf27m,,653.014581,1101.148896,1.323235,345.0,0.05,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool190vx20f4ptv93u8em69pl74y6kux0mgl6kpzwmq6xvx8qvza429,,0.68645,121000.0,0.0,340.0,0.01,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool192ez0m2xn67tz4kx9casumhdkq9fz96rc6ja4ndl49v8ycnuwe3,,2832.231589,111.0,111.0,340.0,0.0,True,0.8411583940757908,0.8411583940757908,-740.2699527170354,0.0011349963338353997,losing_lt_025,0.6834414772355322,0.6834414772355322,-740.4276696338757,0.0009221849018170598,losing_lt_025,-0.1577169168402861,-0.00021281143201833997
pool192pfftt48zc4x5aellvpufk6l6zxllpldw0rx82vrhqrqfhhqs2,EMUR5,52687543.26576,500.0,1799.666354,170.0,0.015,True,15647.956512540302,402.6901032310691,-338.4210078800421,0.5433599593822521,losing_050_075,12713.989265129781,358.5818812494787,-382.5292298616325,0.4838436178778573,losing_025_050,-44.10822198159036,-0.05951634150439483
pool192ve6p5958dam7hr3e656cuq5cucz5gnpfazlqr9kpc962gj07z,,862.976284,0.0,860.402823,340.0,0.0,True,0.2562994666195664,0.2562994666195664,-740.8548116444916,0.00034583136425428743,losing_lt_025,0.20824331662839768,0.20824331662839768,-740.9028677944827,0.00028098798345660853,losing_lt_025,-0.04805614999111185,-6.48433807976789e-05
pool192xshj2cu50qfy2pm5cck8lnm9lxv2tjquznqjdkkzw6y5hnzl6,STEEL,11625.848783,10000.0,10017.022851,340.0,0.0,True,3.4528353059944648,3.4528353059944648,-737.6582758051168,0.0046589981640105214,losing_lt_025,2.805443881651801,2.805443881651801,-738.3056672294593,0.0037854565119739437,losing_lt_025,-0.6473914243425725,-0.0008735416520365778
pool1935erruagz8y3lkq5fycd7jk7ye9ldp86638nntmmwp9558jmhf,CASBA,12003.172185,11000.0,11022.446109,340.0,0.01,True,3.564892394437775,3.564892394437775,-737.5462187166735,0.004810199632674658,losing_lt_025,2.8964853919183726,2.8964853919183726,-738.2146257191928,0.0039083011285255395,losing_lt_025,-0.6684070025193023,-0.0009018985041491182
pool193cdhdpaedcev7x6qps3eps7s4sh2v8k6v9yr4tc2ulujq4982d,14ALL,887.126951,500.0,507.449333,340.0,0.01,True,0.26347231152690226,0.26347231152690226,-740.8476387995843,0.0003555098656285038,losing_lt_025,0.21407143386014968,0.21407143386014968,-740.8970396772511,0.0002888520097063489,losing_lt_025,-0.04940087766681245,-6.66578559221549e-05
pool193eeqrm9vfx5y7d7u7766zskcr0ss0pnypy8sn30mlar29s49zv,,19335.41357,1000000.0,5772.369729,340.0,0.015,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap,ALLEY,1962556.637911,10000.0,10176.37411,170.0,0.01,True,582.891553580275,176.248457691467,-564.8626534196442,0.23781650962866607,losing_lt_025,473.61762184456086,174.59477034109568,-566.5163407700155,0.23558514738678574,losing_lt_025,-1.6536873503713423,-0.002231362241880336
pool193spq4aagtqthqxnwzat2n53ugjkyx8d42wqu6wm8lckj056y0t,,69.054961,50.0,66.420469,340.0,0.05,True,0.020508965245960166,0.020508965245960166,-741.0906021458652,2.767326644882181e-05,losing_lt_025,0.01666353515198293,0.01666353515198293,-741.0944475759592,2.248453019008191e-05,losing_lt_025,-0.0038454300939747554,-5.188736258739897e-06
pool193uec04jldvah7r52q86wl033g4v42x0aste8jfg9999qepaxfp,0AAAA,42118409.551902,50000.0,62960.552975,170.0,0.01,True,12511.367414103179,311.6776383285458,-429.4334727825654,0.42055453447629865,losing_025_050,10167.451382497786,284.7697215106102,-456.341389600501,0.38424700053905425,losing_025_050,-26.907916817935586,-0.036307533937244396
pool194lhpd5e6a8n8n0zce5hg9f5279pqecd86yl0ytf8nztk2x9unv,ARTMS,144083.220374,6000.0,7252.980925,170.0,0.0,True,42.79291906658542,42.79291906658542,-698.3181920445257,0.05774156995491285,losing_lt_025,34.77002042377007,34.77002042377007,-706.3410906873411,0.04691606953732093,losing_lt_025,-8.022898642815335,-0.010825500417591921
pool194rde70lnsrdu692j6hzrth2ka08l2t4g9mj0xl8tyfmuny7faj,COW,9.618398,100.0,9.618398,345.0,0.05,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool194usk2h8vcq6yw89xs5asrvw22g08kcfy72xyfrnnkg6qrhtlfw,AUTO,200831.619675,100.0,1426.804391,170.0,0.0,True,59.64596926400165,59.64596926400165,-681.4651418471095,0.08048181759760342,losing_lt_025,48.46236877054536,48.46236877054536,-692.6487423405658,0.06539150208919163,losing_lt_025,-11.18360049345631,-0.015090315508411792
pool194x3sx05hac6fhy37a7umfj55uaac4qf2ysp5fl2gyq2x7n4n98,ECX,421.986517,10.0,27.62183,340.0,0.0,True,0.12532780485275388,0.12532780485275388,-740.9857833062584,0.00016910798255993776,losing_lt_025,0.10182884528982919,0.10182884528982919,-741.0092822658214,0.00013740024102075902,losing_lt_025,-0.023498959562971322,-3.1707741539178735e-05
pool195gdnmj6smzuakm4etxsxw3fgh8asqc4awtcskpyfnkpcvh2v8t,SUNNY,30238080.275151,1000.0,581645.513467,340.0,0.02,True,8980.587275013453,675.6938994257104,-65.41721168540084,0.9117308987753212,losing_075_100,7296.755395494876,610.2756504546606,-130.83546065645055,0.8234603979148344,losing_075_100,-65.4182489710497,-0.08827050086048682
pool196e8g7evuyf84jz4gr6f4xacudmupxs3ad323krx9e4xse6cf8y,,0.0,2000.0,126.660459,345.0,0.02,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool196fz9gd7n0jnn2rwpcqqdyf9j5q3na6qwhhy0k6j9ysx5f3u7r4,,22.424605,5.0,22.424605,340.0,0.02,True,0.0066599911186672285,0.0066599911186672285,-741.1044511199925,8.986494762819347e-06,losing_lt_025,0.005411242865269144,0.005411242865269144,-741.1056998682459,7.301527104561063e-06,losing_lt_025,-0.0012487482533742877,-1.6849676582582842e-06
pool196tul7axlt0qzqvs7rx4glfdkpsjlsh68tdkl7y87q3uztcvd5k,ARM,5.879394,5.0,5.879394,340.0,0.015,True,0.0017461494348633368,0.0017461494348633368,-741.1093649616763,2.35612367522789e-06,losing_lt_025,0.0014187464199321785,0.0014187464199321785,-741.1096923646912,1.9143504916626092e-06,losing_lt_025,-0.00032740301492140134,-4.4177318356528096e-07
pool197na7w0h8hjc8wdvwys7nsalhtpctefa3m23udeqxpfk6nzq8l9,,78580631.443634,0.0,76585.327202,340.0,0.03,True,23025.38744701054,1042.0077069395925,300.8965958284813,1.4060074006681156,edge,18708.127300696066,908.4084945542953,167.29738344318412,1.225738598349124,edge,-133.59921238529716,-0.18026880231899156
pool197rexraxmzk5mv36h2yfy8p4lwxzlqyenjk50r0q8dchz4gp26j,AADA,44600.133991,100000.0,0.0,340.0,0.023,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool1980svf2cxnfy66s5jgjv7y22xud75z9kfe6n0c3y54s62w56435,HYPE,1213236.681932,25000.0,25074.950379,340.0,0.0,True,360.3591331046857,340.4207787812239,-400.6903323298873,0.45933838216357037,losing_025_050,292.81954298350144,292.81954298350144,-448.29156812760976,0.39510882861342017,losing_025_050,-47.60123579772244,-0.0642295535501502
pool198wj6nckft025tvkthdpamw6xxwdftactw34fag60d2xxa2qz7y,,0.0,500.0,0.0,340.0,0.02,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool199a44nvtjr0c5xlanz4p5c0nywu8l6k5hz3t2he0hq7wvljnsrt,ALoop,918190.240234,25000.0,25456.9646,170.0,0.0,True,272.72339519434007,172.84802181559638,-568.2630892955149,0.2332282153433834,losing_lt_025,221.6086161447092,171.4308567622283,-569.680254348883,0.23131599862969332,losing_lt_025,-1.4171650533680804,-0.0019122167136900736
pool19ae6xhzsscypyha0sszv90xwjsh20hxecxjpcqynshfawvwxqnn,GENE,4608870.711703,1000000.0,1387679.729101,170.0,0.018,True,1373.0264138971525,547.3524314264204,-193.75867968469083,0.7385565041735807,losing_050_075,1119.0092912148339,467.6750629490306,-273.4360481620806,0.6310458120751536,losing_050_075,-79.67736847738979,-0.10751069209842701
pool19asxjgd6ah9ddzauwede4wpt9vsp6s4ax5nz297wt47evc9sn7z,,30088506.927409,7890000.0,8062501.672268,500.0,0.0215,True,9165.18133689345,2958.2979403204445,2217.186829209333,3.991706366249475,comfortable,7632.814032262365,2523.5678126599537,1782.4567015488424,3.4051139900958893,comfortable,-434.7301276604908,-0.5865923761535856
pool19at4pzt6ghethuls7ehr0v5x65cg7mj0zun79eenefa074yfcz8,,100007.457236,75000.0,84725.705542,170.0,0.0,True,29.70385831227018,29.70385831227018,-711.407252798841,0.040080168637246116,losing_lt_025,24.136142976704377,24.136142976704377,-716.9749681344068,0.032567509263918944,losing_lt_025,-5.567715335565822,-0.007512659373327173
pool19c39hucr2p6ra4v6c5qwqt4zgc6ugchu7cs4yal7ndetsnrmzju,FAIL,0.0,0.0,0.0,340.0,0.0,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19ccud9eawdghzqg8425g8upxqws9r64f35f3cvv3vpxdcl879cn,,0.0,4410.0,0.0,340.0,0.05,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19cfmy93acrj292lwhak0laxrlt88ndausl3fhdgq8pckxnxc6le,,0.0,42.0,0.0,340.0,0.0,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19clgr0yxjs8pqmlsmfzu6hg5muy5ws2rze5hlesg0v7tvyhcgxh,ACUDA,57013.365555,25000.0,27823.52232,340.0,0.01,True,16.933593258453882,16.933593258453882,-724.1775178526573,0.022848926435694892,losing_lt_025,13.759292271837248,13.759292271837248,-727.351818839274,0.018565761686137213,losing_lt_025,-3.174300986616686,-0.004283164749557679
pool19d5anp46tkzvf8xmqmxrtedr6lvw55snk65zfep2srsd2qe2wcc,ADAC2,38.907291,10000.0,36.920446,340.0,0.0,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19ddv2pe786q8zqjzvw50u60y2aau7wl76sg3pnkc4j92wcx2kp2,NEXUS,4067.003192,1000.0,1342.823416,170.0,0.0,True,1.2078823137886479,1.2078823137886479,-739.9032287973225,0.0016298262105094196,losing_lt_025,0.9814072438477869,0.9814072438477869,-740.1297038672634,0.0013242376603643299,losing_lt_025,-0.22647506994087507,-0.0003055885501450897
pool19dn4vmk5ayatdjshpnyvxy6w4fef0zfl585sfpls6l2wvn0xxjn,MJ23,38760.991338,10000.0,38098.955857,340.0,0.015,True,11.512143360324162,11.512143360324162,-729.598967750787,0.015533626723076078,losing_lt_025,9.353885085639261,9.353885085639261,-731.7572260254719,0.01262143414853873,losing_lt_025,-2.158258274684954,-0.0029121925745373475
pool19egsg4esywdpq8lk5e0r4c8se3mx6k68de2pt2d0fnrs7jntp6m,UPBIT,29572552.127621,200000.0,29152469.356829,340.0,1.0,True,8789.662904257415,8789.662904257415,8048.551793146304,11.86011486331585,strong,7147.100740849769,7147.100740849769,6405.989629738658,9.643764118088143,strong,-1642.562163407646,-2.2163507452277074
pool19ejln2jcpg5dphc8m5nh8sya49sycsqj0v2cjxw6nku966cc8nu,POP,13600011.035604,50000.0,54793.484161,340.0,0.05,True,4039.911639022645,539.1569305556438,-201.95418055546736,0.7274981071965209,losing_050_075,3283.06123926193,498.4175785893972,-242.69353252171402,0.6725274673620051,losing_050_075,-40.73935196624666,-0.05497063983451578
pool19f6742plmyxw4w4tzhew003q67cf2w7c66v28mtk6f7fxf80ak7,,516.461389,2.0,516.461389,340.0,0.03,True,0.1533863467686615,0.1533863467686615,-740.9577247643425,0.0002069680840956452,losing_lt_025,0.12462640771030463,0.12462640771030463,-740.986484703401,0.00016816156962409917,losing_lt_025,-0.028759939058431883,-3.880651447154602e-05
pool19f6guwy97mmnxg9dz65rxyj8hq07qxud886hamyu4fgfz7dj9gl,BERRY,32183455.492377,45000.0,150172.168637,340.0,0.015,True,9559.981880117963,520.676032509684,-220.43507860142722,0.70256136320647,losing_050_075,7768.836495017437,485.57650129196617,-255.53460981914503,0.6552006764059513,losing_050_075,-35.09953121771781,-0.04736068680051875
pool19gspsgyjq9hdkm9crrr7n00fn5p62udpcujw5mjv86u0xua9yxr,,0.0,1000.0,0.0,340.0,0.01,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19gz6ffzagyh9daymscvyc64maq2xf4s05w5upthferlnwd7vgr8,SAK01,10137.954961,5550.0,5567.949459,340.0,0.02,True,3.010949147582645,3.010949147582645,-738.1001619635285,0.004062749974249445,losing_lt_025,2.4464199626481626,2.4464199626481626,-738.664691148463,0.003301016441354342,losing_lt_025,-0.5645291849344858,-0.0007617335328951032
pool19gzu2dyp0g9e0nsvtg34fdhrtgr8c5jq37nscalqkh3hsjmas69,,1495.728437,15000.0,1157.816911,340.0,0.0,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19hrn8me383w9atvmjwukjxqsdvr8udpmyxau956hdc53x669j8p,WAV11,58971605.546304,1000.0,58918977.239731,340.0,1.0,True,17514.327813478485,17514.327813478485,16773.216702367376,23.632526285053427,strong,14230.446413566211,14230.446413566211,13489.3353024551,19.2015019073607,strong,-3283.881399912276,-4.431024377692726
pool19ht066hngsjfnv3mfsc8u9fgzl4w5qcrmh8l6zppwph6s2t7jn4,4GOOD,3366748.450739,1000000.0,1034294.187427,170.0,0.02,True,1002.6766512144488,437.3428792286004,-303.7682318825108,0.5901178280445881,losing_050_075,816.9253043544023,377.70472338776136,-363.40638772334984,0.5096465532968294,losing_050_075,-59.63815584083903,-0.08047127474775873
pool19k9grwq9cdswn4k7vxzmwcls24jj3466g4s4xr5vucehcqpslfy,ADV4,41479930.267317,250000.0,254589.883978,340.0,0.0,True,12331.207721229153,413.59800662223466,-327.51310448887654,0.5580782698051142,losing_050_075,10028.762215010327,399.4663692130999,-341.6447418980113,0.5390100933909893,losing_050_075,-14.131637409134783,-0.01906817641412495
pool19kfm6lz5uw7nylq27swr367mqdycmug7tve94l6h3xsz64seqtc,KILN8,39351082.251739,100.0,3995.093193,340.0,0.05,True,11687.071222851539,908.4479650112495,167.3368539001383,1.2257918568367683,edge,9495.749043009737,798.6705070795056,57.55939596839437,1.0776663513816416,edge,-109.77745793174392,-0.1481255054551267
pool19klg32x4wrwh8yfdra6u52qa37meves4r68pxajxwllvzazd37c,TEACH,3045.807206,20000.0,5.081239,340.0,0.03,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht,ETO10,50008175.819413,0.0,0.0,340.0,1.0,True,14852.168045365483,14852.168045365483,14111.056934254371,20.040406657914442,strong,12067.386536859456,12067.386536859456,11326.275425748345,16.282830409555487,strong,-2784.7815085060265,-3.757576248358955
pool19l2vz7pdk09k49lezr9zcmc4j98zc30htuw2rnqk3cceckuce96,,1257.550057,1000.0,1257.550057,340.0,0.01,True,0.37348612039371476,0.37348612039371476,-740.7376249907174,0.0005039542853888205,losing_lt_025,0.3034577133250333,0.3034577133250333,-740.8076533977861,0.00040946318139809586,losing_lt_025,-0.07002840706866209,-9.44911039907246e-05
pool19lz8nyz0jjpdrdtnjaar4untk4th23gpg5s7aegn7480zff4vgq,MS5,28279057.385084,100000.0,102307.252065,340.0,0.025,True,8401.975569829036,569.9866384667495,-171.12447264436173,0.7690974132234999,losing_075_100,6829.239804704554,525.1206861099773,-215.99042500113387,0.7085586469250068,losing_050_075,-44.86595235677214,-0.060538766298493085
pool19m3xzv58uymw76tg4th6q5fwkg9zktc8alvyysr37u04yw86axc,ADAIT,14341.115118,2000.0,2007.61171,340.0,0.015,True,4.259264945566007,4.259264945566007,-736.8518461655452,0.005747134109459379,losing_lt_025,3.460675816247633,3.460675816247633,-737.6504352948635,0.004669577563152728,losing_lt_025,-0.7985891293183158,-0.0010775565463066513
pool19m547w9wkcqm5hcstz67fly4ucz0zsp3dqv4n956xyusy4dlpue,WRM01,4908136.538828,100.0,4744.160892,340.0,0.01,True,1457.6915809687068,352.2464629910549,-388.8646481200563,0.4752950774991745,losing_025_050,1184.3748678305856,349.25175222354443,-391.85935888756677,0.4712542383825936,losing_025_050,-2.994710767510469,-0.004040839116580874
pool19m98gdj84d4kxem5h6ch8fvj92pvauhg0y4ktmzr3mln6c45yly,HOSKY,2535408.312077,25000.0,28459.376182,170.0,0.0269,True,753.0752281880552,192.0535517809137,-549.0575593301975,0.2591427235424622,losing_025_050,611.9322449728185,186.71512555669767,-554.3959855544135,0.2519394497766535,losing_025_050,-5.33842622421605,-0.007203273765808704
pool19mc6suzenqdvmq3ssf3nfzv4xva3wgl83z6syumccdppyar0vga,BNP,9105.83169,2.0,17.451049,345.0,0.06,True,2.7043846587704774,2.7043846587704774,-738.4067264523408,0.0036490947419691596,losing_lt_025,2.197312552252605,2.197312552252605,-738.9137985588586,0.0029648895007906213,losing_lt_025,-0.5070721065178532,-0.0006842052411785383
pool19n2rjlddd0afs02cgd86mehptwaajv5kndtfcuqzdmgzq06lq0n,NAO,3374.64346,100.0,913.771674,340.0,0.05,True,1.0022519270052939,1.0022519270052939,-740.1088591841059,0.0013523639194973978,losing_lt_025,0.8143299964653825,0.8143299964653825,-740.2967811146458,0.0010987960971796764,losing_lt_025,-0.18792193053991468,-0.0002535678223177214
pool19n5ml38q5uedy8kgwwwtlsa3p9tmfcef0lfjp42k7j9d5mpgs2m,SLR,211968.917589,4.0,685.596642,170.0,0.0,True,62.953666706869924,62.953666706869924,-678.1574444042412,0.08494497756549164,losing_lt_025,51.14985499102948,51.14985499102948,-689.9612561200818,0.06901779534021968,losing_lt_025,-11.803811715840538,-0.015927182225271966
pool19nfs9chtv37vfawvpyf0x2shfhns9hpwy3qfckvpm4dmq0nrl8m,,2620.34261,1000.0,1001.730947,340.0,0.0,True,0.7782299847579668,0.7782299847579668,-740.3328811263532,0.0010500854367049026,losing_lt_025,0.6323133756588544,0.6323133756588544,-740.4787977354523,0.0008531964589099983,losing_lt_025,-0.14591660909911752,-0.00019688897779490428
pool19nhmxfd2tts089nx742g8jtc2ynwstkhp2594y0wwp6d5we25f6,,7497.583789,1000.0,5.819891,340.0,1.0,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19peeq2czwunkwe3s70yuvwpsrqcyndlqnxvt67usz98px57z7fk,PREEB,692332.179684,1000.0,19018.939671,170.0,0.0,True,205.619849951475,170.97850684569707,-570.1326042654141,0.23070563142597802,losing_lt_025,167.06677363238927,167.06677363238927,-574.0443374787219,0.2254274306883813,losing_lt_025,-3.911733213307798,-0.005278200737596717
pool19pyfv4xnln8x4l7auw0n0skk3hd97shun707hrw5d4s553ys74x,TITAN,65530744.200463,250000.0,250002.026843,170.0,0.005,True,19481.10667423623,339.85970210456173,-401.25140900654947,0.4585813071875645,losing_025_050,15843.687642082317,307.8651135160461,-433.2459975950651,0.4154101981475884,losing_025_050,-31.994588588515626,-0.04317110903997612
pool19q034g07ka2ltwc3wwjeu79w29nlafc0w2ppne5ppu5wud60rgq,HEDGE,3690124.654855,50000.0,66922.124707,170.0,0.0,True,1096.1571304161841,186.796289767188,-554.3148213439232,0.2520489667023526,losing_025_050,890.7977297515159,183.07200164511755,-558.0391094659936,0.2470236903757208,losing_lt_025,-3.7242881220704476,-0.0050252763266318
pool19qgfp80d2sv3p2azmygfq87g7va4s3ewd6aaulas6eqsyz4r2yl,P2P2,19085462.148894,0.0,786.719589,340.0,0.15,True,5668.2829640188065,1139.429135649032,398.3180245379209,1.5374606028247808,edge,4605.479908265281,979.9714390582786,238.86032794716743,1.3223002925823848,edge,-159.45769659075347,-0.215160310242396
pool19r33az023gn3n8p2x35hq00j2dxc8vwln0nanpcfuvc8759cvkz,,5564.407628,25000.0,0.0,340.0,0.0499,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19r4ef6n0xkw3pvztuwd44ymrzrkylyralnf5rudnc7hnvvddyqz,IOGP,0.0,64000000.0,0.0,500.0,1.0,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19r8kcmqpajlm6h5q0lv8jye0q7evdur39wfsgs4z98fcqpz9lct,BLOOM,16557280.895228,1000000.0,1000001.0,340.0,0.04,True,4935.55082471466,790.2747936424433,49.16368253133214,1.0663378025160404,edge,4024.861233745653,701.0448877428928,-40.0662233682184,0.9459376296380861,losing_075_100,-89.22990589955054,-0.12040017287795424
pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x,MBCG,1478946.61488,24000.0,44057.190564,340.0,0.0,True,439.2795929703552,342.95749684444576,-398.15361426666544,0.46276124011994174,losing_025_050,356.9472852584852,340.5048524190551,-400.6062586920561,0.4594518248532977,losing_025_050,-2.4526444253906448,-0.0033094152666440224
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,XRAY4,2078421.703979,100.0,741.180635,340.0,0.01,True,617.2806717157372,342.87069826308505,-398.24041284802615,0.4626441205948673,losing_025_050,501.54073983469675,341.67243796111524,-399.43867314999596,0.46102727760870116,losing_025_050,-1.1982603019698104,-0.001616842986166156
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,DGK,2218520.820751,50000.0,51134.32732,340.0,0.05,True,659.0138317864796,362.93594485560726,-378.17516625550394,0.48971866622195875,losing_025_050,535.5500490493952,354.05934381086706,-387.05176730024414,0.47774124352290903,losing_025_050,-8.876601044740198,-0.011977422699049722
pool19sk7acvpdxszed5hmckt0wmqxljalartue7d7d4a7qhwuw0n0ws,ELON,59.603626,1000.0,0.0,345.0,0.02,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19sydze39a8dccylczqe2m4nnslpreytxlj5fu400nqxkg8wvgx8,BNP,44914.06328,2.0,17.639298,345.0,0.06,True,13.339243227066834,13.339243227066834,-727.7718678840444,0.01799897886710667,losing_lt_025,10.838135205866001,10.838135205866001,-730.2729759052452,0.01462417044269775,losing_lt_025,-2.501108021200821,-0.0033748084244089194
pool19t833uyjq92aajf5f7qd9w3jcnyq78p4hsx0fn63aejfjtyn99j,OCT,1084.589756,1000.0,1000.801455,340.0,0.02,True,0.322117612065548,0.322117612065548,-740.7889934990457,0.0004346414555607094,losing_lt_025,0.26172063880286867,0.26172063880286867,-740.8493904723083,0.00035314628923925303,losing_lt_025,-0.06039697326264104,-8.14951663214564e-05
pool19tkfl9x2dkk07z43rvamftvnyu5vtcfatdpsag8phzqvgpdklqq,TIDE,33.692007,0.0,35.66164,345.0,0.05,True,0.010006350792651325,0.010006350792651325,-741.1011047603185,1.3501822658749912e-05,losing_lt_025,0.008130160019029203,0.008130160019029203,-741.1029809510921,1.0970230910234305e-05,losing_lt_025,-0.0018761907736006833,-2.5315917485156073e-06
pool19tz0rwsnzmsw602rauwhzrsgk4qx55qzhkmxfqe04s6vuu37ptw,,76829401.182537,76800000.0,76889756.776574,340.0,1.0,True,29537.967106718144,29537.967106718144,28796.855995607035,39.85632743035431,strong,29459.626442658155,29459.626442658155,28718.515331547045,39.750620387394804,strong,-78.34066405998965,-0.10570704295950861
pool19u2lzwnmkz3gqqmx9sahhys8nqvwzkl8dqu7m474m0zsj3acjfj,,532.61831,510.0,532.61831,340.0,0.0,True,0.15818488032399539,0.15818488032399539,-740.9529262307872,0.0002134428670038918,losing_lt_025,0.12852522603615446,0.12852522603615446,-740.9825858850751,0.0001734223439768201,losing_lt_025,-0.029659654287911508,-4.00205230270717e-05
pool19upjnw6s32kyfrv863nxu08yw6fyvjz7j3p4c3zl95arytp068x,,0.0,30000.0,0.0,340.0,0.01,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,ELEMT,190819.952135,100000.0,130100.581481,170.0,0.019,True,56.68299873124438,56.68299873124438,-684.4281123798668,0.07648380638398791,losing_lt_025,46.063439857540445,46.063439857540445,-695.0476712535708,0.062154566524417386,losing_lt_025,-10.619558873704023,-0.014329239859570526
pool19uynx6nxcdksmaqdcshjg487fap3rs3axyhrdqa7gdqgzgxss4y,JAPAN,3235225.509302,50000.0,54043.527394,340.0,0.05,True,961.0282945009476,380.906811689593,-360.2042994215182,0.5139672121748631,losing_050_075,780.9842985372161,369.04740704741215,-372.06370406369905,0.4979650170055036,losing_025_050,-11.859404642180834,-0.016002195169359468
pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,ONLY,5381102.130214,1000.0,1649.884756,170.0,0.02,True,1598.1655200278617,198.99243854089903,-542.1186725702122,0.26850553926058335,losing_025_050,1298.5145088127122,192.9093806568213,-548.2017304542899,0.2602975151291442,losing_025_050,-6.083057884077675,-0.008208024131439173
pool19w5khsnmu27au0kprw0kjm8jr7knneysj7lfkqvnu66hyz0jxsx,ATAD2,59980523.776819,1300000.0,1350464.974458,340.0,0.01,True,17903.075792876876,907.1100921603573,165.99898104924614,1.2239866311009318,edge,14618.701564405928,801.057952241182,59.946841130070766,1.0808877916297805,edge,-106.05213991917537,-0.1430988394711512
pool19x60wat4eu8sh42s05th8l4p6e9rmmnc6g2a64lj4npag7zj5cx,SNODE,2000.0,100000.0,2000.0,340.0,0.008,False,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0,-741.1111111111112,0.0,pledge_not_met,0.0,0.0
pool19xhza3f7nye6j5p6stsnkpvadejztnqvck0ge3l2uy9gvsvy05f,ARUBA,174.968922,0.0,0.0,340.0,0.01,True,0.051964859539060645,0.051964859539060645,-741.0591462515721,7.011750162691841e-05,losing_lt_025,0.04222144837548678,0.04222144837548678,-741.0688896627357,5.697047007187121e-05,losing_lt_025,-0.009743411163640303,-1.3147031555047198e-05
