pool_id,pool_name.ticker,pool_name.name,sigma_ada,pledge_ada,sigma_over_T,pledge_over_T,R_ada,T_ada,z0_ada,k,f_a0_0.1,f_a0_0.3,f_a0_0.3_plus_1pct,f_a0_0.3_plus_10pct,f_a0_0.3_plus_25pct,f_a0_0.3_plus_50pct,f_a0_0.3_plus_75pct,f_a0_0.3_plus_100pct
pool162343gl83jtrskacz2cex7szf4yd5t77f5nd0e65fg78ztppuj9,,,114463.466015,1052.714629,0.000002952832,0.000000027157,14966501.840557,38763957566.434639,77527915.132869,500,40.1760268403,33.9951911068,33.9169226574,33.2283956963,32.1409403868,30.4785087067,28.9795948969,27.6212042567
pool162szyrlrwes7qwy0za4ekufgyljfz0lac9t8h8svzale67n8vl4,MAKL,mery and mak!,496.719173,496.719173,0.000000012814,0.000000012814,14966501.840557,38763957566.434639,77527915.132869,500,0.1743453756,0.1475230101,0.1471833562,0.1441954235,0.1394763005,0.1322620091,0.1257573201,0.1198624457
pool163aacna7n8tgphz40prapjgkrkpvsfttaqt56yeg2psd2umnxqu,,,50.425749,50.425749,0.000000001301,0.000000001301,14966501.840557,38763957566.434639,77527915.132869,500,0.0176991279,0.0149761851,0.0149417043,0.0146383764,0.0141593023,0.0134269246,0.0127665840,0.0121681504
pool163q9zuwpt9wr8rruuhw2mz6w6em25mhtrv58f8nz9aywj7vzer7,DARTH,Darth pool,9.486132,9.486132,0.000000000245,0.000000000245,14966501.840557,38763957566.434639,77527915.132869,500,0.0033295740,0.0028173319,0.0028108453,0.0027537830,0.0026636592,0.0025258837,0.0024016599,0.0022890821
pool1646vlaras0deljthqtfl9dpdw2xsna799l0kayyu9v44cql4ky0,IOGP,Input Output Global (IOHK) - Private,2.925923,2.925923,0.000000000075,0.000000000075,14966501.840557,38763957566.434639,77527915.132869,500,0.0010269810,0.0008689839,0.0008669832,0.0008493828,0.0008215848,0.0007790890,0.0007407732,0.0007060494
pool164nml0s3vt20jd8uf0lwf5hjnt4vcan9sjmxr8huq7k2qswd8jq,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool164xvrnwxg0xwhkcm0fsnlzmtj3ptp5s7hne32k4dyv60x4utfje,,,23705409.510386,1317.786751,0.000611532232,0.000000033995,14966501.840557,38763957566.434639,77527915.132869,500,8320.4671267370,7040.4191940537,7024.2098380374,6881.6162550366,6656.4048142487,6312.1160599408,6001.6917732697,5720.3697634741
pool1659knc82juzdqycvvwz0uzjsj5scxwewguhuzae93ed36xanxmz,CASH,Cash and Kindness,1448262.840343,695468.255894,0.000037361068,0.000017941106,14966501.840557,38763957566.434639,77527915.132869,500,508.5724684159,430.7385929218,429.7529759260,421.0825106237,407.3884302736,386.4538016925,367.5783169062,350.4724088186
pool165cyssah9wcnkuqq339c9fam5wga3x7zl6kw4ktltq5x68tlu4w,,,1075.435349,1000.000000,0.000000027743,0.000000025797,14966501.840557,38763957566.434639,77527915.132869,500,0.3774712293,0.3193987903,0.3186634141,0.3121943148,0.3019770586,0.2863575750,0.2722744340,0.2595115876
pool165ljt7xrrpceutz5ppe96suuw0jcnrvhg0f5vu60df0r5mt0x0c,CSWP1,99% CSWAP DEX ISPO Pool [CSWP1],3492506.323562,106184.424552,0.000090096743,0.000002739257,14966501.840557,38763957566.434639,77527915.132869,500,1226.0112667422,1037.6700304416,1035.2850493219,1014.3043883441,981.1676595514,930.5103615119,884.8357485254,843.4431305065
pool165zu45p489lpuypt4fsuc5g8l9g9ha4dddlls84jlsp3k4vsw9p,SWEET,Berry,4245248.173597,15746.660070,0.000109515345,0.000000406219,14966501.840557,38763957566.434639,77527915.132869,500,1490.0861652112,1260.8931770009,1257.9908866667,1232.4594604184,1192.1352805378,1130.4902699157,1074.9087029614,1024.5379079090
pool166dkk9kx5y6ug9tnvh0dnvxhwt2yca3g5pd5jaqa8t39cgyqqlr,VIPER,🐍Viper Stake Pool,39534342.003194,469784.285524,0.001019873730,0.000012119100,14966501.840557,38763957566.434639,77527915.132869,500,13884.6704193255,11762.7140472452,11735.8435329403,11499.4638206338,11126.1271356211,10555.3940424409,10040.7986305571,9574.4465385374
pool166fpvc9lelw8pdvc4n3xeqns5ktkkmzu4plaen999fwy2xytgce,STBL2,StakeBowl2,506.849564,1.258444,0.000000013075,0.000000000032,14966501.840557,38763957566.434639,77527915.132869,500,0.1779010809,0.1505316843,0.1501851033,0.1471362328,0.1423208653,0.1349594414,0.1283220920,0.1223069941
pool1673d663ml4p0mtreukyfx5jt7ekk9pajsyyv6utzlakzj0y9v0w,MAUI,MauiStakingPool,28188.782749,500.714954,0.000000727191,0.000000012917,14966501.840557,38763957566.434639,77527915.132869,500,9.8940957017,8.3719377542,8.3526625385,8.1830986104,7.9152903700,7.5058823703,7.1367440100,6.8022123709
pool1675wjgy0ggtt2l23eeaj5ey5l02qj2ra48stvc7fyussslr0kq7,,,35.245376,17.433977,0.000000000909,0.000000000450,14966501.840557,38763957566.434639,77527915.132869,500,0.0123709104,0.0104676937,0.0104435931,0.0102315803,0.0098967286,0.0093848290,0.0089232801,0.0085050014
pool167n02n48l5hfgfu6e46xq8n3yefccm9dcnmefkmxuymhc8ncrjm,,,2689.502728,2656.310120,0.000000069382,0.000000068525,14966501.840557,38763957566.434639,77527915.132869,500,0.9439989610,0.7987684194,0.7969293527,0.7807510966,0.7551992569,0.7161372491,0.6809174061,0.6489994233
pool167qekemyleju9g7eugaguqxh5telvmmmrs3a7sp897f6za308hg,HOT,House Of Titans,4385051.660072,1009.556752,0.000113121878,0.000000026044,14966501.840557,38763957566.434639,77527915.132869,500,1539.1281748188,1302.3426158783,1299.3441801742,1272.9669638293,1231.3069481962,1167.6197978605,1110.1969573939,1058.1575082210
pool167r4k4twa3lrqzpzdd44hl4ahc9rnt4x7rjtwz60gtf7j7pnk5x,EQX,Equinox,137.058770,100.000000,0.000000003536,0.000000002580,14966501.840557,38763957566.434639,77527915.132869,500,0.0481067872,0.0407057459,0.0406120259,0.0397875716,0.0384854335,0.0364948086,0.0346999828,0.0330734220
pool167zl76srpt5a2gthpsq0ye9z4fpray5vsh7xyzcn63hd5mnw7fa,NUFI4,Nu.Fi & AdaLite 4,3241970.233631,1002.830618,0.000083633624,0.000000025870,14966501.840557,38763957566.434639,77527915.132869,500,1137.9130900892,962.8520279355,960.6352147924,941.1339262398,910.3337092894,863.2483201584,820.7942807780,782.3203075895
pool168235cjpsrvwnvddmhc7dmtcqr7c40j2mlrph3qvuxk3jqls0wy,,,6930.190528,6930.190528,0.000000178779,0.000000178779,14966501.840557,38763957566.434639,77527915.132869,500,2.4324542667,2.0582305367,2.0534917097,2.0118042845,1.9459634177,1.8453101385,1.7545571820,1.6723123151
pool1687dfgyljnhamx05h6r04zdllv68exatshhd0jny4q56skc0926,TRUEC,Adopt_Pool,3360.713955,3355.463742,0.000000086697,0.000000086561,14966501.840557,38763957566.434639,77527915.132869,500,1.1795899429,0.9981145810,0.9958165430,0.9756007203,0.9436719724,0.8948613578,0.8508517872,0.8109681139
pool168t0xlm0dtdgf7d5w2mrm7ulsw4czpw297yvrpke9pmjcc9hz7k,CCJ4,CCJ4,4467817.486649,10255.835559,0.000115257001,0.000000264571,14966501.840557,38763957566.434639,77527915.132869,500,1568.1971671262,1326.9710950223,1323.9164287216,1297.0445522425,1254.6032733911,1189.7217781355,1131.2220692986,1078.2067081651
pool1692dxqqcsavymwz28w44t2jhyjnakvj4l3gwz2dqrarmc2k6dkh,BLUE,Blueskystaking 0PCT Pool,202039.933260,13591.198900,0.000005212056,0.000000350614,14966501.840557,38763957566.434639,77527915.132869,500,70.9159340997,60.0077530895,59.8696218641,58.6544825130,56.7352987864,53.8013742388,51.1560324336,48.7586914226
pool1693h5jn424n7kazynt4h9r6fe8u8wtsp7us2me60msq5kpv390n,,,626.690294,1.038808,0.000000016167,0.000000000027,14966501.840557,38763957566.434639,77527915.132869,500,0.2199644403,0.1861237576,0.1856952302,0.1819254775,0.1759715529,0.1668695762,0.1586628758,0.1512255537
pool169mewaur9ma6ffw6x90xhjj0sk9j8yu3ynqz20jh03dj20syqwc,,,3572.523687,1233.312305,0.000000092161,0.000000031816,14966501.840557,38763957566.434639,77527915.132869,500,1.2539351545,1.0610242642,1.0585814172,1.0370917102,1.0031509971,0.9512646197,0.9044818205,0.8620849086
pool16a23pum2srw5xmkknvw8dtc8ynqedx3wecmhacez4chrv9huvyg,BEAR,BearPool 🧸,5.267117,1.074023,0.000000000136,0.000000000028,14966501.840557,38763957566.434639,77527915.132869,500,0.0018487257,0.0015643064,0.0015607047,0.0015290212,0.0014789806,0.0014024816,0.0013335071,0.0012709989
pool16agnvfan65ypnswgg6rml52lqtcqe5guxltexkn82sqgj2crqtx,SPIRE,Spire Staking | 💎 Delegate to SPIR2,74661028.990201,509352.065142,0.001926042481,0.000013139837,14966501.840557,38763957566.434639,77527915.132869,500,26222.7746160703,22217.6304387868,22166.9129568795,21720.7516498757,21016.0871856018,19938.8415103324,18967.5544260732,18087.3255059632
pool16ajaae2n5lsyr4f9k9uz5y8tpf0996tw640dzu7chwp2wdrnz6a,BLADE,BLADE,53378862.906550,14765.380614,0.001377023046,0.000000380905,14966501.840557,38763957566.434639,77527915.132869,500,18736.0094725506,15854.1502825664,15817.6570541437,15496.6263980947,14989.5925255711,14214.4717779202,13515.5924152841,12882.2329928951
pool16az8esp0qgrt3vwnpqmn2n2z3h7nexrhm4qn8xrr4sds6tj0dxa,,,243.759928,0.000000,0.000000006288,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0855582360,0.0723954304,0.0722287487,0.0707624508,0.0684465888,0.0649062480,0.0617141374,0.0588212872
pool16c989ahn582z53azjfmregygfuc9k44u3q97wqgyn0zxuzp3dn4,BNP,Binance Node - 16,32109713.363173,26614.155898,0.000828339400,0.000000686570,14966501.840557,38763957566.434639,77527915.132869,500,11270.6986675051,9537.3994499128,9515.4505342641,9322.3660883318,9017.4096846352,8551.2119640414,8130.8697569486,7749.9346317708
pool16cdtqyk0fvxzfkhjg3esjcuty4tnlpds5lj0lkmqmwdjyzaj7p8,ECP,Earn Coin Pool,2133966.065880,117509.463348,0.000055050263,0.000003031410,14966501.840557,38763957566.434639,77527915.132869,500,749.1164165634,634.0495725269,632.5924712786,619.7743625525,599.5295193160,568.5805060924,540.6756581039,515.3868896143
pool16ceelqjus36kgzkcscnjstv0upva203vvzv8zdpv06h9cjgzynz,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool16cerhwlk8nq7rpuerr4g08tpgeq7awnhgxzkyalc8n8xjwzxqm3,PLNGT,PlanningT,4802484.805767,6492.895266,0.000123890467,0.000000167498,14966501.840557,38763957566.434639,77527915.132869,500,1685.6567377689,1426.3487921534,1423.0651535482,1394.1790094267,1348.5564084688,1278.8115127515,1215.9267707114,1158.9374732375
pool16cy45uggzv3ah3s5m960v9vuxlx47sfnezpszuhcwl99z7nq8kq,NIXE,Baremetal French Pool,156833.204277,2013.693956,0.000004045851,0.000000051948,14966501.840557,38763957566.434639,77527915.132869,500,55.0476315534,46.5790040249,46.4717650731,45.5283848202,44.0384157663,41.7606469828,39.7069210305,37.8457318861
pool16d004c5q7k7wyf223kgct26zjcpjqql04rvnx8vtc0t5ckmnzaa,ICORG,ICO Research Group (0% fee until 5m staked),1298.516313,7.499772,0.000000033498,0.000000000193,14966501.840557,38763957566.434639,77527915.132869,500,0.4557712463,0.3856526004,0.3847646820,0.3769536707,0.3646170067,0.3457575088,0.3287530435,0.3133427469
pool16dk66d47thmteth783kt2cw9uh0zc4xsdvlqrwadz7vnyaev8cv,,,6.453117,6.453117,0.000000000166,0.000000000166,14966501.840557,38763957566.434639,77527915.132869,500,0.0022650044,0.0019165422,0.0019121296,0.0018733119,0.0018120035,0.0017182792,0.0016337737,0.0015571905
pool16e0qmln8gvtnjcpcvgvjdlhcnsz6z95uw90c58t50qfkc6rqek6,HENRY,HENRY,10000.033939,10000.033939,0.000000257972,0.000000257972,14966501.840557,38763957566.434639,77527915.132869,500,3.5099504328,2.9699580684,2.9631200991,2.9029665345,2.8079603591,2.6627210335,2.5317675432,2.4130909426
pool16e2x06wk8ufyakgrzq0c9p5tmfhl6w0c80raxr0xtg5g7aakhgh,CDN,Codanar,2974546.641611,141522.698909,0.000076734854,0.000003650884,14966501.840557,38763957566.434639,77527915.132869,500,1044.2294471793,883.8865346848,881.8560987246,863.9943688490,835.7836609364,792.6569465413,753.7722040539,718.5329061747
pool16e43yxx4djcvnsunwgrm8tnph0ljrt3p9tnezu3qvtcwzh4zwwa,FBA,Fancy Burgundy Archimedes,70017921.810984,0.000000,0.001806263504,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,24575.8600477847,20794.9585019717,20747.0806236095,20325.8992876415,19660.6880382277,18643.7558983194,17726.8498705332,16895.9037828520
pool16erldmmx5nvrwncujtp6lxs9tmvgxcpthd600pe6axm5z3p6522,XRAY8,XRAY/Network,150927.223124,444.970685,0.000003893494,0.000000011479,14966501.840557,38763957566.434639,77527915.132869,500,52.9745576499,44.8246770065,44.7214743736,43.8136015883,42.3797128134,40.1876759507,38.2112492712,36.4201125929
pool16eua0zalaln7q0s9u7jzlyygqad0pu2l2qdxx8r8ueqrw2jdhqf,ETO9,eToro Pool 9,54629264.107418,0.000000,0.001409279845,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,19174.5358115836,16224.6072251861,16187.2520281980,15858.6386411594,15339.6286492669,14546.1995812013,13830.8127165521,13182.4933704637
pool16f95up5u5lyqne5mnxmlhe0rgdgmya27mph288r6gw0ukegjffa,MARAC,Maracuja-Pool,63762546.456536,100237.084746,0.001644892587,0.000002585832,14966501.840557,38763957566.434639,77527915.132869,500,22383.1545320620,18944.4877571314,18900.9436268273,18517.8862399408,17912.8877246523,16988.0049369123,16154.0942266550,15398.3626454843
pool16fa03u6u85ek2q8lryqprngpahglssj5qqh66pfaxf34vgu5rhl,AFCH1,African Charity Pool #1,340435.414159,3.415849,0.000008782267,0.000000000088,14966501.840557,38763957566.434639,77527915.132869,500,119.4907377161,101.1075481892,100.8747602942,98.8269269321,95.5925913311,90.6481472515,86.1900419337,82.1498839896
pool16fyda57p3c8gp5r6gmcq5tvqsp6mnzwvkxswgznkuh8wztrp6vv,HRMS,Hermes Stakepool Germany #1,41005233.156591,111975.214626,0.001057818544,0.000002888642,14966501.840557,38763957566.434639,77527915.132869,500,14394.6607931264,12183.6109559507,12155.6122435076,11909.3077806620,11520.2960047980,10925.5998416956,10389.3983831606,9903.4658113633
pool16g4atk6yaj7hxexrlhyf96gtxts3kjs5wszvxmq0paw3xdre68q,,,18.114811,1.289068,0.000000000467,0.000000000033,14966501.840557,38763957566.434639,77527915.132869,500,0.0063581873,0.0053800046,0.0053676178,0.0052586512,0.0050865499,0.0048234525,0.0045862335,0.0043712538
pool16ga833sw8tzuvv83gq2gp6zyuwhj3lka4nevnauj5grpuq8y2al,UNIF1,UniTEGRITY-Felix-01,233.445021,198.619454,0.000000006022,0.000000005124,14966501.840557,38763957566.434639,77527915.132869,500,0.0819377702,0.0693319647,0.0691723363,0.0677680865,0.0655502230,0.0621596960,0.0591026635,0.0563322277
pool16gkhcchdyqr7a9vtupchcdaq4nu77tq9t0ny0k9m877u7zv03v2,0000,INFINITY,2158.538449,1182.866914,0.000000055684,0.000000030515,14966501.840557,38763957566.434639,77527915.132869,500,0.7576342463,0.6410760157,0.6396000289,0.6266157841,0.6061085465,0.5747584018,0.5464918778,0.5208753404
pool16hs0jxw7h6pwg3ru7rcq3yvg4csj7lhmcpj68kqem2sh5nt8mwk,NUFI7,Nu.Fi & AdaLite 7,25305884.814751,1002.830780,0.000652819949,0.000000025870,14966501.840557,38763957566.434639,77527915.132869,500,8882.2214646912,7515.7452975169,7498.4414934045,7346.2200587321,7105.8024473646,6738.2674782625,6406.8834897279,6106.5667501184
pool16j2sst4yl703nhdyx8snk9ld5rwjga6a4fk203ptedztq7uza5f,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool16j3mvwws7zc9pjluyhddgea0tq647v0dh3y4nkcuckg9znjcun2,ITC3,Into the Cryptoverse #3,18925657.135335,100007.471898,0.000488228198,0.000002579909,14966501.840557,38763957566.434639,77527915.132869,500,6643.6427562238,5622.9881991630,5610.0635635594,5496.3656413321,5316.7918320448,5042.2709511801,4794.7521241710,4570.4381871941
pool16j549cl7ftj9ejw9sx5v50zjyuh8l49stmakrfrea4rxy0e7us5,WRHP,Pool raspberry Pi of VIETNAM,138.439464,103.660397,0.000000003571,0.000000002674,14966501.840557,38763957566.434639,77527915.132869,500,0.0485914023,0.0411158047,0.0410211406,0.0401883809,0.0388731254,0.0368624475,0.0350495411,0.0334065947
pool16jczz0dlv557vgywgftd4m3vwnwjnl38wpn7wu5gqryz7aedahd,,,109.063264,1.072967,0.000000002814,0.000000000028,14966501.840557,38763957566.434639,77527915.132869,500,0.0382805351,0.0323912221,0.0323166453,0.0316605931,0.0306244282,0.0290404061,0.0276121894,0.0263178681
pool16jefdagcsgzyek9jytzfezx5ajvfkytjgghaps64hzz6uzkpc0e,NGS,NGS発達障がい支援KGSP,5776426.477938,109547.685448,0.000149015396,0.000002826019,14966501.840557,38763957566.434639,77527915.132869,500,2027.7716351843,1716.2830817836,1712.3386756968,1677.6397650083,1622.8365157634,1539.0568358832,1463.5177802535,1395.0605110891
pool16jhjt6nly4s5thsjc0yek6h9prwtkqhq6dff2mkjypweut69zh3,IRN,Iron Staking Pool,98.903851,1.577976,0.000000002551,0.000000000041,14966501.840557,38763957566.434639,77527915.132869,500,0.0347146437,0.0293739294,0.0293062994,0.0287113595,0.0277717151,0.0263352471,0.0250400710,0.0238663178
pool16k6ztd3t657dc88qc3gkpmntwyjvkaz04d335fwpl5jcj5hxyjg,,,807643.959054,1689.608408,0.000020834920,0.000000043587,14966501.840557,38763957566.434639,77527915.132869,500,283.4786803185,239.8676189962,239.3153684115,234.4572241705,226.7843005995,215.0544289335,204.4783151363,194.8937120076
pool16kja6em4zlu8cmlr5la32yrsx5jqpejdqktadw9nv3cwx2s6ccf,,,10.984954,0.000000,0.000000000283,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0038556513,0.0032624742,0.0032549627,0.0031888845,0.0030845211,0.0029249769,0.0027811255,0.0026507603
pool16knnvtezwzmgpnu8v03wht6y4u7mwfc7qz6y2yk62w4as4qymat,LAMB,Lambda StakePool,835002.385774,50360.879107,0.000021540690,0.000001299168,14966501.840557,38763957566.434639,77527915.132869,500,293.0986055499,248.0368083978,247.4661870217,242.4464350669,234.5182692521,222.3981996733,211.4702680858,201.5668300846
pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc,EDEN,Garden Pool,33188349.828851,1027.793530,0.000856165157,0.000000026514,14966501.840557,38763957566.434639,77527915.132869,500,11648.9221728599,9856.8064340335,9834.1127197659,9634.4762859836,9319.1717123856,8837.1543757357,8402.5485803957,8008.6870783688
pool16l00309tdqza9606rltqtrqejx7tcr2swa86jrmz459txfnkgq7,,,5038.267335,4225.926615,0.000000129973,0.000000109017,14966501.840557,38763957566.434639,77527915.132869,500,1.7684024113,1.4963431329,1.4928980231,1.4625914179,1.4147253494,1.3415507849,1.2755737185,1.2157820021
pool16l2ku9crvvrcq9mvl9z2w7mc9x6t49ug3756xfrgqyvc2e5y6hl,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool16l9ph0cm42qk4h8wqlka3fw7ws7rvnj5n59xzy8ky4l8gnudugk,RKDN,Arcadian Crypto Pool 1,160678.602252,5790.205310,0.000004145052,0.000000149371,14966501.840557,38763957566.434639,77527915.132869,500,56.3976075098,47.7217396831,47.6118764297,46.6454102158,45.1189793351,42.7854700575,40.6814862827,38.7747509868
pool16lsx9mj2s2wr337hv9402enw0886d09grx5c0d4pk97w63kjn2a,,,2273.931246,2273.931246,0.000000058661,0.000000058661,14966501.840557,38763957566.434639,77527915.132869,500,0.7981358861,0.6753457499,0.6737908479,0.6601123871,0.6385087090,0.6054823965,0.5757045738,0.5487184219
pool16m3cpra28g00t2hsfm4cj9twl4y0jsf3us2zd6nyjpz5yuagmkn,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool16m6c5rcpm63k2606lkqadg3x5pykjwr4pthhj9h4ancquafwhjl,,,2849.951108,109.852906,0.000000073521,0.000000002834,14966501.840557,38763957566.434639,77527915.132869,500,1.0003154522,0.8464209978,0.8444722192,0.8273288287,0.8002526615,0.7588603600,0.7215394324,0.6877173418
pool16m8xz3av9e3lwnxgu0jfnuwckgayev63zpzcu56hsxx7vy4eqzn,EZP,EZ-Pool,100.609921,100.609921,0.000000002595,0.000000002595,14966501.840557,38763957566.434639,77527915.132869,500,0.0353134637,0.0298806231,0.0298118266,0.0292066241,0.0282507709,0.0267895242,0.0254720066,0.0242780063
pool16nnl8ymck6c20x86lfd5p9q3yp9w749cam26y985459ww6kjtz8,ska1,SKADEA,64401.858412,50105.884234,0.000001661385,0.000001292589,14966501.840557,38763957566.434639,77527915.132869,500,22.6049815672,19.1278425047,19.0838111966,18.6964681098,18.0847007860,17.1494702795,16.3062296589,15.5420428465
pool16nvyyawrxy0rsx99g332y3yasnnz42arrqhrsxq8pv7nwsya9nu,WILD,World National Parks,3.401976,3.401976,0.000000000088,0.000000000088,14966501.840557,38763957566.434639,77527915.132869,500,0.0011940727,0.0010103692,0.0010080429,0.0009875789,0.0009552581,0.0009058482,0.0008612983,0.0008209250
pool16p8y0pzx8yx7vz6eqksw9xjhh3tzeymvxcstrgtk8ncw75356yw,ZPCT,Midnight! ✅ · 0% Fees! ✅,818735.693117,1005.574453,0.000021121055,0.000000025941,14966501.840557,38763957566.434639,77527915.132869,500,287.3715665377,243.1611863157,242.6013465047,237.6764398972,229.8980722491,218.0070044652,207.2855499060,197.5692317118
pool16pfjyderm8gvzfpcrlk9xunhjetcp4w20g73gzzrvsgncte60e4,,,76827873.817154,76827873.817154,0.001981940922,0.001981940922,14966501.840557,38763957566.434639,77527915.132869,500,29614.2440158413,29539.6617882588,29538.7173471574,29530.4091058896,29517.2871199841,29497.2270725654,29479.1401445649,29462.7488660644
pool16pv24th2tzy8k70vk4ms35tff0fjxfm2dd2psk7cvs27wnjvlgh,SDG13,Blue Ocean Stake Pool,43358939.127888,31601.489472,0.001118537473,0.000000815229,14966501.840557,38763957566.434639,77527915.132869,500,15219.3411774118,12878.9535368575,12849.3170087921,12588.6046942323,12176.8372446912,11547.3536724042,10979.7865170634,10465.4287825359
pool16q8rhnyj65mtfz8rvf38ernr0jlcr5gcdpjzv0wgtqvcc5yw7g7,,,501.132556,482.150026,0.000000012928,0.000000012438,14966501.840557,38763957566.434639,77527915.132869,500,0.1758944501,0.1488337725,0.1484911008,0.1454766207,0.1407155692,0.1334371800,0.1268746980,0.1209274487
pool16qhf24jz4pdru0gqrh9rwnvv9v05a6fq73g4md6mawavz2fg5v7,,,2250.458034,164.248716,0.000000058055,0.000000004237,14966501.840557,38763957566.434639,77527915.132869,500,0.7898970880,0.6683747216,0.6668358736,0.6532986386,0.6319180117,0.5992326856,0.5697623096,0.5430547813
pool16qr7dz5q4vwf3n87t4lmr0d2zlr5knexpdzkuk4trc8dwed7aw3,YASP,YeatAnotherStakePool,4768582.595765,3910.565536,0.000123015886,0.000000100881,14966501.840557,38763957566.434639,77527915.132869,500,1673.7516072881,1416.2656362989,1413.0050695136,1384.3218880183,1339.0198450021,1269.7649976326,1207.3221024634,1150.7332287163
pool16qsddpnjv5msjp62lxam4erurckks98t2e6k7tuqw5e4u5xcmc5,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool16r36znhvh3h2lk55vu89hsx3ug94sx2etqv9s2006d8awufhaz7,,,52.037404,52.037404,0.000000001342,0.000000001342,14966501.840557,38763957566.434639,77527915.132869,500,0.0182648089,0.0154548383,0.0154192554,0.0151062329,0.0146118471,0.0138560619,0.0131746162,0.0125570561
pool16r6g7plyuh4cqs9f3qy97l4rh5edwx3w9xvd205mhj2e58cpp28,LQWD,Liqwid,18257811.825353,15988021.194212,0.000470999686,0.000412445534,14966501.840557,38763957566.434639,77527915.132869,500,6452.0625479922,5533.3623740895,5521.7287955251,5419.3882923648,5257.7523219187,5010.6536544552,4787.8597739554,4585.9528197524
pool16rahfu936wdfq34wf6t8rqxvdjxayra5f7y80xq0udnqglrqel9,4KOMA,4KOMA-StakePool,8228495.097189,38216.750516,0.000212271801,0.000000985884,14966501.840557,38763957566.434639,77527915.132869,500,2888.2929638979,2444.1801322236,2438.5562936030,2389.0834275422,2310.9462827214,2191.4952452366,2083.7934901273,1986.1887745596
pool16rcqtg9gywenzkp6t5qg8um5tuul6d4dzwauppz7z3ufyaj0ky3,C2VN,CARDANO2VN,11231.986424,151.053519,0.000000289753,0.000000003897,14966501.840557,38763957566.434639,77527915.132869,500,3.9423589323,3.3358434559,3.3281630988,3.2605990547,3.1538888130,2.9907570642,2.8436710611,2.7103743709
pool16rq0nmr3pr202a7dcf9507gy5u3sh9j6dw8jjwp3dg4qc6cqj0f,,,0.000000,0.000000,0.000000000000,0.000000000000,14966501.840557,38763957566.434639,77527915.132869,500,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
pool16rru46dcyk2h5qjwq6gnxwumdj8zkjjnhxdtvpclyq8h6q9apua,,,709.842356,29.020326,0.000000018312,0.000000000749,14966501.840557,38763957566.434639,77527915.132869,500,0.2491503114,0.2108195094,0.2103341232,0.2060641843,0.1993202688,0.1890106048,0.1797150061,0.1712908698
pool16sm29hg3qrk5lyp74qcljt38l86v5zvg95395h9gqrn6qe97d9z,,,49203.342074,5791.895947,0.000001269306,0.000000149414,14966501.840557,38763957566.434639,77527915.132869,500,17.2701843815,14.6134255942,14.5797828313,14.2838276995,13.8163979580,13.1018214566,12.4575311684,11.8736430948
pool16tcjctesjnks0p8sfrlf8f3d3vrp2fdn2msy80sgg3cdjtayu3z,TAPSY,TapTap Vienna,6967818.211174,9.773409,0.000179749918,0.000000000252,14966501.840557,38763957566.434639,77527915.132869,500,2445.6613810560,2069.4058361455,2064.6412801279,2022.7275166641,1956.5291726724,1855.3294054206,1764.0837136362,1681.3923054566
pool16uf3j299ndwd3xmv6fvh648pc3s4c3y80g2t0y2rwew3xz6c3aa,GLOB,Global Staking Pool,6521.754840,4065.410123,0.000000168243,0.000000104876,14966501.840557,38763957566.434639,77527915.132869,500,2.2891003712,1.9369387353,1.9324792825,1.8932495098,1.8312902446,1.7365709080,1.6511682275,1.5737720483
