pool_id,ticker,sigma_ada,declared_pledge_ada,active_pledge_ada,fixed_cost_ada,margin,declared_pledge_met,f_unsplit_a0_0p3_ada,pi_unsplit_a0_0p3_ada,f_half_a0_0p3_ada,pi_split_sum_a0_0p3_ada,delta_pi_a0_0p3_ada,split_increases_pi_a0_0p3,split_decreases_pi_a0_0p3,f_unsplit_a0_0p6_ada,pi_unsplit_a0_0p6_ada,f_half_a0_0p6_ada,pi_split_sum_a0_0p6_ada,delta_pi_a0_0p6_ada,split_increases_pi_a0_0p6,split_decreases_pi_a0_0p6
pool1072lq3k32sfxs96s9qhrx3s9la2t68vrqwfsp7h9qnwk56yr2mv,lSPF0,7440989.98039,400.0,159626.707727,340.0,1.0,True,2209.9387320492247,2209.9387320492247,1104.968510913155,2209.93702182631,-0.0017102229148804327,False,True,1795.5779988950621,1795.5779988950621,897.7876098914127,1795.5752197828253,-0.00277911223679439,False,True
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,CCJ5,228950.904531,10000.0,10005.433537,170.0,0.048,True,67.99974412165398,67.99974412165398,33.999242863890956,67.99848572778191,-0.0012583938720638344,False,True,55.25183685100966,55.25183685100966,27.624895980483778,55.249791960967556,-0.002044890042100178,False,True
pool107qfdeg9wlpt9yntg7650kzval6ahl696jr2ca20763ukzr0tzw,SRP,349059.504194,50000.0,92039.00197,340.0,0.01,True,103.686054268197,103.686054268197,51.83872613142351,103.67745226284703,-0.00860200534997091,False,True,84.25889209643412,84.25889209643412,42.122456918870235,84.24491383774047,-0.013978258693654766,False,True
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,WORLD,25216220.127326,1080.0,10161.909195,500.0,0.01,True,7489.117484708768,572.6795606204287,3744.5509180413646,1067.4799173571714,494.80035673674274,True,False,6084.933385166066,558.0775048375291,3042.453978074376,1052.8777598683637,494.8002550308346,True,False
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,BPE,421298.335901,1.0,6053.141439,170.0,0.0,True,125.12341439613324,125.12341439613324,62.56170707702333,125.12341415404666,-2.4208658544466743e-07,False,True,101.66277459024897,101.66277459024897,50.83138709842913,101.66277419685827,-3.933907066766551e-07,False,True
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AZUR,45107923.532674,500000.0,1348828.804205,340.0,0.02,True,13422.618455085154,985.0282152982919,6704.838370655527,1307.6267016394158,322.59848634112393,True,False,10926.839868642937,861.975814670742,5452.904791880012,1184.1755003738635,322.19968570312153,True,False
pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,,59250169.612026,0.0,62076.302338,340.0,0.03,True,17596.992119288767,875.2474813478843,8798.496059644383,1204.701950446536,329.45446909865177,True,False,14297.556096922122,772.9112915511532,7148.778048461061,1102.365760649805,329.45446909865177,True,False
pool109k0t72eh8txza4ptnagnfyqkjnmfe60afmtm4dvj9lz7dy78lh,,386060.336469,2000.0,3562.115547,340.0,0.02,True,114.6587941906492,114.6587941906492,57.329176397350736,114.65835279470147,-0.00044139594773184854,False,True,93.160987539018,93.160987539018,46.58013513530146,93.16027027060292,-0.0007172684150731357,False,True
pool10c9l3k0z50ytt4krkfet7w3gwpv9d9nq47kk9ecy2c5f2uyvkgk,BIRTH,273183.412202,100.0,106.922142,170.0,1.0,True,81.13408354140479,81.13408354140479,40.56703392470497,81.13406784940994,-1.569199484663386e-05,False,True,65.92146837686657,65.92146837686657,32.96072143868747,65.92144287737494,-2.549949162755638e-05,False,True
pool10cpz0zepq23hm6lrk8vgnsdwl772lasq9caaemvw9kh9ktxqygk,ESQ,2211.906006,2000.0,2142.939953,340.0,0.03,True,0.6569250632935418,0.6569250632935418,0.3284624098318065,0.656924819663613,-2.4362992878668166e-07,False,True,0.5337520097713561,0.5337520097713561,0.2668758069363608,0.5337516138727216,-3.9589863443101336e-07,False,True
pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,KILN4,79971298.819684,100.0,4880.056634,340.0,0.05,True,23025.396356854464,1475.584923631789,11875.53214267257,1834.8906777933196,359.30575416153056,True,False,18708.14177919244,1259.471917151654,9648.871732770742,1611.9664712459403,352.4945540942863,True,False
pool10dzswwk8ycrxfv04nv44fjpqdx4j5euj406df0xsq7xyy0r0ta5,ADAFS,100.79721,10000.0,2.641293,345.0,0.04,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,F4ADA,11480352.787575,300000.0,300050.979323,170.0,0.0,True,3413.4750500953546,254.7715992006896,1705.7681105261133,420.277798792929,165.5061995922394,True,False,2776.592853182702,238.1260195366355,1386.7211279938097,403.60054830591025,165.47452876927474,True,False
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,CHIL,11309160.587532,35000.0,37477.294161,340.0,0.029,True,3359.2155490994514,437.2724388522783,1679.49432594286,766.3110816663052,329.0386428140269,True,False,2729.7312581872543,416.99184901016184,1364.681275107471,746.0259229955913,329.0340739854294,True,False
pool10emzedn7jczjrk7x7687mzwpqs2qfk8dnmyuf3ca7ju8cx79z57,MPL,39.46004,30.0,38.297271,345.0,1.0,True,0.011719426910986408,0.011719426910986408,0.005859713373953848,0.011719426747907696,-1.6307871199272572e-10,False,True,0.009522034630179152,0.009522034630179152,0.004761017182588122,0.009522034365176244,-2.6500290850606234e-10,False,True
pool10ez5uusmzx7ep6pee6hmqr79z5ee0lhgzdelzgptexh9xq3ar4e,SACT,291.472771,100.0,101.008551,340.0,0.03,True,0.086565918572977,0.086565918572977,0.04328295378525218,0.08656590757050436,-1.1002472641297167e-08,False,True,0.0703348267195443,0.0703348267195443,0.03516740442026313,0.07033480884052626,-1.787901804384262e-08,False,True
pool10f5k6djk7m95dls80f5n2temjlkacsqd47758z2xal8g79kg9ct,,3072.467418,30000.0,1.831463,340.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10fsg5ykzcjuzq5fzm9vj6d3yd0jjqgg6qnza6u8wtq0677vam2t,,97.023027,0.0,97.023027,340.0,0.02,True,0.028815334246098223,0.028815334246098223,0.014407667123049112,0.028815334246098223,0.0,False,False,0.02341245907495481,0.02341245907495481,0.011706229537477405,0.02341245907495481,0.0,False,False
pool10fxpa6wkv0wc6wcmahcnz4wvvfx9m7547sevxrge3nfuv7yh8m0,GRANA,4262012.487617,30000.0,35562.995523,340.0,0.0,True,1265.9415004605273,347.7262217159409,632.934251816682,684.8885917233503,337.1623700074094,True,False,1028.6960658687171,345.74660331905574,514.2887230122885,682.9085926398404,337.1619893207847,True,False
pool10gtnlhevam52ynwuzua7dqgv7vje4q87q25dzzfrjgw3wwjk2xw,STKCH,597.470252,100.0,173.993722,170.0,0.0,True,0.1774456136112408,0.1774456136112408,0.088722792512728,0.177445585025456,-2.8585784822565685e-08,False,True,0.14417460751099756,0.14417460751099756,0.07208728052954859,0.14417456105909718,-4.645190038177205e-08,False,True
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,CSN1,13562150.580139,20000.0,23328.311214,340.0,0.0189,True,4028.199508670734,415.93115466996807,2014.0219080483491,748.9281673196394,332.9970126496714,True,False,3273.165068558782,400.3868120392312,1636.4560340629869,733.3818213541975,332.99500931496635,True,False
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,DOS,23038.755606,1000.0,1557.175541,170.0,0.0,True,6.842415881572376,6.842415881572376,3.4212016086849077,6.8424032173698155,-1.2664202560408455e-05,False,True,5.559483482967973,5.559483482967973,2.7797314518194067,5.5594629036388135,-2.0579329159886584e-05,False,True
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,EARN,7104483.057688,100000.0,106108.193574,340.0,0.05,True,2110.800544966567,453.66523666983323,1055.1986311700048,771.8152209846019,318.14998431476863,True,False,1715.6803492151103,428.30301804460225,857.5125074734771,746.4368235132683,318.1338054686661,True,False
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,CCIO,16350.180704,410000.0,1022.172676,340.0,0.01,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10ldeq0mccp8t4gfmvfkwmfcvh2pvz44hj2hmewfpk9udjxug58y,BREAD,215231.051864,100.0,619.058768,170.0,0.0,True,63.92252736436223,63.92252736436223,31.961257501221,63.922515002442,-1.236192023412741e-05,False,True,51.93707357165173,51.93707357165173,25.96852674176568,51.93705348353136,-2.0088120372463436e-05,False,True
pool10le7rwlfg3t9646gm09jp05qg5kqvq3gvut4q2yaeu2ujncnh7w,,2854.261122,0.0,439.569766,340.0,0.05,True,0.8477007036285659,0.8477007036285659,0.42385035181428293,0.8477007036285659,0.0,False,False,0.6887568216982097,0.6887568216982097,0.34437841084910487,0.6887568216982097,0.0,False,False
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,127062.59889,1200000.0,5020.24725,340.0,0.005,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,2927773.115288,200000.0,209406.623655,190.0,0.0,True,870.1620941979465,238.64804821807218,434.92365234393026,415.0359355530514,176.3878873349792,True,False,707.5175292371636,227.01502616918862,353.502998141637,403.388841587161,176.37381541797237,True,False
pool10n23qyec2zcetv0e3x7fdjydscsrlet5sph2hgtfc7x5ze56jqn,DOTAR,901698.759103,5000.0,56818.583109,170.0,0.0,True,267.8049932267409,176.1629685968038,133.9012083317273,267.8024166634546,91.6394480666508,True,False,217.59574377631452,172.99914211491145,108.79577843048712,217.59155686097424,44.592414746062786,True,False
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,,36120.987876,0.0,2.0,340.0,0.02,True,10.727745475784852,10.727745475784852,5.363872737892426,10.727745475784852,0.0,False,False,8.716293199075192,8.716293199075192,4.358146599537596,8.716293199075192,0.0,False,False
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,OUROS,6076311.463663,2500.0,340422.257946,340.0,0.0149,True,1804.65034331464,442.65694161809915,902.3208087666483,758.8258231047289,316.16888148662974,True,False,1466.2925831091275,418.94153882999063,733.1392018572222,735.1100380743543,316.16849924436366,True,False
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,7036434.076718,550000.0,551023.40242,340.0,0.01,True,2093.9158354284605,493.51487759678173,1045.9210930537383,803.5742194740578,310.0593418772761,True,False,1704.663478284799,459.44481177371426,850.6468990691002,769.3907160449564,309.94590427124217,True,False
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,360.524775,100.0,5.893313,345.0,0.15,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,RDB,3460141.27996,1000.0,1439.881162,340.0,0.01,True,1027.6479338312756,347.1597712370075,513.822973047644,683.6196799598412,336.4599087228337,True,False,834.9671762880538,345.1535845273397,417.4819731085371,681.613480315016,336.45989578767626,True,False
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,,247.210196,200.0,247.210196,340.0,0.015,True,0.07342015292528443,0.07342015292528443,0.03671007374978711,0.07342014749957422,-5.4257102144461555e-09,False,True,0.05965388306851315,0.05965388306851315,0.029826937125867026,0.05965387425173405,-8.816779098475003e-09,False,True
pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l,,124124.412269,0.0,0.0,345.0,0.06,True,36.864304673072404,36.864304673072404,18.432152336536202,36.864304673072404,0.0,False,False,29.95224754687133,29.95224754687133,14.976123773435665,29.95224754687133,0.0,False,False
pool10pxym4rs92lj853juzku38z58d9n59ra55qd2mnm820ljx4c6h9,JVNP,139.818659,10.0,139.818659,340.0,0.05,True,0.04152541579307802,0.04152541579307802,0.020762707523555867,0.041525415047111734,-7.459662887399077e-10,False,True,0.03373940154407104,0.03373940154407104,0.016869700165937904,0.03373940033187581,-1.2121952330801378e-09,False,True
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS,2278562.468341,100.0,34747.281659,340.0,0.0,True,676.7214604781243,345.1348846434665,338.36066477624075,676.7213295524815,331.58644490901503,True,False,549.8363993925085,343.1999317873916,274.91809331916943,549.8361866383389,206.63625485094724,True,False
pool10q33p4hx4wqum6thmglw7z5l2vaay4w6m5cdq8fnurw7vjdppcf,SPKL,38230.184169,1000.0,8576.795501,340.0,0.01,True,11.354208588589094,11.354208588589094,5.67709359744684,11.35418719489368,-2.1393695414317904e-05,False,True,9.225329242753462,9.225329242753462,4.612647238999207,9.225294477998414,-3.476475504804455e-05,False,True
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,2697137.476281,30000.0,40865.975291,170.0,0.008,True,801.1277899846386,184.53512366792063,400.5408925740033,350.6188966394825,166.08377297156187,True,False,650.9910726038812,181.07741543694877,325.4581573721771,347.1605262149735,166.08311077802475,True,False
pool10qrz84cvz95zg8saf43ruhs5ulczuuqm2d3jn6d8xkkkzgzfje7,,112074.806511,44325.545672,88771.874447,340.0,0.015,True,33.28908892058314,33.28908892058314,16.643680435211394,33.28736087042279,-0.001728050160352268,False,True,27.05019150342355,27.05019150342355,13.523691710956495,27.04738342191299,-0.0028080815105617773,False,True
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,SPS2,24708911.64549,10000.0,26172.056006,340.0,0.05,True,7338.702095118964,696.977580140508,3669.2800711756045,1019.6282131360197,322.6506329955116,True,False,5962.926110651828,626.804400160034,2981.3477187021144,949.4505078561726,322.64610769613864,True,False
pool10rdglgh4pzvkf936p2m669qzarr9dusrhmmz9nultm3uvq4eh5k,KILN0,74073232.951482,100.0,4679.600928,340.0,0.05,True,21999.3733253165,1424.2685874181861,10999.684534452786,1747.2479687106288,322.97938129244267,True,False,17874.497743482953,1217.7772474696385,8937.245413407598,1540.7564955895805,322.979248119942,True,False
pool10retvgthe4vymhaq8vr2734zladmeeuwy07rq8r5f690ydmz3vc,MORAL,971.580862,59000.0,137.688251,340.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10s8x49tu6wcne63rqv6gmnhwpcg4kg8r4s3ncv6q7uxx76jvlwg,,5097.623546,5000.0,5097.623546,340.0,0.0,True,1.513968235073548,1.513968235073548,0.7569839765868394,1.5139679531736787,-2.8189986922555477e-07,False,True,1.2300996483170865,1.2300996483170865,0.6150495951148995,1.230099190229799,-4.5808728743601534e-07,False,True
pool10scv5quxduhrcc26wpurhk743dngspe8dc3zpkkam0svyx6ejx3,CDNTH,8648242.326177,100.0,1040.369948,340.0,0.2,True,2568.483971331955,785.9112607594361,1284.241737195,1057.878440151081,271.9671793916448,True,False,2086.8940342373694,689.5469257310126,1043.4466133533465,961.5140429750224,271.96711724400984,True,False
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,CASP,8631852.650929,100000.0,100002.076047,170.0,0.03,True,2564.5971261946447,268.74763442074567,1282.052953896951,431.7169718001243,162.96933737937866,True,False,2084.5328751163984,248.9508975728746,1041.867322607596,411.9075745096764,162.9566769368018,True,False
pool10u90lv7ayyfdulnt004h2wg42yff22c8vjlnqjxv7pytypuaykv,,6192.921948,45000.0,7.442557,340.0,0.025,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10usr6ag036ujwhmm85km8w0skjn3fp3dwnktt8sje4lfvwhu40u,WALDO,2136.948271,66000.0,2.081122,345.0,0.019,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,,1.0,100025.042945,1.0,340.0,0.03,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10vgnav004xgw03qkqfy6864zq53lzjkcf0syeu4g3uj8xaytlm8,Pier2,1475.994327,100.0,247.63965,170.0,0.08,True,0.43836279423264873,0.43836279423264873,0.21918135758243482,0.43836271516486963,-7.906777910182683e-08,False,True,0.35616989879907923,0.35616989879907923,0.17808488515696913,0.35616977031393826,-1.2848514097107966e-07,False,True
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,,2.91521,10000.0,2.91521,340.0,0.02,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,4TUN8,1216672.604799,200000.0,204998.65838,340.0,0.01,True,361.579836013765,343.8154512489252,180.73122726433598,361.46245452867197,17.64700327974674,True,False,293.97406859797076,293.97406859797076,146.89166184234733,293.78332368469466,-0.19074491327609167,False,True
pool10wugf8sxugp74y0dafvc83jmcg2z9v7u5yfs79zy67rxc5lqhd6,,4678.355731,330000.0,700.014847,340.0,0.01,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool10ww24pk8znf747x6d0wcueajegrjwzpv8x9a4aar4t05s7uzf76,S10E,2452.995576,0.0,2452.995576,340.0,0.018,True,0.7285269240944239,0.7285269240944239,0.36426346204721194,0.7285269240944239,0.0,False,False,0.5919281258267194,0.5919281258267194,0.2959640629133597,0.5919281258267194,0.0,False,False
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,BNP,66639.295215,2.0,29761.65151,345.0,0.06,True,19.791524133803463,19.791524133803463,9.895762028610497,19.791524057220993,-7.658247014319386e-08,False,True,16.080613483161827,16.080613483161827,8.040306679357657,16.080613358715315,-1.2444651176224397e-07,False,True
pool10xk8jp4m2cztf69x9gvg3j33x5drkrz2hulsjes29wktcfcxdls,,14276240.864801,2.0,35270.282973,345.0,0.06,True,4239.969295956269,587.7435409438942,2119.9846397746983,911.2423379189432,323.498796975049,True,False,3444.975079625637,538.1976533030431,1722.4875264822342,861.6964496390207,323.49879633597754,True,False
pool10xmmn972gyza7nj8q4cyy0vrpn6kqzmdz2ut7ynnc8d0ycxlvw3,MATE,344298.643126,101000.0,136208.554279,170.0,0.015,True,102.28319836401256,102.28319836401256,51.134519522362396,102.26903904472479,-0.0141593192877707,False,True,83.12808641387493,83.12808641387493,41.55253876001614,83.10507752003228,-0.023008893842643374,False,True
pool10ya6hxrssmyhl560gqyalhqxudkgfjdlc0e4krww6wweyaeajs8,NKR,29702642.180265,40000.0,47007.359428,340.0,0.01,True,8822.894484521892,438.1197114688621,4411.106082144543,774.1791165428285,336.05940507396645,True,False,7169.71025285716,418.99770539985013,3584.3007412394254,755.0521778219594,336.05447242210926,True,False
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,XSP,25947752.278328,20000.0,45362.472214,340.0,0.037,True,7706.943530428458,624.9794495901051,3853.3227210367295,951.8155151150524,326.83606552494734,True,False,6262.375949546114,569.0984628015966,3130.94577798462,895.9273213811716,326.828858579575,True,False
pool120s8wucgh9dnshf3xkvffq30lcf4kta9uzf35s44eulezc8puwj,REEF,9.802291,1.0,9.802291,340.0,0.01,True,0.002911229439625738,0.002911229439625738,0.0014556147172838756,0.002911229434567751,-5.057987015333332e-12,False,True,0.002365373927915142,0.002365373927915142,0.0011826869598479564,0.002365373919695913,-8.219229116757099e-12,False,True
pool122gfj3ynz5ch8cfkx0tt5dsfpnf36sujcvrvxzqjm28yym8vv8x,CTUTS,67.456466,500.0,2.618002,340.0,0.02,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,26415.60343,1.0,54.258533,340.0,0.05,True,7.845296819002957,7.845296819002957,3.922648401912277,7.845296803824554,-1.517840342302179e-08,False,True,6.374303690104809,6.374303690104809,3.1871518327199513,6.374303665439903,-2.4664906561611133e-08,False,True
pool122pmneflla304ptc7s5ws948u28zaek08k6hk3fmw8rgkzmgect,PBDOT,3262.347727,3100.0,3150.651545,340.0,0.01,True,0.9689008810519707,0.9689008810519707,0.4844502957545012,0.9689005915090024,-2.895429682681083e-07,False,True,0.78723243617325,0.78723243617325,0.39361598283296334,0.7872319656659267,-4.705073233246537e-07,False,True
pool1233gq8vt6nzytuw60sr9gy2jmehc88fpglrjrzsd8kys5gqelgg,,4079.358398,1000.0,2149.219284,345.0,0.01,True,1.2115517598906593,1.2115517598906593,0.6057749951896296,1.2115499903792593,-1.7695114000737533e-06,False,True,0.9843886803426198,0.9843886803426198,0.49219290244329733,0.9843858048865947,-2.8754560251753603e-06,False,True
pool123gn9my6u32zea8l3uk889rjj2qf2tfagcz67q4v4r9ccjjtge7,SNY,3543.776436,100.0,497.625746,345.0,0.15,True,1.052483560382021,1.052483560382021,0.5262416812473862,1.0524833624947725,-1.9788724858749163e-07,False,True,0.855143214376958,0.855143214376958,0.4275714464050894,0.8551428928101787,-3.215667792044741e-07,False,True
pool124hy9qgc0nhqsve268kj5r53pvz7ppg295q6r2d0sjxswchljf0,BNP,32121961.703908,2.0,30945.794293,345.0,0.06,True,9540.055581876146,905.0302049556251,4770.027772480099,1229.017777171658,323.98757221603296,True,False,7751.295220262787,796.0847153921536,3875.647580137185,1120.0722862029443,323.98757081079066,True,False
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,11058.880161,100000.0,672.752201,340.0,0.035,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,False,False
