pool_id,ticker,sigma_ada,declared_pledge_ada,active_pledge_ada,margin,fixed_cost_ada,pledge_met,unsaturated_k1000,f_base_k500_c_declared,D_base_k500_c_declared,f_A_k1000_c_declared,D_A_k1000_c_declared,f_B_k1000_c170,D_B_k1000_c170,f_C_k500_c75,D_C_k500_c75,f_D_k1000_c75,D_D_k1000_c75
pool13p8rkc9nv8umw98qdvjqv0tmwgjmzlmyedrd3m50pjpp58ek53a,,116.330953,40.0,116.330953,0.02,340.0,True,True,0.03454969132541931,0.0,0.03454969483434113,0.0,0.03454969483434113,0.0,0.03454969132541931,0.0,0.03454969483434113,0.0
pool13pclvkwxee4znt7qc55k8ny89zvdkvfrt04dtd99zjm5vs2tws5,CCJ2,26155186.999046,100000.0,100498.518417,0.048,170.0,True,True,7770.952715622245,0.00027666049512612204,7773.9587220308795,0.000276769908150052,7773.9587220308795,0.000276769908150052,7770.952715622245,0.00028011831785181306,7773.9587220308795,0.00028022773087574304
pool13pt7us94nw782t5v4d89sz8zqn8hcn8r8r7hhph5mvxvvp3c76v,DIGI6,11158119.741553,215000.0,215031.159881,0.04,250.0,True,True,3316.6150637651253,0.0002638392963512666,3319.341907187373,0.00026407390305436634,3319.341907187373,0.00027095678312545894,3316.6150637651253,0.00027889559650678166,3319.341907187373,0.0002791302032098814
pool13q8kl9s0kufpl0vjmnrk2f2nz9nle3k9l3pnzh4negaf7kmd80p,,1034.088522,1000.0,1016.464205,0.05,340.0,True,True,0.30711895026678243,0.0,0.30711898948877564,0.0,0.30711898948877564,0.0,0.30711895026678243,0.0,0.30711898948877564,0.0
pool13q9w8c2namcec725euu7pfjnzz2fj9h5k2wjtafysnwnqdcrwg7,BLOX,214979.902838,50000.0,51732.150217,0.0,170.0,True,True,63.857400756021185,0.0,63.86690475948411,0.0,63.86690475948411,0.0,63.857400756021185,0.0,63.86690475948411,0.0
pool13qdkwy5y88ncr5qpjrh8hgtf94d0zw4wuhgezjg3hvlyyrh37c7,SECUR,37140751.104413,100000.0,104328.204817,0.0,170.0,True,True,11034.872238400663,0.00029253237792247334,11039.145638805256,0.00029264743753428836,11039.145638805256,0.00029264743753428836,11034.872238400663,0.00029509021526219026,11039.145638805256,0.0002952052748740053
pool13qe6ycacqjg3gpvjewg8734d6hs6rhduuenjtnnkwh327hmtyz5,TDOT,429401.074107,50000.0,142667.388216,0.0,340.0,True,True,127.55170212459953,0.0,127.5735510718014,0.0,127.5735510718014,0.0,127.55170212459953,0.00012238372303536546,127.5735510718014,0.00012243460541205096
pool13qppafmw3vq5rl4ewmxv7zy84x3rshx9sdczs0zq40cxu0dqkrg,CIEL,10711.296799,10000.0,10255.683938,0.0,170.0,True,True,3.1812076130197595,0.0,3.1812158351847812,0.0,3.1812158351847812,0.0,3.1812076130197595,0.0,3.1812158351847812,0.0
pool13r4e7tttcxp4qfs4gqtv0hz5k48qdhhxrskz8pjrj6fqy5qmee0,SOLCY,1764211.943119,23000.0,41356.674754,0.0,170.0,True,True,524.0078071880937,0.00020066058875116405,524.0538734440913,0.00020068670027148186,524.0538734440913,0.00020068670027148186,524.0078071880937,0.0002545089941939063,524.0538734440913,0.00025453510571422407
pool13rcsycq8h085yfu7m3s48gqf9gsxg26fp89q27e3l788k8xa4ea,,7222.36405,345.0,246.637145,0.15,345.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool13rt3ngkek4l876980ect869cu978d36dcyh22ts4nwuf7ncq02u,EVE8,44150871.670926,10.0,12.713321,0.04,400.0,True,False,13112.57969393073,0.00027641756650095915,11512.694614489663,0.0002416302651830821,11512.694614489663,0.00024663129894852417,13112.57969393073,0.00028348424464777944,11512.694614489663,0.0002486969433299024
pool13s5faca3kkg6jhqcll8xd9tarur3zkhalyuu92d5g87zyj4wrrc,TZD,70023902.720119,0.0,0.0,0.05,340.0,True,False,20796.734800868413,0.0002775323468973305,11512.69372350527,0.00015157765598632387,11512.69372350527,0.00015388401129824507,20796.734800868413,0.00028112754782473706,11512.69372350527,0.00015517285691373046
pool13s6u5zjngelr5uddhqygqqf5tcup0g3ajenma6amy9zuu7e97gm,CTL,275294.947206,200000.0,214845.962093,0.01,340.0,True,True,81.77863674583854,0.0,81.796432892669,0.0,81.796432892669,0.0,81.77863674583854,2.4376947148828357e-05,81.796432892669,2.4440944637852285e-05
pool13ss25l908k5vqfw0aq2t66xr3hrvlqlsf4tfsmp59kyfxhfmah3,,10573.027034,2000.0,10573.027034,0.15,345.0,True,True,3.1401537273844764,0.0,3.1401734342534846,0.0,3.1401734342534846,0.0,3.1401537273844764,0.0,3.1401734342534846,0.0
pool13t8yafhx3mfnxs8nnkvgqnm9v5gspk7cdjc5dmpzpt0a6h294yn,UPBIT,31653205.292893,200000.0,31229872.593678,1.0,340.0,True,True,9408.085538582789,0.0,9415.371321609806,0.0,9415.371321609806,0.0,9408.085538582789,0.0,9415.371321609806,0.0
pool13u45a953lme8y835e5upndqp50r887dha7gt26v6hcaeup4aavx,QET,14613.990813,1729.0,1729.423021,0.0199,340.0,True,True,4.340304844238453,0.0,4.340330449195515,0.0,4.340330449195515,0.0,4.340304844238453,0.0,4.340330449195515,0.0
pool13ucz6778ywff5pmcag4pcknq9gm6j04qtgh65cu9c5mt73t5ulv,GLOBE,2761.946533,50116.0,534.218731,0.02,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool13ugz5ye96g5jcxw2c3kt9x7cc75p4lmxl2jz7cy0a4xkkju0dr0,,0.0,100000.0,0.0,0.05,360.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool13vc4ekwpky5vtnl8pyj60phkmwtv7gsthn4g525udt7mjycs85v,ANTRX,21198.916526,5000.0,7087.186208,0.02,340.0,True,True,6.296061008881729,0.0,6.296154114933768,0.0,6.296154114933768,0.0,6.296061008881729,0.0,6.296154114933768,0.0
pool13w9mcp8af4ef8vwsw624ams38w7hs0chvtjknz2t3pcxkm8w9m2,,9.630058,5.0,9.630058,0.9999,420.0,True,True,0.00286007715117609,0.0,0.0028600771777814167,0.0,0.0028600771777814167,0.0,0.00286007715117609,0.0,0.0028600771777814167,0.0
pool13ws3wf9skw0ngg3aze482tdxqsnfmvf4vgy46cux599mxm8n27g,8BALL,1201228.773601,808000.0,904013.512889,0.0,170.0,True,True,357.13546924637666,0.0001557867022160889,357.5354927590003,0.00015611971414638463,357.5354927590003,0.00015611971414638463,357.13546924637666,0.00023487238688147739,357.5354927590003,0.0002352053988117731
pool13wtywenpwvg5snncx5zvxevvry85cp3c9nq0xlxlck9l7qh2spx,0BoB,334174.798509,50000.0,321203.624,0.0,340.0,True,True,99.26451826001248,0.0,99.28088471214276,0.0,99.28088471214276,0.0,99.26451826001248,7.261025777010826e-05,99.28088471214276,7.265923349240482e-05
pool13wzpwavanfpkr4r4j30plrlc6dn6p822lkt22zdllmy7q8y7s90,CARBO,39136.235253,50.0,89.271685,0.0,340.0,True,True,11.623260505581035,0.0,11.623262751565141,0.0,11.623262751565141,0.0,11.623260505581035,0.0,11.623262751565141,0.0
pool13xh3tgwzhr3hn25v5m2dnvqnfcmnzghcfah5t7kzufkywuy7w7v,,66808.431699,100000.0,0.0,0.01,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool13xlhhdl2phz8sup0hwcuhp6c4kscrtxs6d05n99hnmuakfkd6ws,,39.624703,0.0,17.623942,0.0,340.0,True,True,0.011768330639151992,0.0,0.011768330639151992,0.0,0.011768330639151992,0.0,0.011768330639151992,0.0,0.011768330639151992,0.0
pool13xzckaj3srgldr67dksx874jxe3c9xnc245xyr44p7cdxh07hft,LGC,2981058.509009,5000.0,6603.172999,0.055,240.0,True,True,885.3759700746554,0.00020458514647647528,885.3930744658376,0.00020459056859402794,885.3930744658376,0.00022678067314920166,885.3759700746554,0.0002568903929279562,885.3930744658376,0.0002568958150455088
pool13y37atzdckzr0gvj8mtnma49602jjtcw2dhr9zmpy4rase88j6p,BKRY,2848.83841,2000.0,2848.83841,0.0,170.0,True,True,0.8460921375894966,0.0,0.8460940891400164,0.0,0.8460940891400164,0.0,0.8460921375894966,0.0,0.8460940891400164,0.0
pool13z5t8wlhtf7ccc0hud8pnvpjeekjdsyn7sq69fcxf3k6kpnlm74,BTV2,45738955.779991,2.0,9.820727,0.02,170.0,True,False,13584.232009871372,0.0002874124943496148,11512.693901702149,0.0002430278486709758,11512.693901702149,0.0002430278486709758,13584.232009871372,0.00028944795839579504,11512.693901702149,0.000245063312717156
pool13z9mfsve9w39sl5akgz58yewad9daycxn8ja426ytdxey47yatu,UPBIT,31655449.726951,200000.0,31239798.733335,1.0,340.0,True,True,9408.752641032099,0.0,9416.03894393176,0.0,9416.03894393176,0.0,9408.752641032099,0.0,9416.03894393176,0.0
pool13zagy9a4nnhgme5wcnl0w3xzt523yn76jxh52360rryexc9f9dc,,101.0,100.0,101.0,0.0,170.0,True,True,0.029996474651400845,0.0,0.029996474766370095,0.0,0.029996474766370095,0.0,0.029996474651400845,0.0,0.029996474766370095,0.0
pool13zdrhek6m4n947grhrm0772zt09lrm2vzkffsla25e7yq6xqjkg,FPOOL,128671.768165,50000.0,50796.680345,0.01,340.0,True,True,38.21937113475175,0.0,38.2239060903336,0.0,38.2239060903336,0.0,38.21937113475175,0.0,38.2239060903336,0.0
pool13zh79cqv3y36cgknzagwegp8y0kuzel2j046jmup97hhjwk5myw,,3567.253335,100.0,1215.456696,0.015,340.0,True,True,1.0594560799419586,0.0,1.0594564784153213,0.0,1.0594564784153213,0.0,1.0594560799419586,0.0,1.0594564784153213,0.0
pool13zkcgp7se22046p9gczt98au93dw85q2g7m3zany4kzf66y46x0,TERO,11530.049713,2252.0,0.0,0.02,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool13zq5jktx7xmngfer82nkrs8aqjklmydntxdqzttas328yuttgx6,VICIS,713401.928742,100.0,105468.807842,0.0,170.0,True,True,211.87674326072485,5.8700070147791076e-05,211.87682523679038,5.870018505645928e-05,211.87682523679038,5.870018505645928e-05,211.87674326072485,0.00019186483487939373,211.87682523679038,0.00019186494978806195
pool140d97glhjr5nws8cdhn70h4nk35vmmmvqe3zwg43t4caxt0m7wn,,30.339049,100000.0,0.0,0.05,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool140x77a7cz2j689lmxf836qpjtc3y83rka28v6gpswxdw2mag62e,UNDR,6123261.201371,250000.0,285065.384525,0.0299,340.0,True,True,1820.2698444852222,0.0002345171517121613,1821.9743152009096,0.00023478718870501703,1821.9743152009096,0.0002617200590459189,1820.2698444852222,0.00027650074371415536,1821.9743152009096,0.0002767707807070111
pool140xj040w37pcufxdhpjne03sn2rd0fxys4m2c0sgjw5pqjnlx8f,LAKE,9610.220807,25500.0,246.96048,0.02,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool1429egqgv60r3nxlp6cvs08qcffv7duddjvyjd0pt6wzhj7akda8,NASEC,3532902.770817,50000.0,94663.302443,0.01,340.0,True,True,1049.4540086843806,0.00019880520754753545,1049.6545366007015,0.00019886140004702837,1049.6545366007015,0.000246499280542981,1049.4540086843806,0.00027306425655593215,1049.6545366007015,0.0002731204490554251
pool142cpn2gm89q72srv9pt7jtt7p7yg43a8ltfqhz3jp3t3xuh7x48,QUASR,10332.502152,100.0,497.62095,0.045,345.0,True,True,3.068700559137312,0.0,3.06870173510539,0.0,3.06870173510539,0.0,3.068700559137312,0.0,3.06870173510539,0.0
pool142dzectpdjwzqmfxdg4mehfe9dd0ts39zz4y7x92fqlyc8gwdmh,P142,0.0,606.0,0.0,0.02,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool142xwjhpcvtp7tahpmn8tlnek7smefp9wn66z67j8vjpmjxqdg56,EDEN,15013421.131919,1000.0,1046.336393,0.01,340.0,True,True,4458.925220363042,0.0002716060471713551,4458.942473955528,0.0002716071848904939,4458.942473955528,0.000282817154858111,4458.925220363042,0.00028908041212087594,4458.942473955528,0.0002890815498400147
pool143d6z506u6yfufgzrtx8ywcwx3j4s29lxv5tdugcpcwk2l83gck,,70019865.303432,0.0,0.0,0.05,340.0,True,False,20795.535709117477,0.000277532080923742,11512.69372350527,0.00015158639610821645,11512.69372350527,0.00015389288440693195,20795.535709117477,0.0002811274891540926,11512.69372350527,0.00015518180433856705
pool143nv3macakarny2hvg67gg00q5j2kdg6yfvcmefqmea3vnj0nex,AND,263508.639848,3000.0,11253.147639,0.04,170.0,True,True,78.2615933009621,0.0,78.26249156987699,0.0,78.26249156987699,0.0,78.2615933009621,1.1882455052440608e-05,78.26249156987699,1.1885727575720235e-05
pool143x8nhnr3j9mpzvhayuaen0y8l350guj6yd8mhmhhuupvuah3hh,XSEC,299078.923622,580.0,25050.59229,0.0,340.0,True,True,88.82508329421837,0.0,88.82528226647253,0.0,88.82528226647253,0.0,88.82508329421837,4.622553514232794e-05,88.82528226647253,4.622620042576464e-05
pool1442wwr8zzdpcu8uwnglackzr3u5ggrmfxsjja0s7aef66hk2fuc,PASTA,300962.034494,20000.0,20175.77496,0.0,170.0,True,True,89.39061811625056,0.0,89.39708134473449,0.0,89.39708134473449,0.0,89.39061811625056,4.7815393527775534e-05,89.39708134473449,4.7836868756353085e-05
pool144cfav5vd6vwaej6cspzea3pjfvdcjg86uzv9phxegz87ynw2zz,,160.730261,114509.625174,0.0,0.03,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool144m894gswuy3se407ma5870nkaw5ylykrak73gf4kpepj50ulfa,CLUB,590315.088763,0.0,17.27864,0.0,170.0,True,True,175.3205101838452,9.013000489271363e-06,175.3205101838452,9.013000489271363e-06,175.3205101838452,9.013000489271363e-06,175.3205101838452,0.00016994400464007437,175.3205101838452,0.00016994400464007437
pool1456lrrp0a3gsgkmyx0rm8wkdmdku75tfdlu9xvpffvxmqmjkwee,ADPL,141781.432515,25000.0,49656.591137,0.05,340.0,True,True,42.11170439418138,0.0,42.11506359194621,0.0,42.11506359194621,0.0,42.11170439418138,0.0,42.11506359194621,0.0
pool1457cnl7qu568h98xrw8krfnjkhf05mfhaq2l50epwy36yuln20q,GMO1,64892438.031818,35000000.0,37254342.649474,0.04,340.0,True,False,21653.471940155097,0.0003153053527210136,14631.139096107709,0.00021141898730228734,14631.139096107709,0.00021393391823954047,21653.471940155097,0.0003192256862408493,14631.139096107709,0.00021533932082212312
pool145ak0czqxe97ef38zjupk0pz5yk7pahcyrdfee2lrnsnwawj6dc,TIA,1102338.237266,10000.0,10013.189749,0.045,340.0,True,True,327.40127669122245,0.0,327.4138352177244,0.0,327.4138352177244,0.000136373943632558,327.40127669122245,0.00021866538879931137,327.4138352177244,0.00021867626875648232
pool146s6wt66d069uqfvjh39qn0racde6pytzju7y4mykf88zc0dscz,,49670173.475712,0.0,47246666.875952,1.0,340.0,True,False,14751.78310778042,0.0,11512.69372350527,0.0,11512.69372350527,0.0,14751.78310778042,0.0,11512.69372350527,0.0
pool146u0r8qh0jg6rd3th76q6cepwm03nya4pkvfj08juqrz7wxnfv9,PINAS,15.435806,100.0,7.622358,0.02,345.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool147en6w8f9cplnn5x7qt4ese7fpacmmcwuffrtu0yqxpaz4agppr,STI2,15308973.774234,37000.0,38791.374908,0.015,340.0,True,True,4547.3352699280695,0.0002707056202456986,4547.985596863704,0.00027074746315699014,4547.985596863704,0.0002816854922155956,4547.3352699280695,0.0002877560773076424,4547.985596863704,0.00028779792021893394
pool147t2chee9vcyjxtafwd8emkjj88f9dra0xa2clgwlr6m7tzdzvz,GIGAX,809.142273,10000.0,0.0,0.03,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool147tju4482jtl253lgqq88fkefdugcuhaumf8m0rcj8uzxu846qm,,74406557.501501,0.0,0.0,0.05,340.0,True,False,22098.36046969838,0.00027780404228211307,11512.69372350527,0.00014264951092672027,11512.69372350527,0.0001448200185462502,22098.36046969838,0.00028118748063020384,11512.69372350527,0.00014603294927481103
pool1484zq40k4xg69t55z4fqz78zz6j3t9pvlw4jd635w692xhfzkka,,31812.122034,30000.0,30471.557042,0.01,340.0,True,True,9.448097639544393,0.0,9.448161389859164,0.0,9.448161389859164,0.0,9.448097639544393,0.0,9.448161389859164,0.0
pool1488f5rzus7kpu3zr6zwyw8mdy0rj4m3knssv58enurgsx40msjf,,1087.461798,500.0,589.624382,0.02,350.0,True,True,0.3229708339394514,0.0,0.3229711715198174,0.0,0.3229711715198174,0.0,0.3229708339394514,0.0,0.3229711715198174,0.0
pool148ajvsw7z9mhgw43tqvgmfrv22azvm638knkqghqv497xvdl2tk,IOGP,0.0,64000000.0,0.0,1.0,500.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool149d5lzg7m6susau4f4yfdztgkty34qrcdpvd3ygsetmljgxxf8g,TERA3,20024820.441262,300.0,736.501699,0.0,340.0,True,True,5947.274393678593,0.000280016213385093,5947.2812976726955,0.0002800165581569287,5947.2812976726955,0.00028850602254432004,5947.274393678593,0.0002932497902242619,5947.2812976726955,0.0002932501349960976
pool14ajz2t680q2c7tekek3eqazhnapfl3l4w3cep9tnh9ym6jhph8m,CST,1681450.529794,50000.0,63917.189973,0.03,170.0,True,True,499.4758684134062,0.0001900689831179025,499.5698020339515,0.00019012317181409927,499.5698020339515,0.00019012317181409927,499.4758684134062,0.0002448728553503431,499.5698020339515,0.0002449270440465399
pool14atewgzlv6nl2e8k3ndrzwt9y07sepuplj9vuxk3trzzj5lmg64,WAY,1232.792602,1500.0,0.0,0.1,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool14cautfm2e8jxv79tv59grnryjxs8f2wewz66wup695xgu7wjnvr,,69421.579083,2020.0,31.972605,0.005,188.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool14cq4fchmmqjygwjw4zexmqqd6a7caxptjnvseyu6wanjuppv4vk,CH1,76723576.889819,3000000.0,5117017.813534,0.0,170.0,True,False,23050.91804131101,0.0002982253821947038,11779.989041156909,0.00015132231201667973,11779.989041156909,0.00015132231201667973,23050.91804131101,0.0002994635934962497,11779.989041156909,0.00015256052331822563
pool14dswwngc8j92uek927jced2lfc7c4pa4ss9gry9nu9rhkc7a055,VRIJ,815849.943596,100000.0,106900.808164,0.0,170.0,True,True,242.38557821507075,8.872413215599277e-05,242.46820960740177,8.882541474230615e-05,242.46820960740177,8.882541474230615e-05,242.38557821507075,0.00020516711379213904,242.46820960740177,0.00020526839637845243
pool14dz6syalxmtlykaudkk50t9xtve0ne2rvtsgqmyvfeg5cxx68n4,,36903.304032,1000.0,1005.112588,0.0,340.0,True,True,10.96013056621121,0.0,10.960171829484949,0.0,10.960171829484949,0.0,10.96013056621121,0.0,10.960171829484949,0.0
pool14e7g4xmj77s7sy5uajwvdmvejmjcvhkf449tasq3tz80gv098t8,,872.085077,50000.0,0.0,0.05,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool14enw2643rn9nn6yzv60jyz3hj4kxs0jvap87lkgsqykh508jxm6,STSH2,12244223.816442,1000.0,39932.231674,0.1,345.0,True,True,3636.484842195468,0.00024193745576571262,3636.4989131832654,0.00024193849004025772,3636.4989131832654,0.00025480169822406296,3636.484842195468,0.000261783548392155,3636.4989131832654,0.0002617845826667001
pool14exgv53wem2jwutrqpsdxtrl4hweefymltq02xt72z60x8ge4qf,ADR,449.960297,100.0,449.960297,0.02,340.0,True,True,0.1336359074603983,0.0,0.13363594767955203,0.0,0.13363594767955203,0.0,0.1336359074603983,0.0,0.13363594767955203,0.0
pool14f0uj8vghxzs09p3rzvhlur0dnfwylxc67whaz087srtjjrcjgd,BOATS,137063.516769,4000.0,7766.802027,0.0,170.0,True,True,40.70776311441102,0.0,40.70837490137176,0.0,40.70837490137176,0.0,40.70776311441102,0.0,40.70837490137176,0.0
pool14f58kf59ec7ymk7mm5w07advfgs6a2guur3g5zyf45uvyvl80t4,EVE5,97493.242218,1000.0,1496.163202,0.04,400.0,True,True,28.9550966151582,0.0,28.955207513708643,0.0,28.955207513708643,0.0,28.9550966151582,0.0,28.955207513708643,0.0
pool14fjmlppz76667ws3jl5luejf2wgztuhpsftulvh3ucc65anqgve,XSP2,37102176.017223,20000.0,56495.274835,0.037,340.0,True,True,11020.005797852444,0.00027720329876494655,11020.858786705798,0.0002772254383900025,11020.858786705798,0.00028163784805362987,11020.005797852444,0.0002840814667700129,11020.858786705798,0.0002841036063950688
pool14fka0t3prjrldjkavqc6vs0zyngq7jw9edek57js94g9v4r25rg,,4630.384584,30500.0,94.501048,0.0,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool14g73qj0qz05ymqg7dp9kxdu8jr7uuzm6z6n3jwxpvqskghhmhng,TWIN1,8271.238976,100000.0,15.23817,0.005,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool14g7yxpecpp2vt25nc7mjtf8q5g8n362wxksvpxz5fht35khqs0t,EPOOL,1540.253137,10.0,10.0,0.1,340.0,True,True,0.45744718594005224,0.0,0.4574472035263912,0.0,0.4574472035263912,0.0,0.45744718594005224,0.0,0.4574472035263912,0.0
pool14ga04y2dec7vmahzstd2c5mjsw7vq0v62mwclqynvy2wsc5g40p,WAV6,2.5,10000000.0,0.187695,1.0,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool14glhqr7989jz4yu0hnytpw62xlq0666sy075ztufdya2yw4d6fe,CNDL,2266.748728,100.0,2239.352681,0.04,340.0,True,True,0.6732128282204938,0.0,0.6732130772336539,0.0,0.6732130772336539,0.0,0.6732128282204938,0.0,0.6732130772336539,0.0
pool14gw9d5yhxf5t6k68tqvpa95hragu78yuyr7lm9gz9d9dx2yz9s4,EUADA,12697.480936,8850.0,8885.24942,0.015,340.0,True,True,3.7711249246741514,0.0,3.7711641008727095,0.0,3.7711641008727095,0.0,3.7711249246741514,0.0,3.7711641008727095,0.0
pool14gzj8a99u43j2gu3z0wcyedvdca27m2lx7msqxywl3lrcyrvmys,,313.285815,0.0,313.285815,0.0,340.0,True,True,0.09304425715130794,0.0,0.09304425715130794,0.0,0.09304425715130794,0.0,0.09304425715130794,0.0,0.09304425715130794,0.0
pool14h7cjyklnrf2ylu6g2z89n5zckeyprw36lstw7lw5kvqwc4xw2d,HIMAL,37.987754,23000.0,2.669618,0.019,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
