pool_id,ticker,sigma_ada,fixed_cost_ada,pledge_met,unsaturated_k500,D_base_a0_0p3_c_declared,D_A_a0_0p6_c_declared,D_B_a0_0p6_c170,D_C_a0_0p3_c75,D_D_a0_0p6_c75,f_base,f_A,f_B,f_C,f_D
pool1av640ert5ktadalakrc5lkgrf988tu0t0j58d9hptd06u57qlms,NUV,24695.938217,340.0,True,True,0.0,0.0,0.0,0.0,0.0,7.33459239989635,5.959378451537336,5.959378451537336,7.33459239989635,5.959378451537336
pool1avrc505uzld32hjr78pxra8jtmxvwaxdttxq2zxsjearwsy0quc,WPool,138245.095266,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool1ax6nusmcp8h8alsqmueqvxu46h37fmvfyr2y6w9l6486cy2rq06,,321.624382,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool1ax7rlt56kgfpn0ystuwk5jawjh5r6qfw6xhwa8ckaqe47va4y39,GYQX,534.521077,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool1ax8znp3yeeh0udrr2vvtm4wkxjldwv4mywycn573km7fu20y5xa,,827124.562756,340.0,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pool1axeed9wqmyvm8ttgdkpazx5dr0e6ezhucnzarpua0zpdg8ycqwl,,150990.903879,340.0,True,True,0.0,0.0,0.0,0.0,0.0,44.84939538328966,36.4449132622216,36.4449132622216,44.84939538328966,36.4449132622216
pool1axgtae69sdv7tnqru3enjdln0hff9k7n8awlh9xxzq92cdgmq53,,7.62,500.0,True,True,0.0,0.0,0.0,0.0,0.0,0.0022631003561171975,0.0018387690393452231,0.0018387690393452231,0.0022631003561171975,0.0018387690393452231
pool1axngzl8clfn6pnjaf4w5r0q4tgcwktv0zcuxnn32hl995pthddr,NOSP,7073062.306941,7000.0,True,True,0.0,0.0,2.172736084402643e-08,2.863913014947226e-08,2.3070484881075605e-08,2100.663519638321,1706.7897701520606,1706.7897701520606,2100.663519638321,1706.7897701520606
pool1axzm26vduyuxgw0x9ddh4vkvn7q5hyd558l0t9c08p556lf2zaj,WAV1,28829781.990669,340.0,True,True,0.0002709424572039925,0.0002180409412671315,0.0002236427873044089,0.0002796747466150425,0.00022677323067818155,8562.328392849757,6956.918738707017,6956.918738707017,8562.328392849757,6956.918738707017
pool1ayfjmnrv5vg6tfducvysn360re6qfwuv2rhc4ph6jk33ztuxlhq,1PCT5,530206.390444,340.0,True,True,0.0,0.0,0.0,0.00015403660309845193,9.893916856577265e-05,157.49615285362148,127.9880600391806,127.9880600391806,157.49615285362148,127.9880600391806
pool1azwa3mcez0mr7520jznl0kamr3wdun5ygzscwtjulhdy5s58vvu,ZMT,93199.989121,340.0,True,True,0.0,0.0,0.0,0.0,0.0,27.680017847411538,22.490100594825062,22.490100594825062,27.680017847411538,22.490100594825062
