pool_id,ticker,sigma_ada,unsaturated_k1000,apr_base,f_gt_c_base,apr_A,f_gt_c_A,apr_B,f_gt_c_B,apr_C,f_gt_c_C
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AZUR,45107923.532674,False,0.020748694485988678,False,0.017790257172203637,False,0.014410884403215468,False,0.016790454201557392,False
pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,,59250169.612026,False,0.02062386690145128,False,0.013352509330215164,False,0.010772726074215176,False,0.01668070410084452,False
pool109k0t72eh8txza4ptnagnfyqkjnmfe60afmtm4dvj9lz7dy78lh,,386060.336469,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10c9l3k0z50ytt4krkfet7w3gwpv9d9nq47kk9ecy2c5f2uyvkgk,BIRTH,273183.412202,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10cpz0zepq23hm6lrk8vgnsdwl772lasq9caaemvw9kh9ktxqygk,ESQ,2211.906006,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,KILN4,79971298.819684,False,0.019672460752389632,False,0.009688812599752999,False,0.007816883400191718,False,0.015928597524208988,False
pool10dzswwk8ycrxfv04nv44fjpqdx4j5euj406df0xsq7xyy0r0ta5,ADAFS,100.79721,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,F4ADA,11480352.787575,True,0.02062425110430554,True,0.020649054015138092,True,0.0166148196255228,True,0.016574514895419903,True
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,CHIL,11309160.587532,True,0.01892369058785468,True,0.01892653678896551,True,0.014982865014509758,True,0.014978239937704647,True
pool10emzedn7jczjrk7x7687mzwpqs2qfk8dnmyuf3ca7ju8cx79z57,MPL,39.46004,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10ez5uusmzx7ep6pee6hmqr79z5ee0lhgzdelzgptexh9xq3ar4e,SACT,291.472771,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10f5k6djk7m95dls80f5n2temjlkacsqd47758z2xal8g79kg9ct,,3072.467418,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10fsg5ykzcjuzq5fzm9vj6d3yd0jjqgg6qnza6u8wtq0677vam2t,,97.023027,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10fxpa6wkv0wc6wcmahcnz4wvvfx9m7547sevxrge3nfuv7yh8m0,GRANA,4262012.487617,True,0.015859580357872643,True,0.015862082406617888,True,0.011800092460875418,True,0.011796026631664396,True
pool10gtnlhevam52ynwuzua7dqgv7vje4q87q25dzzfrjgw3wwjk2xw,STKCH,597.470252,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k,CSN1,13562150.580139,True,0.019476996196877743,True,0.019478641226308373,True,0.015492411390843248,True,0.015489738218018476,True
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,DOS,23038.755606,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10jn0wjlh9y3w2ygq84u2llvlnxfz3lc4g0ssqlmpp3w3y2d2lw5,EARN,7104483.057688,True,0.017285566985840016,True,0.017293455646113075,True,0.013441443146419221,True,0.013428624073475498,True
pool10jqlkjfn2rtlc6hp95p8k4h04h3dfmdcgnga6umwp2rpukpg20l,CCIO,16350.180704,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10ldeq0mccp8t4gfmvfkwmfcvh2pvz44hj2hmewfpk9udjxug58y,BREAD,215231.051864,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10le7rwlfg3t9646gm09jp05qg5kqvq3gvut4q2yaeu2ujncnh7w,,2854.261122,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10ljdn3zwsh7vjkxf6t250423l5qy487x83st7m8a53jxznrkw5g,,127062.59889,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,2927773.115288,True,0.016958907306437895,True,0.01697466992169007,True,0.012929202795305225,True,0.012903588545520442,True
pool10n23qyec2zcetv0e3x7fdjydscsrlet5sph2hgtfc7x5ze56jqn,DOTAR,901698.759103,True,0.007918126129678437,True,0.00791854335863279,True,0.0038539485717240542,True,0.003853270574673235,True
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,,36120.987876,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,OUROS,6076311.463663,True,0.017333932849461144,True,0.017334139396269023,True,0.013329851514875786,True,0.013329515876312977,True
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,7036434.076718,True,0.018014166841386417,True,0.018057249133275895,True,0.01408623178565314,True,0.014016223061332747,True
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,360.524775,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,RDB,3460141.27996,True,0.014362510706083305,True,0.014362593741108945,True,0.010338232407159411,True,0.010338097475242737,True
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,,247.210196,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l,,124124.412269,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10pxym4rs92lj853juzku38z58d9n59ra55qd2mnm820ljx4c6h9,JVNP,139.818659,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS,2278562.468341,True,0.010787795795126929,True,0.010787804184267495,True,0.006722698381394366,True,0.00672268474904094,True
pool10q33p4hx4wqum6thmglw7z5l2vaay4w6m5cdq8fnurw7vjdppcf,SPKL,38230.184169,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10qmnswfc22zm0fscg80gkwqz65ujwjkqmctv8g9l9l58wqtelgg,WAAUS,2697137.476281,True,0.016945280113250694,True,0.016947751949111526,True,0.012918245177316937,True,0.012914228444043082,True
pool10qrz84cvz95zg8saf43ruhs5ulczuuqm2d3jn6d8xkkkzgzfje7,,112074.806511,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10quq4wlghwrvmhdzc7geq22pyhzegccwj56ax2g8hx0cjfahufs,SPS2,24708911.64549,True,0.019643114891508814,True,0.019643911877606283,True,0.015783047506904926,True,0.015781752404496537,True
pool10rdglgh4pzvkf936p2m669qzarr9dusrhmmz9nultm3uvq4eh5k,KILN0,74073232.951482,False,0.020278277054473385,False,0.010460282301034145,False,0.008439301125749669,False,0.016416421560903584,False
pool10retvgthe4vymhaq8vr2734zladmeeuwy07rq8r5f690ydmz3vc,MORAL,971.580862,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10s8x49tu6wcne63rqv6gmnhwpcg4kg8r4s3ncv6q7uxx76jvlwg,,5097.623546,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10scv5quxduhrcc26wpurhk743dngspe8dc3zpkkam0svyx6ejx3,CDNTH,8648242.326177,True,0.015048545012650773,True,0.01504855172418017,True,0.011796467082152847,True,0.011796456175917569,True
pool10tqeu6d03p6rnalqlvdshmpsljxaq2c0ww6draq6xm8lgyl2a3p,CASP,8631852.650929,True,0.019643688251281006,True,0.019651763256767815,True,0.015718681092274634,True,0.015705559208358554,True
pool10u90lv7ayyfdulnt004h2wg42yff22c8vjlnqjxv7pytypuaykv,,6192.921948,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10usr6ag036ujwhmm85km8w0skjn3fp3dwnktt8sje4lfvwhu40u,WALDO,2136.948271,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10v6uh7yan2dg8utwpgurj6th3u3s3q3m2lcg8z9mxtncvx72dhc,,1.0,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10vgnav004xgw03qkqfy6864zq53lzjkcf0syeu4g3uj8xaytlm8,Pier2,1475.994327,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10w8gmhnprfmhdlp6npjt8d3ts64ng4qxsu0mr33dhpxpzwn4rgt,,2.91521,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10wcmpvjmmv7ph7cz2263f52yckvnnwu5kdppwqgu74s2qhe7l7m,4TUN8,1216672.604799,True,0.0012818360030161472,True,0.0012958451335088642,True,0.0,False,0.0,False
pool10wugf8sxugp74y0dafvc83jmcg2z9v7u5yfs79zy67rxc5lqhd6,,4678.355731,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10ww24pk8znf747x6d0wcueajegrjwzpv8x9a4aar4t05s7uzf76,S10E,2452.995576,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10x7rsal3ldumkycuc7f7rslx3vc5axhz5jzwngfcg7hd6t2p7sc,BNP,66639.295215,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10xk8jp4m2cztf69x9gvg3j33x5drkrz2hulsjes29wktcfcxdls,,14276240.864801,True,0.018721510488625723,True,0.018721510646347875,True,0.01490030153157235,True,0.014900301275273864,True
pool10xmmn972gyza7nj8q4cyy0vrpn6kqzmdz2ut7ynnc8d0ycxlvw3,MATE,344298.643126,True,0.0,False,0.0,False,0.0,False,0.0,False
pool10ya6hxrssmyhl560gqyalhqxudkgfjdlc0e4krww6wweyaeajs8,NKR,29702642.180265,True,0.020639873741728102,True,0.02064319664260188,True,0.0166228829996975,True,0.016617483285777623,True
pool10zyf32q3w3n9x940j6yqgkwuegzn77p94wcmpku6gvmrqw8a97d,XSP,25947752.278328,True,0.01995890656309909,True,0.019960522381299462,True,0.016047834646425795,True,0.016045208941850197,True
pool120s8wucgh9dnshf3xkvffq30lcf4kta9uzf35s44eulezc8puwj,REEF,9.802291,True,0.0,False,0.0,False,0.0,False,0.0,False
pool122gfj3ynz5ch8cfkx0tt5dsfpnf36sujcvrvxzqjm28yym8vv8x,CTUTS,67.456466,True,0.0,False,0.0,False,0.0,False,0.0,False
pool122gklgk6gep3dm5grag0kavzzxcwk4kxxrqegfygghjpgch6pns,,26415.60343,True,0.0,False,0.0,False,0.0,False,0.0,False
pool122pmneflla304ptc7s5ws948u28zaek08k6hk3fmw8rgkzmgect,PBDOT,3262.347727,True,0.0,False,0.0,False,0.0,False,0.0,False
pool1233gq8vt6nzytuw60sr9gy2jmehc88fpglrjrzsd8kys5gqelgg,,4079.358398,True,0.0,False,0.0,False,0.0,False,0.0,False
pool123gn9my6u32zea8l3uk889rjj2qf2tfagcz67q4v4r9ccjjtge7,SNY,3543.776436,True,0.0,False,0.0,False,0.0,False,0.0,False
pool124hy9qgc0nhqsve268kj5r53pvz7ppg295q6r2d0sjxswchljf0,BNP,32121961.703908,True,0.019642782711853404,True,0.01964278286957556,True,0.01582157375480005,True,0.015821573498501548,True
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,11058.880161,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12582dmkl7xanxlmfnwd4fepmx4tt5kkw327mmklcjdxngwaxvh2,FGMTF,1001983.096233,True,0.008365663553330483,True,0.008365663553330632,True,0.004707058892974032,True,0.004707058892973788,True
pool12584mjtgz3fhgpx823qht56gycnfnezg6aqqthazv4qdxkd5c46,DOLCA,713579.760243,True,0.004207468691235031,True,0.004211299444505452,True,0.00023227060859127923,True,0.00022604563452684133,True
pool1258yqnsegc3k7raqcdkxu4893aqexxljflmg9g96yfha2qytayv,1PCT2,560337.048234,True,0.0,False,0.0,False,0.0,False,0.0,False
pool125kh7e0y9lwya4sz5etmsk7hvga9jtfpuhw00vz9zvk6sh8xh5r,CHOCO,7757931.71301,True,0.02008180502135105,True,0.02008264321221133,True,0.01601857452623595,True,0.016017212466087994,True
pool1263z8symvqmmsg876y2lzluv29am2v9fpzka9sf3nrhz7uwlzap,LION,297273.492819,True,0.0,False,0.0,False,0.0,False,0.0,False
pool126f65lklaqw39jgx9wl8klqtx99evewxk0x5yc2jzzp5wfs8fde,XPPX,536845.683641,True,0.0,False,0.0,False,0.0,False,0.0,False
pool126kcx3ve6xedpdk8gm9gtgs5x2h77tuwe5hjjcrp2nshu2xv8l3,ADAAF,2939.165647,True,0.0,False,0.0,False,0.0,False,0.0,False
pool126mkma8nv5axltmz7mmg8qz9e70nmhnf58hwx5772fhwgkhk6ag,NAP,18131001.028506,True,0.019703969497366084,True,0.019705596520026927,True,0.015764466972916433,True,0.015761823061092552,True
pool126ugnr0nxjxz72jrlzrqetqx0exn43t5w67u9vuq23xex4ym7dv,,109.61171,True,0.0,False,0.0,False,0.0,False,0.0,False
pool126ut5j5qz5wg09sjxrjugmjhqyslgam9cyj7a275y99l6n3gql0,BIOME,5516.81282,True,0.0,False,0.0,False,0.0,False,0.0,False
pool127cp6le6v4hs453tkwnjd6ua9fcmmh7y5zc44zx752yzklgcrcq,IPMCo,1442.48367,True,0.0,False,0.0,False,0.0,False,0.0,False
pool127gdv243hfcrapslaqq0nnh64u2gts72gtrt4888g6g2z0zsu64,TTS17,1165746.560976,True,0.00038791814614501277,True,0.00039019037111607543,True,0.0,False,0.0,False
pool127jufnlxk4n6he84qjf8ppzmxs9sjnqlhulnuzsk0uc0whtl9sn,WILDR,31110.339119,True,0.0,False,0.0,False,0.0,False,0.0,False
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,ARTZ,2380628.940652,True,0.011077713724513084,True,0.011130491775784571,True,0.0072096677740431225,True,0.007123903440726951,True
pool127xz8pls3lr6nct6w274ph2g4u83vqajgykf3l9ll772gvmju8z,,2162.16716,True,0.0,False,0.0,False,0.0,False,0.0,False
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,BTCAO,1491555.53618,True,0.0,False,0.0,False,0.0,False,0.0,False
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,BIZ,25021.3693,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12a4mx8ztxg7dwatm6lmfm36q7eyygkt3y3h29tklvcp6vyxp0nt,,14785.014207,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12ahcpgfgzkm29zajw8fgfqjma6ngsks7zdk4tr7q280pwfvtlek,BNP,32128043.520627,True,0.019642922225534407,True,0.019642922383256566,True,0.015821713268481058,True,0.01582171301218255,True
pool12ame5t8hdltyl30npznvhn23kxnvthk82j9p7dr4uew3y92uqes,EoK,81651.547632,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12cmz6vtm43tztqck4xnayhpmeml4ljxutvuexhwgsvrpwllnscv,PUWSP,7598.555142,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12d3th585ga2w593eu5zqnkahsnlczjpqxemjc0qhku7awnhvn8a,H3ART,171544.280445,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,,1863101.150722,True,0.015020517434767327,True,0.015021352204070512,True,0.010957279241148764,True,0.010955922741031087,True
pool12e8xz54gjtcz6dzkhua9uq9dp23cqcmf6xc4929t4ep4ketccsm,SOCK,32836.442065,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12eht6dqxpzqj87xuextrpufz2gxmt4reuesuw26r2utzw0kw906,CAN1,6368382.236304,True,0.019391380696606415,True,0.01939472060349565,True,0.015333777033575278,True,0.015328349684880277,True
pool12f2r9xf4wvht030xwjhpjvy5yptr275qr2qcydnx57jkxyfzz2w,FREE1,501185.996294,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12f68ksfmsthe4r9xx2up9x4zx43tstu3psmjvk57papsv8vu9re,,1093.094791,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12fzerww0hmk0fyvaujz5t2kg6hl4n8daz85rqy5jk8qk58r59y6,ZETE2,102085.687836,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12g6gfm5c4q7rzwwxdmh0xdxk07tyvujp6d9tke2m46k7q7cz7p0,NDE,114243.911768,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12h408zlkavwxw4wkw96mt8unjs8sn27k0yk4yhz4pzvsx0wvmq5,,579.88263,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12hhrd4azpps5jxppcqs2pgtylatg7xkhaqmnetgv2988k3t4drf,YAM,6208.049253,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12hszgt63rau649xhfuy4mjmdukzpy0atyskd7hujl7zdxjv7e8c,,7.304864,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12jqfrwhuv2jn0uymwmud2d63gp5drj08fjfart9dxgpu2tmj8a0,IOGP,2.925923,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12jzydsj2yjjn59zefvgz2q47rvfk950xckm5x4ejcdvucueg5c8,ZILLA,51.006764,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12kdg7dmdfh0t9hmy43pvl38ftu5dvppyn86wgkc4jq8557xkyz7,RENEW,184656.933092,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12ktz62g9d32nq0cdk9jyyqg6kquj7lnmx776at5h598supql0t2,CTEC2,7464030.535472,True,0.007515447926399434,True,0.007515867000539027,True,0.005483832630938153,True,0.005483151635461317,True
pool12l453n0jtxqq88cgwgr67z06ldyhqqvwxgkn0sgungjfvhtp2el,EVERS,39421087.918967,False,0.020102384452805558,False,0.01975551313456184,False,0.0159181534623434,False,0.016199923151321797,False
pool12lsfsh2s8yt8dvrt9m8kgrgr6ktntngvn2vad60xlqz7kxz9fxr,POP4,4122221.288075,True,0.014880554092683553,True,0.01488449846844711,True,0.01102756525077698,True,0.011021155640161191,True
pool12m0v0myprg2nfvlymzaghvjrzhnlzkh2psn3sur2nhkj5wpkdmh,DAPP,363054.558046,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12m7z9p7jqymxrvvp6z7vmfdu6j6u6y43p0m6y4xalz43sc8s4t9,,28840311.622564,True,0.019779018282733044,True,0.019779018282733044,True,0.015917157807911992,True,0.015917157807911992,True
pool12mca6l778v2e5wq5a4kc08h6grcv9j6f7yykt9wyjttckfxksvg,,1014.271248,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12mmcc4rc2fzfv7gyv8h06nvnsrm3m7erzdv8x6gzvjxlu2lf09n,1PCT3,13287132.57218,True,0.019618660943846778,True,0.019622806142264543,True,0.015603519166075344,True,0.015596783218646474,True
pool12mvua605f7w2gs90d580ywzyyf96je0y5q6zwcz2l76tcdqa8y9,,507.423329,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,MANT,1419735.920231,True,0.0042063051696863045,True,0.004214136191597266,True,0.0001587951531594687,True,0.00014606974255415315,True
pool12ndf7w5f4fdn746s5zlay4aexvcsjncnnmjwfp8falascjqav3y,SAMON,528154.948533,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12nhydvz643puda5jjc7hxyphk9685n8tlsgeenfvtttckd803e5,,581.187987,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12p0qtp89dfzr6spqq4xl6ha2s9m8lqydnvfafyd0h38fy0hfv3f,PANDA,45059.513161,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12pk63q22re4up2dg86tyjwthuauqu0ryq3jlxs9v29zk68cpugl,0AKN0,189140.724848,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12plmfgtqk4nj0wse5wnr49xth22fjacxm0gxg3wc88ewzztpwf5,AMPLE,3707.804452,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12pvaxxcv3sgad5jqgfnggn337y76kp02uauptkufjjjes7nxwfm,SVRN,812448.451732,True,0.006313156322168714,True,0.006323045201353757,True,0.002335303973168645,True,0.0023192345444929497,True
pool12pwp8hln0cjsxv0h2a0463qsakkhwetfhyqw7vzmpwd2jdj86n6,KAP,823870.099593,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12qj3qpa2ca3jq8nj6p5psjrx7xu7dvjm25xra5s0sxxps4qx7c8,,24.517029,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12ql6www8aa8usn98azlkz76d2htxtm9swalvyac27rlq6mdkxc7,IOGP,1.48148,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12qrgswlflndwp3met59zmuclqp4wryn4e9428gm7n8vwymnhvng,VALOR,15586.226058,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12qtv7kyrx8g0d5890alk6dkc6n6nyfx80synspvqafjrqd3ergz,ASAHI,7432589.983611,True,0.018344612276548898,True,0.018347955201387513,True,0.014287015403903883,True,0.014281583151041126,True
pool12r08n33avu33ncstukwxyr440mgaazmuclay38v0yt34xytu2dq,FALCO,301142.139289,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12rruj0mjqzaf8ryg7ny0x77y80lpdxd7zh4kgg5zyy0r2rzue0q,INFAR,6058.690105,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12rs385dd534g8gtdtmnvlhq63whdvc6vnuzxa5cpx843zdy73qy,TERA2,8659698.887615,True,0.018626349962310954,True,0.018626374878481608,True,0.014601940897181935,True,0.014601900408404622,True
pool12rt30v5khmh2y9nap3ffe6envd89lq9qf8f4usr0enwwzzwktsu,BRAZL,559.966054,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12rv575nj9cfvy0r4th7jtz5x3nt6waht0qe5fdr58ucx77tk7pu,4BIZ,6160.723066,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12t3wyzzmg5ms5tzz7w6evedrf7mh07m875r6dfk8xpmgzjc3d9g,,347.887492,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12t3zmafwjqms7cuun86uwc8se4na07r3e5xswe86u37djr5f0lx,NORTH,56274024.656517,False,0.02124040304909029,False,0.014494639199082978,False,0.011695135429107977,False,0.017175811076529574,False
pool12te7g032e9dqjqe5xsr05mrk7xs9ve4w6t275cda7e9quafr3zq,,134.520635,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12tlu3dm864fzxgcjp9jrsykcmcvxskjtqwy07z982avqx3n9dp2,,41.825743,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12tvj2j05hh6gtsvw349vuesyn0zphh75u7vadh5rkjs566s2ty5,,1145.957833,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12u28yewx8ycf6dj77lzpj6vvhjwp6veh6kxpc63h8fqnqqtlwmu,NOOPS,398101.799172,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12udshcl3ycj4qpxes28n0ugsye23h89rj8z2a5ast4482m08xe7,QQQ,22941073.963435,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12vs4c3cm0tr49c7alrevfs0xa5g3s4al4fn46h33e69uusat04v,BLOOM,34510916.686131,True,0.020202214477372346,True,0.02028353624038394,True,0.01648137825848082,True,0.016349230393586964,True
pool12vx0utf438rpxskmvwm870vpz6qnur39jzl7gs3hhhldqekzjea,FELIZ,2039.980436,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12welhs4qhsdskajhxxgf3c6afew73jys05jr2d4hu6asvv9expc,CYPH,701.766282,True,0.0,False,0.0,False,0.0,False,0.0,False
pool12wpfng6cu7dz38yduaul3ngfm44xhv5xmech68m5fwe4wu77udd,APEX,3090889.533082,True,0.016621966686326553,True,0.01662601898395992,True,0.012647267078499433,True,0.012640682094845205,True
pool12x6z2am9fxpw7s8wfjpsdd4jm2v5wdj62fshv00ztpxr6jy3ztp,MIAS,593.799895,True,0.0,False,0.0,False,0.0,False,0.0,False
