pool_id,ticker,sigma_ada,declared_pledge_ada,active_pledge_ada,margin,fixed_cost_ada,pledge_met,unsaturated_k1000,included_in_panel,f_base_k500_c_declared,Pi_base_k500_c_declared,r_base_k500_c_declared,category_base,f_A_k1000_c_declared,Pi_A_k1000_c_declared,r_A_k1000_c_declared,category_A,f_B_k1000_c170,Pi_B_k1000_c170,r_B_k1000_c170,category_B,f_C_k500_c75,Pi_C_k500_c75,r_C_k500_c75,category_C,f_D_k1000_c75,Pi_D_k1000_c75,r_D_k1000_c75,category_D
pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,,70016947.134638,0.0,0.0,0.05,340.0,True,False,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe,ETO16,0.0,0.0,0.0,1.0,340.0,False,True,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool105y08fgl97g255q7v9nk0x7aqyxaqcluve2jxhgwemkaxkeyd82,,0.0,2000.0,0.0,0.03,345.0,False,True,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool106jtt06k5wjpqc5r5fkz06pgwhwaljzs624mnfua8fkhq0fl9am,,90.188364,0.0,0.0,0.06,345.0,True,True,True,0.026785474893179454,0.026785474893179454,3.614231994581935e-05,losing_lt_025,0.026785474893179454,0.026785474893179454,3.614231994581935e-05,losing_lt_025,0.026785474893179454,0.026785474893179454,3.614231994581935e-05,losing_lt_025,0.026785474893179454,0.026785474893179454,3.614231994581935e-05,losing_lt_025,0.026785474893179454,0.026785474893179454,3.614231994581935e-05,losing_lt_025
pool106l8sgu50wpw3nmqkmhlgzl5cctw428ruem2rpwjklg46nprex0,,502.365742,100.0,502.365742,0.025,345.0,True,True,True,0.14920005800301178,0.14920005800301178,0.0002013194185947685,losing_lt_025,0.14920010424484964,0.14920010424484964,0.00020131948099005197,losing_lt_025,0.14920010424484964,0.14920010424484964,0.00020131948099005197,losing_lt_025,0.14920005800301178,0.14920005800301178,0.0002013194185947685,losing_lt_025,0.14920010424484964,0.14920010424484964,0.00020131948099005197,losing_lt_025
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,VOLT,4183332.400362,1000.0,2683.517769,0.0,340.0,True,True,True,1242.4327652431173,340.5788912113817,0.4595517272717294,losing_025_050,1242.437571946761,340.57889429477865,0.459551731432235,losing_025_050,1242.437571946761,170.68794563879584,0.23031356982746062,losing_lt_025,1242.4327652431173,75.74888301234958,0.10220988712311037,losing_lt_025,1242.437571946761,75.7488860957466,0.10220989128361609,losing_lt_025
pool106sjgd9m4shsvtc9ruk7femgndknefmct6eedskww37pzv8hz9n,,60886841.633738,100.0,1912.562755,0.03,170.0,True,False,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool1072lq3k32sfxs96s9qhrx3s9la2t68vrqwfsp7h9qnwk56yr2mv,lSPF0,7440989.98039,400.0,159626.707727,1.0,340.0,True,True,True,2209.9387320492247,2209.9387320492247,2.9819263251039008,comfortable,2209.9421525215266,2209.9421525215266,2.981930940433844,comfortable,2209.9421525215266,2209.9421525215266,2.981930940433844,comfortable,2209.9387320492247,2209.9387320492247,2.9819263251039008,comfortable,2209.9421525215266,2209.9421525215266,2.981930940433844,comfortable
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,CCJ5,228950.904531,10000.0,10005.433537,0.048,170.0,True,True,True,67.99974412165398,67.99974412165398,0.09175377767539517,losing_lt_025,68.00226141847982,68.00226141847982,0.09175717432778385,losing_lt_025,68.00226141847982,68.00226141847982,0.09175717432778385,losing_lt_025,67.99974412165398,67.99974412165398,0.09175377767539517,losing_lt_025,68.00226141847982,68.00226141847982,0.09175717432778385,losing_lt_025
pool107qfdeg9wlpt9yntg7650kzval6ahl696jr2ca20763ukzr0tzw,SRP,349059.504194,50000.0,92039.00197,0.01,340.0,True,True,True,103.686054268197,103.686054268197,0.13990622015198995,losing_lt_025,103.7032776826,103.7032776826,0.13992946014143925,losing_lt_025,103.7032776826,103.7032776826,0.13992946014143925,losing_lt_025,103.686054268197,82.77507792637589,0.11169050994563462,losing_lt_025,103.7032776826,82.7797461664862,0.11169680892029622,losing_lt_025
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,WORLD,25216220.127326,1080.0,10161.909195,0.01,500.0,True,True,True,7489.117484708768,572.6795606204287,0.7727310413169202,losing_075_100,7489.14878261484,572.6798860861354,0.7727314804760447,losing_075_100,7489.14878261484,246.1115432384462,0.33208454110135166,losing_025_050,7489.117484708768,152.09911907416225,0.20523119515254273,losing_lt_025,7489.14878261484,152.09944453986898,0.20523163431166727,losing_lt_025
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,BPE,421298.335901,1.0,6053.141439,0.0,170.0,True,True,True,125.12341439613324,125.12341439613324,0.1688321933381108,losing_lt_025,125.12341488030641,125.12341488030641,0.16883219399141794,losing_lt_025,125.12341488030641,125.12341488030641,0.16883219399141794,losing_lt_025,125.12341439613324,75.72016452687033,0.10217113654300344,losing_lt_025,125.12341488030641,75.72016453382685,0.10217113655239003,losing_lt_025
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AZUR,45107923.532674,500000.0,1348828.804205,0.02,340.0,True,False,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,,59250169.612026,0.0,62076.302338,0.03,340.0,True,False,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool109k0t72eh8txza4ptnagnfyqkjnmfe60afmtm4dvj9lz7dy78lh,,386060.336469,2000.0,3562.115547,0.02,340.0,True,True,True,114.6587941906492,114.6587941906492,0.15471201614930175,losing_lt_025,114.65967701688153,114.65967701688153,0.1547132073691055,losing_lt_025,114.65967701688153,114.65967701688153,0.1547132073691055,losing_lt_025,114.6587941906492,76.15178258368998,0.1027535297231199,losing_lt_025,114.65967701688153,76.15180822299394,0.10275356431888236,losing_lt_025
pool10c9l3k0z50ytt4krkfet7w3gwpv9d9nq47kk9ecy2c5f2uyvkgk,BIRTH,273183.412202,100.0,106.922142,1.0,170.0,True,True,True,81.13408354140479,81.13408354140479,0.10947627464357466,losing_lt_025,81.13411492545522,81.13411492545522,0.1094763169908691,losing_lt_025,81.13411492545522,81.13411492545522,0.1094763169908691,losing_lt_025,81.13408354140479,81.13408354140479,0.10947627464357466,losing_lt_025,81.13411492545522,81.13411492545522,0.1094763169908691,losing_lt_025
pool10cpz0zepq23hm6lrk8vgnsdwl772lasq9caaemvw9kh9ktxqygk,ESQ,2211.906006,2000.0,2142.939953,0.03,340.0,True,True,True,0.6569250632935418,0.6569250632935418,0.0008864056326299664,losing_lt_025,0.6569255507501301,0.6569255507501301,0.0008864062903674918,losing_lt_025,0.6569255507501301,0.6569255507501301,0.0008864062903674918,losing_lt_025,0.6569250632935418,0.6569250632935418,0.0008864056326299664,losing_lt_025,0.6569255507501301,0.6569255507501301,0.0008864062903674918,losing_lt_025
pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,KILN4,79971298.819684,100.0,4880.056634,0.05,340.0,True,False,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
pool10dzswwk8ycrxfv04nv44fjpqdx4j5euj406df0xsq7xyy0r0ta5,ADAFS,100.79721,10000.0,2.641293,0.04,345.0,False,True,False,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met,0.0,0.0,0.0,pledge_not_met
