pool_id,ticker,sigma_ada,declared_pledge_ada,active_pledge_ada,margin,fixed_cost_ada,pledge_met,unsaturated_k1000,f_current_k500_c_declared,apr_current_k500_c_declared,f_gt_c_current,f_A_k1000_c_declared,apr_A_k1000_c_declared,f_gt_c_A,f_B_k1000_c170,apr_B_k1000_c170,f_gt_c_B,f_C_k500_c75,apr_C_k500_c75,f_gt_c_C,f_D_k1000_c75,apr_D_k1000_c75,f_gt_c_D
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,2927773.115288,200000.0,209406.623655,0.0,190.0,True,True,865.4903248161337,0.016842423155705197,True,866.1185252654367,0.016858086470789166,True,866.1185252654367,0.017356758991680998,True,865.4903248161337,0.019709790150833233,True,866.1185252654367,0.019725453465917198,True
pool10n23qyec2zcetv0e3x7fdjydscsrlet5sph2hgtfc7x5ze56jqn,DOTAR,901698.759103,5000.0,56818.583109,0.0,170.0,True,True,266.36736301501287,0.007801738029554458,True,266.3724842146452,0.007802152633178327,True,266.3724842146452,0.007802152633178327,True,266.36736301501287,0.015492776671882038,True,266.3724842146452,0.015493191275505906,True
pool10nwac5phcc4vkjvux5mw6gvdzlxurkd944e5yx9yyfa8sqs35t7,,36120.987876,0.0,2.0,0.02,340.0,True,True,10.670157005400474,0.0,False,10.670157005400474,0.0,False,10.670157005400474,0.0,False,10.670157005400474,0.0,False,10.670157005400474,0.0,False
pool10p3g22454ly7eaurlur5wc9d9ual2fnfwy7a6e7k09z3yf929k9,OUROS,6076311.463663,2500.0,340422.257946,0.0149,340.0,True,True,1794.962639028202,0.017219280218317437,True,1794.9799816210843,0.017219485465489116,True,1794.9799816210843,0.019231411791699904,True,1794.962639028202,0.020355518315057785,True,1794.9799816210843,0.020355723562229464,True
pool10p6wd9k0fwk2zqkqnqr8efyr7gms627ujk9dxgk6majskhawr6r,BBHMM,7036434.076718,550000.0,551023.40242,0.01,340.0,True,True,2082.671471579083,0.017898677920928353,True,2086.8396182821266,0.01794148823634446,True,2086.8396182821266,0.019687528896435533,True,2082.671471579083,0.020620447185187962,True,2086.8396182821266,0.02066325750060407,True
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,360.524775,100.0,5.893313,0.15,345.0,False,True,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False,0.0,0.0,False
pool10pd44d65586rldtdzuu88e7mn4sxjctvdksmt05nnqfzqu7g7hd,RDB,3460141.27996,1000.0,1439.881162,0.01,340.0,True,True,1022.1313309121449,0.014247288563197224,True,1022.1352814462759,0.014247371075753374,True,1022.1352814462759,0.01779806424286649,True,1022.1313309121449,0.019782192617814727,True,1022.1352814462759,0.01978227513037088,True
pool10pmpya78vv23pngluf7hwpg9lerepmqdmdu47huf5vsskt56wzq,,247.210196,200.0,247.210196,0.015,340.0,True,True,0.07302602030725615,0.0,False,0.0730260310906162,0.0,False,0.0730260310906162,0.0,False,0.07302602030725615,0.0,False,0.0730260310906162,0.0,False
pool10pvwz69qz468m79ysw8qjcav5z830sv4zmeprru2n4anyuxwj9l,,124124.412269,0.0,0.0,0.06,345.0,True,True,36.66641044425258,0.0,False,36.66641044425258,0.0,False,36.66641044425258,0.0,False,36.66641044425258,0.0,False,36.66641044425258,0.0,False
pool10pxym4rs92lj853juzku38z58d9n59ra55qd2mnm820ljx4c6h9,JVNP,139.818659,10.0,139.818659,0.05,340.0,True,True,0.041302499878659256,0.0,False,0.04130250136120473,0.0,False,0.04130250136120473,0.0,False,0.041302499878659256,0.0,False,0.04130250136120473,0.0,False
