pool_id,ticker,sigma_ada,pledge_met,unsaturated_k1000,r_base,category_base,r_A,category_A,r_B,category_B,r_C,category_C
pool100wj94uzf54vup2hdzk0afng4dhjaqggt7j434mtgm8v2gfvfgp,,4419.361614,False,True,0.0,excluded,0.0,excluded,0.0,excluded,0.0,excluded
pool102s2nqtea2hf5q0s4amj0evysmfnhrn4apyyhd4azcmsclzm96m,YULI,6712.196804,True,True,0.0026898632440884624,losing_lt_025,0.0026898632544955364,losing_lt_025,0.0021855139111891194,losing_lt_025,0.0021855138942776233,losing_lt_025
pool1030as3pp5684ghgf4kzcpv4p2jnmkmme7j363t95690zwxp7wa0,888,1268558.68384,True,True,0.2411273335076021,losing_lt_025,0.2411313167935692,losing_lt_025,0.2371257802647499,losing_lt_025,0.23711930742505333,losing_lt_025
pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4,ROMER,1764031.096207,True,True,0.4742346097725511,losing_025_050,0.4742429035595404,losing_025_050,0.46599774045875114,losing_025_050,0.46598426305489354,losing_025_050
pool103455uc7a3477q8pdmzvny884qtlv9vhm2csxvqx2cadwuk36sq,EDEN,58465669.811509,True,False,0.6889062503876429,losing_050_075,0.6098071140564147,losing_050_075,0.5806269604484039,losing_050_075,0.6448947680953944,losing_050_075
pool1043kkcc2uwmdf76wg6jy80tkgwztzprep2rakyypmwc4637c2xe,BNP,24668.670882,True,True,0.009885787511955478,losing_lt_025,0.009885787588456851,losing_lt_025,0.008032202539935921,losing_lt_025,0.008032202415621189,losing_lt_025
pool104avq7309gjm0fxms69yqusxy8zf888k4mamngg5vnc6vculpzq,NUFIB,24594658.61133,True,True,0.7410648172733649,losing_050_075,0.7410659629527164,losing_050_075,0.685553453829002,losing_050_075,0.6855515921000559,losing_050_075
pool104gtn3hvp9lz5l6wevhjj98e45s7rfaa4zzvk9pex7nn786qncr,PILOT,14870603.710077,True,True,0.5791648576569347,losing_050_075,0.579327155792263,losing_050_075,0.5551051605813224,losing_050_075,0.5548414261114138,losing_050_075
pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,ADASC,1182230.365966,True,True,0.46012405955243,losing_025_050,0.46013909811449905,losing_025_050,0.38548514528117334,losing_025_050,0.3852112820692862,losing_025_050
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,SEAL,1895162.283236,True,True,0.25747047926234307,losing_025_050,0.257479544608987,losing_025_050,0.24994857813941002,losing_lt_025,0.2499338469511137,losing_lt_025
pool104z3yr7faqhck6wcsczhmqrrpdeparcr8juw8unxy8tm6xp447d,,70016947.134638,True,False,1.8387707740143155,edge,1.212550551061075,edge,1.0669158384792525,edge,1.5757197696287608,edge
pool1057u7q40d3azwak890qe9rt3yh554udtqjgj8nkuk0d5unenspe,ETO16,0.0,False,True,0.0,excluded,0.0,excluded,0.0,excluded,0.0,excluded
pool105y08fgl97g255q7v9nk0x7aqyxaqcluve2jxhgwemkaxkeyd82,,0.0,False,True,0.0,excluded,0.0,excluded,0.0,excluded,0.0,excluded
pool106jtt06k5wjpqc5r5fkz06pgwhwaljzs624mnfua8fkhq0fl9am,,90.188364,True,True,3.614231994581935e-05,losing_lt_025,3.614231994581935e-05,losing_lt_025,2.9365634955978225e-05,losing_lt_025,2.9365634955978225e-05,losing_lt_025
pool106l8sgu50wpw3nmqkmhlgzl5cctw428ruem2rpwjklg46nprex0,,502.365742,True,True,0.0002013194185947685,losing_lt_025,0.00020131948099005197,losing_lt_025,0.00016357217969658957,losing_lt_025,0.00016357207830425394,losing_lt_025
pool106p2jjwuwagq2as7cdzx4y6cyc2pdj7a3h3vv5cvkvnskegff3w,VOLT,4183332.400362,True,True,0.4595517272717294,losing_025_050,0.459551731432235,losing_025_050,0.45935009915121594,losing_025_050,0.4593500923903941,losing_025_050
pool106sjgd9m4shsvtc9ruk7femgndknefmct6eedskww37pzv8hz9n,,60886841.633738,True,False,0.955239040566591,losing_075_100,0.6890015231884067,losing_050_075,0.6015321732234836,losing_050_075,0.8178500931287154,losing_075_100
pool1072lq3k32sfxs96s9qhrx3s9la2t68vrqwfsp7h9qnwk56yr2mv,lSPF0,7440989.98039,True,True,2.9819263251039008,comfortable,2.981930940433844,comfortable,2.422826388974959,comfortable,2.4228188890638016,comfortable
pool107attaqquuq5ne2ch0hx0qcnlkzzr2683s4gml4ywnqvgj6pak9,CCJ5,228950.904531,True,True,0.09175377767539517,losing_lt_025,0.09175717432778385,losing_lt_025,0.0745582229572961,losing_lt_025,0.07455270339716445,losing_lt_025
pool107qfdeg9wlpt9yntg7650kzval6ahl696jr2ca20763ukzr0tzw,SRP,349059.504194,True,True,0.13990622015198995,losing_lt_025,0.13992946014143925,losing_lt_025,0.11373042298404065,losing_lt_025,0.11369265800118546,losing_lt_025
pool107rsdzswa5s3y8wk5z62tgh5lhm790dsyqjp4lq66fht7qnaq9d,WORLD,25216220.127326,True,True,0.7727310413169202,losing_075_100,0.7727314804760447,losing_075_100,0.7530288311055056,losing_075_100,0.7530281174719282,losing_075_100
pool1085up093vl7qgwnqsuset7kdt3yflscdp6h8eeakuhyzwlhmq68,BPE,421298.335901,True,True,0.1688321933381108,losing_lt_025,0.16883219399141794,losing_lt_025,0.13717615867965116,losing_lt_025,0.1371761576180271,losing_lt_025
pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc,AZUR,45107923.532674,True,False,1.3291235288882497,edge,1.2050248999717852,edge,1.0632691408502524,edge,1.1630858069020507,edge
pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt,,59250169.612026,True,False,1.1809936030181347,edge,0.9263594153861483,losing_075_100,0.8360185117484681,losing_075_100,1.042908789199457,edge
pool109k0t72eh8txza4ptnagnfyqkjnmfe60afmtm4dvj9lz7dy78lh,,386060.336469,True,True,0.15471201614930175,losing_lt_025,0.1547132073691055,losing_lt_025,0.12570641666938676,losing_lt_025,0.12570448093720568,losing_lt_025
pool10c9l3k0z50ytt4krkfet7w3gwpv9d9nq47kk9ecy2c5f2uyvkgk,BIRTH,273183.412202,True,True,0.10947627464357466,losing_lt_025,0.1094763169908691,losing_lt_025,0.08894957636934583,losing_lt_025,0.08894950755499237,losing_lt_025
pool10cpz0zepq23hm6lrk8vgnsdwl772lasq9caaemvw9kh9ktxqygk,ESQ,2211.906006,True,True,0.0008864056326299664,losing_lt_025,0.0008864062903674918,losing_lt_025,0.0007202061794594914,losing_lt_025,0.0007202051106360126,losing_lt_025
pool10d6mmw3mn9ku3r7uqqye672dz3sv76lh5kvh5rdpr9l5ug5yknr,KILN4,79971298.819684,True,False,1.9910441248404946,edge,1.2134251075010742,edge,1.0676219178817181,edge,1.6994373694699978,edge
pool10dzswwk8ycrxfv04nv44fjpqdx4j5euj406df0xsq7xyy0r0ta5,ADAFS,100.79721,False,True,0.0,excluded,0.0,excluded,0.0,excluded,0.0,excluded
pool10efuydxjnasr0309lqklmj9xahupdnzqd59r5dqjeh4twz06tr0,F4ADA,11480352.787575,True,True,0.34376977403391396,losing_025_050,0.3439073338276506,losing_025_050,0.32153300630346066,losing_025_050,0.3213094716386386,losing_025_050
pool10eltx2wej46e62ulmwzm35xfu0azu47yvpjper7gwhncqe74vg6,CHIL,11309160.587532,True,True,0.5900227810600456,losing_050_075,0.5900425219271868,losing_050_075,0.5626897462391577,losing_050_075,0.5626576673300534,losing_050_075
pool10emzedn7jczjrk7x7687mzwpqs2qfk8dnmyuf3ca7ju8cx79z57,MPL,39.46004,True,True,1.581331966999665e-05,losing_lt_025,1.5813320110090195e-05,losing_lt_025,1.2848323304599138e-05,losing_lt_025,1.284832258944713e-05,losing_lt_025
pool10ez5uusmzx7ep6pee6hmqr79z5ee0lhgzdelzgptexh9xq3ar4e,SACT,291.472771,True,True,0.000116805587279879,losing_lt_025,0.00011680561697179665,losing_lt_025,9.490461203885623e-05,losing_lt_025,9.490456378949005e-05,losing_lt_025
pool10f5k6djk7m95dls80f5n2temjlkacsqd47758z2xal8g79kg9ct,,3072.467418,False,True,0.0,excluded,0.0,excluded,0.0,excluded,0.0,excluded
pool10fsg5ykzcjuzq5fzm9vj6d3yd0jjqgg6qnza6u8wtq0677vam2t,,97.023027,True,True,3.888126060193163e-05,losing_lt_025,3.888126060193163e-05,losing_lt_025,3.1591024239069454e-05,losing_lt_025,3.1591024239069454e-05,losing_lt_025
pool10fxpa6wkv0wc6wcmahcnz4wvvfx9m7547sevxrge3nfuv7yh8m0,GRANA,4262012.487617,True,True,0.46919580141581224,losing_025_050,0.4691974461204495,losing_025_050,0.4665273247996834,losing_025_050,0.4665246521546479,losing_025_050
